from date,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,CO,AT,WS,SO2,Benzene,Toluene,NH3,to date,station
16-Nov-2019 - 00:00,267.23,2.74,,280.5,56.26,972.2,101.37,11.36,56.96,39.56,9.28,159.75,0.98,20.41,1.95,2.94,4.86,21.68,26.27,17-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Nov-2019 - 00:00,139.46,0.25,,259.21,52.54,972.08,104.41,4.69,42.89,26.63,9.43,91.78,0.94,20.08,2.14,2.07,1.68,5.07,20.3,18-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Nov-2019 - 00:00,149.92,2.06,,253.71,61.5,972.5,97.29,17.2,49.89,40.53,11.27,108.88,1.28,17.5,1.24,2.96,3.52,15.83,22.23,19-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Nov-2019 - 00:00,188.22,4.46,,277.73,62.79,972.38,97.02,40.74,66.49,68.22,9.54,117.34,1.5,16.23,0.76,3.35,5.79,31.41,19.51,20-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Nov-2019 - 00:00,260.22,7.47,0.0,261.28,60.55,972.33,93.68,82.03,94.04,116.89,10.03,153.68,2.28,15.98,0.56,3.66,5.15,33.19,21.59,21-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Nov-2019 - 00:00,323.4,21.13,0.0,255.3,61.93,972.36,77.35,123.74,123.21,166.41,6.49,226.07,2.27,16.12,0.47,4.81,9.7,63.46,24.88,22-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Nov-2019 - 00:00,241.5,7.96,,276.33,60.35,972.31,91.15,48.77,97.6,91.67,12.24,167.96,1.1,16.73,0.68,4.72,8.84,41.83,23.32,23-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Nov-2019 - 00:00,177.34,2.78,,256.8,56.1,972.19,71.14,16.54,73.21,52.42,6.89,117.98,0.67,18.58,1.08,3.03,4.77,28.79,20.87,24-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Nov-2019 - 00:00,143.1,1.24,,272.12,54.89,972.15,84.76,5.47,59.69,36.19,10.25,101.05,1.05,19.43,1.24,4.1,2.83,13.19,22.16,25-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Nov-2019 - 00:00,187.49,3.21,,254.41,58.59,972.27,86.96,38.76,72.9,69.45,6.87,104.96,1.45,18.03,0.55,4.43,5.01,20.88,20.37,26-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Nov-2019 - 00:00,241.08,2.1,0.0,209.11,55.86,972.18,68.96,39.49,79.93,74.71,5.52,105.05,0.99,21.32,0.79,5.1,5.11,18.05,19.87,27-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Nov-2019 - 00:00,119.82,0.7,0.0,223.79,63.63,972.41,73.42,14.93,61.17,44.7,5.84,59.11,1.12,20.07,1.01,3.87,2.45,9.69,19.15,28-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Nov-2019 - 00:00,51.21,0.09,0.0,184.42,70.13,972.61,68.43,6.72,47.97,30.99,5.91,29.24,0.87,17.98,1.37,2.58,1.19,4.45,17.74,29-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Nov-2019 - 00:00,78.11,1.76,0.0,272.6,72.05,972.66,98.47,21.17,50.02,43.82,6.71,46.71,1.21,17.53,0.61,3.44,3.06,14.79,18.39,30-Nov-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Nov-2019 - 00:00,126.09,2.76,0.0,264.89,77.02,972.81,96.51,22.66,48.93,44.5,6.72,96.87,1.2,16.13,0.75,2.39,4.54,24.1,23.36,01-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
01-Dec-2019 - 00:00,128.71,1.35,0.0,267.69,69.96,972.59,100.17,14.32,46.36,36.29,9.96,110.82,1.03,14.52,0.85,2.41,3.1,13.69,23.14,02-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
02-Dec-2019 - 00:00,178.68,2.55,0.0,266.16,66.49,972.51,101.74,25.38,57.33,50.63,9.01,127.79,4.26,13.72,0.98,2.84,5.27,22.55,20.63,03-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
03-Dec-2019 - 00:00,216.79,1.31,0.0,263.29,61.75,972.36,104.27,59.99,93.46,97.02,8.92,131.23,1.14,13.75,0.91,2.74,2.25,10.23,15.11,04-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
04-Dec-2019 - 00:00,245.71,0.0,0.0,265.12,61.19,972.34,95.76,45.95,90.2,85.43,8.12,139.68,1.42,13.83,0.63,3.52,0.0,0.0,24.31,05-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
05-Dec-2019 - 00:00,376.39,5.26,0.0,257.27,69.37,972.79,81.17,101.74,131.67,142.19,7.39,276.07,1.87,13.46,0.52,3.55,5.24,36.19,33.89,06-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
06-Dec-2019 - 00:00,290.49,5.19,0.0,263.63,72.28,972.67,82.32,61.72,81.75,93.8,7.29,218.55,1.04,15.08,0.67,3.94,7.71,49.4,35.53,07-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
07-Dec-2019 - 00:00,256.59,10.3,0.0,253.99,71.5,972.64,87.54,52.62,86.22,85.03,6.66,207.01,1.92,14.96,0.48,2.68,8.38,45.81,33.69,08-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
08-Dec-2019 - 00:00,270.33,18.49,0.0,273.88,69.97,972.6,77.47,71.05,97.66,108.03,7.47,214.07,2.63,14.44,0.56,4.36,6.93,71.28,32.05,09-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
09-Dec-2019 - 00:00,303.67,5.92,0.0,273.77,67.01,972.51,7.4,84.85,89.51,116.67,8.83,182.92,2.27,13.95,0.6,3.41,6.01,42.55,29.53,10-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
10-Dec-2019 - 00:00,331.96,10.84,0.0,269.83,68.24,972.55,62.74,93.71,78.62,111.86,8.94,223.45,1.91,13.31,0.6,3.74,6.7,51.26,32.55,11-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
11-Dec-2019 - 00:00,366.21,14.75,0.01,231.5,70.49,972.62,67.22,130.63,95.48,142.96,4.52,240.94,2.09,13.82,0.54,5.87,8.4,58.25,25.83,12-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
12-Dec-2019 - 00:00,398.62,6.39,0.01,174.46,70.59,972.62,46.51,88.31,78.06,108.74,11.18,263.81,1.3,15.65,1.37,3.88,5.63,32.04,37.03,13-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
13-Dec-2019 - 00:00,120.71,0.13,0.0,180.61,83.41,972.99,40.41,5.4,49.25,30.59,8.81,89.07,1.27,14.53,1.44,3.18,1.79,6.01,30.39,14-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
14-Dec-2019 - 00:00,110.85,0.97,0.01,250.01,77.49,972.85,74.04,19.1,48.34,41.28,6.71,70.52,1.16,13.92,0.68,3.93,3.23,15.99,25.19,15-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
15-Dec-2019 - 00:00,134.42,0.44,0.0,257.26,75.62,972.83,87.55,14.95,40.46,33.69,9.13,89.96,1.19,14.34,1.06,4.26,2.43,11.41,25.93,16-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
16-Dec-2019 - 00:00,113.81,0.0,0.0,264.38,81.28,972.99,23.91,2.32,23.66,14.28,9.06,81.05,1.15,11.36,1.74,2.27,1.17,2.16,22.9,17-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
17-Dec-2019 - 00:00,126.49,0.03,0.0,266.84,77.24,972.88,31.83,15.05,20.44,22.29,9.58,90.56,1.33,10.57,1.34,4.11,1.36,3.57,21.57,18-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
18-Dec-2019 - 00:00,203.04,0.16,0.0,256.91,73.64,972.97,90.63,21.06,44.06,40.61,14.01,144.02,0.67,11.52,1.11,4.45,2.56,8.79,38.58,19-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
19-Dec-2019 - 00:00,360.01,0.4,0.0,215.76,82.42,973.03,60.09,60.84,54.43,78.54,7.28,257.31,1.55,9.4,0.61,4.04,3.56,11.56,44.23,20-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
20-Dec-2019 - 00:00,444.56,1.34,0.0,230.49,80.24,972.97,68.1,41.72,65.95,69.08,7.1,317.48,1.97,11.85,0.66,4.73,5.49,25.57,53.35,21-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
21-Dec-2019 - 00:00,354.68,1.49,0.01,262.7,79.25,972.93,76.16,27.04,52.32,49.87,6.04,251.84,0.75,13.16,0.92,3.88,6.38,24.09,53.31,22-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
22-Dec-2019 - 00:00,193.51,0.21,0.0,276.24,82.12,973.02,62.4,6.5,44.17,28.79,6.76,142.28,1.34,11.06,1.57,3.9,2.78,9.51,48.8,23-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
23-Dec-2019 - 00:00,239.53,1.02,0.0,261.09,78.32,972.9,69.3,19.98,42.21,38.72,7.05,175.94,1.69,9.66,1.12,3.21,4.01,19.74,42.89,24-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
24-Dec-2019 - 00:00,402.96,2.34,0.0,229.13,77.07,972.87,71.03,34.07,58.22,58.73,6.99,259.86,2.15,10.1,0.71,4.54,5.86,32.65,45.72,25-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
25-Dec-2019 - 00:00,237.96,0.35,0.0,271.6,79.93,972.94,73.12,8.82,38.58,27.71,5.44,148.3,0.75,8.52,1.52,3.4,2.98,10.38,36.71,26-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
26-Dec-2019 - 00:00,295.62,0.55,0.0,269.12,75.44,972.82,73.13,8.25,41.53,28.81,8.25,190.33,1.62,8.36,1.13,3.01,2.95,11.62,42.23,27-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
27-Dec-2019 - 00:00,368.67,0.31,0.01,265.91,73.04,972.76,77.59,15.44,51.69,40.07,7.27,232.82,1.89,8.16,0.78,3.97,3.53,10.37,42.62,28-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
28-Dec-2019 - 00:00,411.53,0.54,0.0,251.65,79.02,972.92,57.56,42.41,44.75,58.36,5.32,261.59,2.2,6.15,0.57,4.61,5.06,14.03,41.77,29-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
29-Dec-2019 - 00:00,501.17,0.84,0.0,232.08,75.07,972.81,70.62,28.81,63.64,57.33,8.18,322.75,2.08,8.56,0.61,4.45,4.62,16.09,46.48,30-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
30-Dec-2019 - 00:00,497.58,0.95,0.0,177.68,85.17,973.12,19.69,59.18,59.92,80.11,3.9,323.67,2.71,6.01,0.85,4.31,5.62,15.16,47.47,31-Dec-2019 - 00:00,"Mandir Marg, Delhi - DPCC"
31-Dec-2019 - 00:00,301.0,0.0,0.0,115.1,83.8,973.1,5.15,7.25,43.65,29.2,4.3,204.0,1.35,5.4,2.0,3.4,2.3,2.55,41.6,01-Jan-2020 - 00:00,"Mandir Marg, Delhi - DPCC"
