from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT,RH,BP,WS,WD,to date,station
07-Jul-2019 - 00:00,31.91,109.08,23.2,4.09,15.75,34.45,6.92,0.6,80.5,0.91,183.83,33.99,70.99,740.0,0.49,221.93,08-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Jul-2019 - 00:00,47.94,152.44,24.99,5.54,17.88,45.77,6.25,1.12,80.01,1.07,179.19,34.31,71.04,740.0,0.58,217.65,09-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Jul-2019 - 00:00,33.75,114.27,23.87,4.75,16.65,39.53,6.21,1.24,52.51,0.93,176.21,32.16,78.24,740.0,0.6,191.73,10-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Jul-2019 - 00:00,69.48,366.53,24.55,6.96,18.81,40.75,8.15,0.83,46.89,1.05,169.6,34.96,70.65,740.0,0.61,196.01,11-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Jul-2019 - 00:00,72.81,408.66,20.02,5.51,15.21,36.34,7.12,0.72,45.23,0.88,176.53,36.29,60.86,740.0,0.72,146.56,12-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Jul-2019 - 00:00,68.77,439.09,17.74,6.5,14.81,44.22,8.12,0.95,35.26,0.86,179.91,35.03,71.56,740.1,0.67,220.8,13-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Jul-2019 - 00:00,58.6,419.59,17.67,3.83,12.6,37.37,7.21,0.7,41.29,0.72,157.14,36.31,58.6,740.16,0.88,146.25,14-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Jul-2019 - 00:00,53.0,322.06,22.56,2.8,14.37,36.55,6.65,0.48,54.94,0.77,168.94,34.85,61.27,740.0,0.75,168.17,15-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Jul-2019 - 00:00,24.54,124.85,27.56,5.56,19.27,29.18,7.42,0.72,51.86,0.68,172.88,30.45,78.92,740.0,0.68,242.0,16-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Jul-2019 - 00:00,21.73,103.58,33.04,7.47,23.76,25.88,7.27,0.64,48.99,0.75,171.79,29.98,80.95,740.65,0.68,250.02,17-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Jul-2019 - 00:00,36.95,109.4,41.97,5.03,26.5,30.19,7.33,0.92,53.74,1.08,174.06,29.59,85.54,740.94,0.57,196.88,18-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Jul-2019 - 00:00,35.98,108.36,40.96,6.58,27.24,31.38,7.9,0.92,68.21,0.99,172.38,29.91,84.78,740.84,0.49,141.51,19-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Jul-2019 - 00:00,64.49,232.26,52.1,12.22,37.75,45.26,6.41,0.93,67.3,1.29,170.5,33.2,75.05,741.0,0.47,236.14,20-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Jul-2019 - 00:00,49.52,218.19,49.47,11.34,35.63,54.83,7.4,1.09,44.82,1.08,163.29,33.03,79.22,741.0,0.53,244.05,21-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Jul-2019 - 00:00,44.43,162.2,36.24,9.12,26.79,57.13,6.53,0.95,41.53,1.09,162.22,32.64,81.03,740.89,0.53,245.66,22-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Jul-2019 - 00:00,49.56,182.5,38.21,13.29,31.22,61.07,7.57,0.97,43.31,1.13,164.37,33.37,80.83,740.72,0.53,235.21,23-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Jul-2019 - 00:00,60.39,188.57,48.99,7.99,32.65,61.99,7.66,1.03,61.21,1.38,161.1,34.81,74.76,740.39,0.47,196.78,24-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Jul-2019 - 00:00,52.05,183.45,46.61,12.02,34.67,64.61,6.46,0.97,50.17,1.25,156.43,33.24,80.24,740.0,0.58,206.11,25-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Jul-2019 - 00:00,18.03,70.81,31.98,4.08,20.42,38.86,8.1,0.69,36.55,0.82,160.44,29.87,89.67,740.27,0.51,204.11,26-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Jul-2019 - 00:00,22.73,82.17,29.4,7.04,21.45,29.66,5.87,0.84,34.88,0.8,163.99,29.62,92.77,740.0,0.61,243.43,27-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Jul-2019 - 00:00,14.12,45.85,21.93,6.15,16.75,25.19,6.66,0.78,39.19,0.63,158.35,29.67,93.94,740.01,0.64,251.18,28-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Jul-2019 - 00:00,10.9,57.94,15.91,4.21,11.98,30.52,4.5,0.62,40.12,0.57,150.21,31.47,84.55,740.43,0.76,270.51,29-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Jul-2019 - 00:00,14.82,99.99,20.28,5.8,15.6,41.44,3.43,0.61,39.06,0.59,147.55,32.81,77.71,740.96,0.71,271.89,30-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Jul-2019 - 00:00,23.57,145.15,24.28,7.98,19.5,45.64,5.38,0.76,32.92,0.7,150.24,32.16,81.42,740.83,0.63,254.45,31-Jul-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
31-Jul-2019 - 00:00,20.48,125.42,24.64,7.5,19.3,37.49,6.03,0.74,40.81,0.67,146.15,32.67,77.74,740.6,0.65,269.46,01-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Aug-2019 - 00:00,25.59,130.15,27.21,7.9,20.99,43.52,6.56,0.88,40.04,0.72,141.04,33.26,75.48,740.35,0.59,276.54,02-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Aug-2019 - 00:00,31.72,140.86,31.96,9.87,25.12,44.7,7.46,,30.44,1.29,149.98,31.97,84.08,740.06,0.52,265.14,03-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Aug-2019 - 00:00,27.57,103.71,27.58,10.56,23.35,36.95,7.44,0.66,26.65,0.91,142.83,30.62,90.61,740.07,0.54,245.8,04-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Aug-2019 - 00:00,31.03,111.08,27.76,10.02,23.01,37.51,6.59,0.9,28.1,0.97,147.22,31.35,89.59,740.0,0.49,234.93,05-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Aug-2019 - 00:00,41.57,136.91,27.47,11.12,23.74,52.67,5.44,1.11,40.21,0.86,98.85,32.91,84.97,740.0,0.47,227.6,06-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Aug-2019 - 00:00,28.44,80.82,31.41,9.0,24.11,46.33,6.88,1.07,28.44,0.9,125.5,29.82,93.79,740.0,0.51,230.23,07-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Aug-2019 - 00:00,33.56,140.52,33.32,19.75,33.87,33.37,6.75,0.95,24.86,1.14,125.6,31.63,84.48,740.0,0.54,241.64,08-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Aug-2019 - 00:00,18.32,147.34,25.2,10.57,22.09,32.37,6.93,0.72,33.81,0.66,93.19,33.89,75.65,740.0,0.57,258.88,09-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Aug-2019 - 00:00,7.56,106.0,14.2,5.37,12.02,23.49,6.29,0.67,41.81,0.54,110.21,32.63,74.49,740.09,0.96,269.79,10-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Aug-2019 - 00:00,12.6,71.82,18.86,6.08,15.07,27.15,5.69,0.71,39.24,0.45,111.27,31.82,81.68,740.24,0.8,292.57,11-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Aug-2019 - 00:00,18.77,94.75,15.35,3.66,11.23,38.56,6.43,0.69,43.27,0.62,129.47,33.46,76.45,740.66,0.55,185.17,12-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Aug-2019 - 00:00,23.48,110.46,29.15,3.16,18.17,34.93,7.94,1.05,52.43,0.87,133.49,33.33,77.07,740.71,0.54,94.55,13-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Aug-2019 - 00:00,18.55,80.93,28.96,3.96,18.72,31.7,6.37,0.87,39.41,0.92,132.78,31.82,82.75,740.61,0.66,128.54,14-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Aug-2019 - 00:00,23.74,58.35,33.06,10.24,26.0,26.88,5.83,1.02,53.91,0.95,133.36,31.91,83.69,740.99,0.49,200.7,15-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Aug-2019 - 00:00,9.35,45.88,24.43,9.25,20.6,30.79,5.92,1.05,38.95,1.55,122.36,32.59,81.5,740.94,0.71,240.95,16-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Aug-2019 - 00:00,7.94,39.28,12.96,4.19,10.41,20.74,6.36,0.58,45.17,0.45,100.59,30.94,83.27,740.51,0.86,275.38,17-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Aug-2019 - 00:00,2.79,21.69,13.77,6.37,12.6,17.45,7.26,0.52,25.58,0.51,104.64,29.06,93.58,740.28,0.89,300.69,18-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Aug-2019 - 00:00,13.82,54.57,27.74,7.58,21.01,20.25,7.62,0.66,30.88,0.6,111.23,29.4,90.46,741.0,0.56,169.25,19-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Aug-2019 - 00:00,42.49,185.39,36.2,11.45,28.66,35.7,7.33,1.05,55.47,1.05,113.82,31.94,81.91,741.0,0.46,191.76,20-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Aug-2019 - 00:00,35.44,170.25,33.78,7.25,23.96,41.61,6.72,0.88,50.92,1.0,93.98,32.89,75.67,741.0,0.56,157.0,21-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Aug-2019 - 00:00,48.3,246.36,50.36,12.83,37.32,44.03,6.74,1.1,50.68,1.11,122.43,33.72,72.19,741.0,0.56,136.24,22-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Aug-2019 - 00:00,49.26,224.34,46.68,9.51,32.66,46.34,6.35,1.04,36.23,1.09,92.91,31.4,79.23,741.0,0.51,168.28,23-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Aug-2019 - 00:00,54.51,202.39,51.07,16.35,40.55,48.38,7.42,1.27,48.93,1.15,89.38,32.51,75.09,741.0,0.49,143.19,24-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Aug-2019 - 00:00,62.22,192.08,42.47,11.15,31.74,52.61,8.48,1.01,42.14,1.43,132.2,31.94,81.4,741.0,0.45,206.47,25-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Aug-2019 - 00:00,24.53,83.94,25.69,7.51,19.87,34.2,7.38,0.77,34.34,0.85,122.97,29.81,89.89,741.0,0.49,245.72,26-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Aug-2019 - 00:00,18.35,103.02,27.19,11.75,24.1,23.99,6.57,0.97,32.26,0.56,86.03,32.19,79.31,741.0,0.61,264.24,27-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Aug-2019 - 00:00,29.46,184.83,36.79,17.02,33.5,33.21,6.25,1.24,33.7,0.67,80.78,33.87,74.12,741.0,0.47,258.67,28-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Aug-2019 - 00:00,36.43,167.8,36.91,13.3,30.55,40.15,6.65,1.29,39.28,1.11,110.32,34.63,72.51,741.0,0.52,273.3,29-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Aug-2019 - 00:00,34.1,127.8,30.59,8.1,22.95,36.9,7.69,1.21,42.13,0.62,70.23,33.76,76.26,741.0,0.57,266.79,30-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Aug-2019 - 00:00,31.85,120.05,23.94,6.23,17.89,36.57,7.2,1.28,53.56,0.66,77.7,33.68,76.9,740.9,0.46,185.03,31-Aug-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
31-Aug-2019 - 00:00,50.54,161.72,36.2,3.43,22.14,42.79,8.07,1.55,64.29,0.94,84.73,34.87,72.9,740.66,0.48,163.81,01-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Sep-2019 - 00:00,20.54,90.89,31.79,6.98,22.67,32.86,8.07,1.33,37.51,0.86,93.96,30.95,86.27,740.98,0.58,244.75,02-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Sep-2019 - 00:00,41.49,145.34,41.49,9.58,29.95,28.79,14.1,1.37,47.01,0.61,73.74,33.28,78.15,741.0,0.44,210.73,03-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Sep-2019 - 00:00,65.98,266.38,43.64,11.11,32.35,39.13,7.28,1.64,48.1,0.94,70.85,34.13,76.66,740.86,0.43,190.09,04-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Sep-2019 - 00:00,53.26,172.21,37.05,13.16,30.51,46.61,7.11,1.56,38.13,1.03,90.22,32.74,84.52,740.81,0.52,246.98,05-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Sep-2019 - 00:00,24.29,112.34,25.84,11.22,22.96,30.29,6.41,1.24,32.77,0.67,102.05,32.25,84.59,740.77,0.55,270.17,06-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Sep-2019 - 00:00,23.07,88.94,23.76,6.98,18.41,29.22,7.38,1.11,34.12,0.71,79.75,32.76,83.32,740.71,0.54,204.24,07-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Sep-2019 - 00:00,26.42,94.83,28.66,10.81,24.13,33.24,6.03,1.17,34.6,0.83,87.49,31.93,85.4,740.66,1.33,243.41,08-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Sep-2019 - 00:00,29.98,116.42,28.45,7.97,21.71,24.48,8.37,1.43,38.52,0.78,96.23,32.99,79.24,741.0,1.87,229.01,09-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Sep-2019 - 00:00,57.98,202.26,45.48,17.13,38.23,37.38,7.32,1.53,52.96,1.62,76.62,34.73,70.57,740.82,1.79,189.01,10-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Sep-2019 - 00:00,85.71,250.4,59.38,21.05,48.71,43.1,9.03,1.65,70.88,2.28,104.88,34.41,70.83,740.48,1.41,227.31,11-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Sep-2019 - 00:00,74.72,241.97,56.76,23.16,49.13,49.85,11.39,2.2,58.99,4.34,58.11,34.94,70.71,740.45,1.37,252.3,12-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Sep-2019 - 00:00,42.81,127.33,33.49,7.71,24.18,42.99,7.59,1.56,41.42,3.48,207.87,33.36,79.17,740.39,2.68,268.84,13-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Sep-2019 - 00:00,23.43,99.86,28.08,8.66,22.06,27.71,7.64,1.36,35.21,2.07,177.94,33.16,77.11,740.5,2.43,282.83,14-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Sep-2019 - 00:00,18.54,78.88,24.24,7.45,19.05,21.6,11.07,1.49,32.53,2.06,190.26,32.09,80.59,740.51,2.99,273.78,15-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Sep-2019 - 00:00,28.16,102.45,29.8,12.99,26.52,20.79,3.92,1.07,28.2,2.15,241.18,31.8,82.5,740.45,2.03,267.19,16-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Sep-2019 - 00:00,62.69,253.36,48.09,19.89,41.78,35.61,11.19,1.62,46.58,3.46,256.52,33.56,74.05,740.46,1.53,208.15,17-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Sep-2019 - 00:00,58.06,160.7,38.37,4.19,24.58,39.32,14.27,1.27,65.33,3.4,211.6,33.73,72.72,740.65,1.87,192.16,18-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Sep-2019 - 00:00,25.0,93.64,28.56,5.77,19.98,25.68,7.11,1.08,49.13,2.39,192.28,31.2,73.44,740.84,3.09,285.57,19-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Sep-2019 - 00:00,17.06,69.99,22.42,7.63,18.23,18.54,8.1,1.06,36.09,2.08,207.26,29.96,79.29,740.95,3.29,285.53,20-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Sep-2019 - 00:00,34.43,153.47,32.97,16.29,30.88,28.4,5.5,1.08,33.0,2.52,167.89,31.13,75.7,740.83,1.84,228.5,21-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Sep-2019 - 00:00,33.69,99.83,31.8,8.06,23.59,35.1,6.87,0.81,29.69,2.73,215.58,30.73,78.99,740.55,1.55,147.76,22-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Sep-2019 - 00:00,19.28,74.15,30.45,14.86,28.37,27.6,5.88,1.12,23.87,2.55,221.64,28.09,85.4,740.48,2.39,257.38,23-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Sep-2019 - 00:00,18.77,68.7,26.49,7.73,20.47,21.16,5.35,1.0,38.17,1.7,161.47,29.44,79.49,740.9,2.2,249.89,24-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Sep-2019 - 00:00,31.51,119.04,38.58,19.68,36.62,26.72,10.34,1.12,32.46,2.28,158.63,30.04,78.28,741.07,1.97,230.01,25-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Sep-2019 - 00:00,26.21,108.32,31.22,16.85,30.41,29.56,8.68,1.04,30.77,2.17,145.28,29.75,82.77,741.17,2.38,256.47,26-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Sep-2019 - 00:00,9.24,61.94,21.22,10.49,19.92,22.75,6.39,0.55,24.87,1.72,165.21,30.23,79.99,741.26,3.18,269.15,27-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Sep-2019 - 00:00,8.24,57.71,23.27,13.24,23.24,14.15,14.74,1.04,20.68,1.47,175.61,28.95,83.53,740.96,2.9,260.2,28-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Sep-2019 - 00:00,13.83,75.5,21.27,12.83,21.97,17.99,9.53,1.19,22.17,1.55,124.99,28.61,83.78,740.64,3.37,258.82,29-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Sep-2019 - 00:00,7.14,48.89,17.79,7.03,15.29,13.36,6.14,1.15,26.7,1.42,183.79,28.27,84.01,740.55,2.96,280.19,30-Sep-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Sep-2019 - 00:00,19.53,83.99,27.24,12.22,24.52,19.28,13.91,0.72,27.6,1.88,188.22,28.64,82.79,740.44,2.09,283.23,01-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
01-Oct-2019 - 00:00,27.76,93.33,31.19,17.49,30.91,28.03,10.8,1.07,26.92,2.31,178.54,28.74,83.94,740.43,2.17,264.12,02-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
02-Oct-2019 - 00:00,42.39,142.61,36.34,26.19,40.72,32.62,6.82,1.1,36.89,2.91,193.3,30.02,75.11,740.92,1.41,231.16,03-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
03-Oct-2019 - 00:00,63.48,212.38,49.17,23.69,45.5,39.14,9.09,1.07,60.05,3.84,189.66,30.58,71.39,740.86,2.05,219.53,04-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
04-Oct-2019 - 00:00,44.03,131.65,51.68,11.1,36.61,32.18,5.85,1.1,63.0,2.92,187.88,29.25,72.54,740.64,2.71,149.83,05-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
05-Oct-2019 - 00:00,39.73,160.8,51.5,10.47,36.01,22.95,10.0,1.15,81.04,3.11,196.13,29.57,61.1,740.81,2.52,136.78,06-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
06-Oct-2019 - 00:00,60.25,189.21,47.18,5.56,29.7,29.69,13.58,0.89,86.51,3.81,194.6,30.11,61.38,740.99,2.42,139.99,07-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
07-Oct-2019 - 00:00,56.51,193.35,38.54,3.1,23.12,29.52,11.54,0.98,76.97,3.36,186.23,29.92,63.43,741.23,2.98,129.16,08-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
08-Oct-2019 - 00:00,40.46,170.38,41.62,7.48,28.32,22.89,13.41,0.87,95.36,2.85,186.65,29.66,56.94,740.97,2.64,141.95,09-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
09-Oct-2019 - 00:00,84.77,280.48,62.99,37.26,63.9,36.34,16.47,1.05,63.9,3.69,178.09,29.73,56.96,740.99,1.43,221.22,10-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
10-Oct-2019 - 00:00,100.03,295.44,74.9,33.3,67.01,36.32,18.82,1.62,58.82,4.45,178.22,30.28,54.15,740.97,1.53,189.92,11-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
11-Oct-2019 - 00:00,122.67,348.47,88.38,64.38,99.43,44.79,18.43,1.4,40.99,4.7,184.23,29.97,56.4,740.86,1.26,180.04,12-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
12-Oct-2019 - 00:00,128.36,353.03,82.52,53.72,87.66,51.84,15.4,1.4,61.93,5.62,172.83,30.37,59.31,741.0,1.5,180.32,13-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
13-Oct-2019 - 00:00,146.69,397.7,87.88,49.93,87.42,52.69,20.47,1.54,43.26,6.31,190.41,30.22,58.28,741.07,1.54,166.88,14-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
14-Oct-2019 - 00:00,134.9,377.86,89.65,50.93,89.16,57.17,20.31,1.59,51.13,5.9,196.51,30.18,59.5,741.12,1.57,159.99,15-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
15-Oct-2019 - 00:00,160.64,386.91,80.83,27.51,65.42,56.26,16.57,1.15,51.83,6.0,181.98,30.56,60.68,741.25,1.52,174.92,16-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
16-Oct-2019 - 00:00,146.76,316.11,70.01,11.52,46.71,56.53,12.76,1.1,66.44,4.88,179.45,30.16,64.56,741.33,1.55,206.34,17-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
17-Oct-2019 - 00:00,114.86,247.29,59.07,12.16,41.4,46.79,8.37,0.95,64.39,3.65,152.6,29.55,63.21,741.3,1.95,244.65,18-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
18-Oct-2019 - 00:00,92.3,262.0,57.22,11.76,40.09,42.36,10.67,1.3,56.67,3.21,152.59,29.71,58.69,741.21,2.37,245.1,19-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
19-Oct-2019 - 00:00,96.96,324.5,76.93,27.95,63.74,37.13,18.14,1.76,57.79,3.74,165.1,29.26,56.35,741.32,1.57,176.11,20-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
20-Oct-2019 - 00:00,97.04,249.6,63.52,7.99,40.38,36.01,20.05,0.86,96.39,4.71,168.34,29.88,46.32,741.31,2.13,126.19,21-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
21-Oct-2019 - 00:00,121.4,285.1,68.08,7.09,42.08,37.61,16.28,1.12,77.13,4.24,164.6,28.81,46.89,740.99,2.31,123.95,22-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
22-Oct-2019 - 00:00,96.55,258.26,77.18,12.97,51.69,37.92,13.03,1.08,58.73,4.35,163.23,28.29,48.66,740.41,2.88,104.57,23-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
23-Oct-2019 - 00:00,123.93,328.18,101.66,48.53,93.62,48.27,19.08,1.55,52.14,6.34,165.67,28.73,49.39,740.41,2.37,140.84,24-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
24-Oct-2019 - 00:00,198.58,428.26,86.57,30.63,71.04,58.87,19.05,1.28,63.04,6.76,164.62,27.88,57.11,740.66,1.77,212.49,25-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
25-Oct-2019 - 00:00,119.56,297.41,72.59,26.18,59.98,45.29,11.72,1.11,54.34,3.99,151.95,27.28,55.76,740.65,1.77,247.85,26-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
26-Oct-2019 - 00:00,139.38,320.86,79.69,41.93,76.58,55.0,9.15,1.46,44.12,4.43,144.11,27.42,59.97,740.92,1.24,176.23,27-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
27-Oct-2019 - 00:00,194.99,364.29,71.28,23.95,57.49,57.74,10.03,1.58,64.15,7.62,142.35,28.21,54.48,740.81,2.34,115.59,28-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
28-Oct-2019 - 00:00,348.64,541.99,77.45,15.34,53.76,62.09,18.78,1.93,52.25,6.34,145.08,28.08,55.56,740.93,1.94,116.2,29-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
29-Oct-2019 - 00:00,364.55,615.83,119.22,42.88,98.28,95.21,13.39,3.8,46.58,8.37,153.41,27.05,66.79,740.7,1.01,173.68,30-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
30-Oct-2019 - 00:00,340.72,593.9,121.85,58.75,112.66,90.83,12.02,3.01,41.71,7.6,151.03,28.25,60.4,740.81,1.62,129.14,31-Oct-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
31-Oct-2019 - 00:00,382.82,675.44,132.2,105.36,156.04,90.69,13.58,3.39,47.3,9.17,154.01,27.93,57.56,740.54,1.45,145.93,01-Nov-2019 - 00:00,"Knowledge Park - V, Greater Noida - UPPCB"
