from date,NO2,NH3,CO,Ozone,SO2,Benzene,PM10,PM2.5,NOx,NO,WS,WD,RH,SR,MP-Xylene,Eth-Benzene,to date,station
01-Jan-2019 - 00:00,6.47,5.96,3.76,9.51,25.3,,311.85,111.9,13.03,9.24,2.45,139.73,68.16,,0.0,0.03,02-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
02-Jan-2019 - 00:00,6.14,6.0,4.74,10.82,36.28,,384.29,163.99,13.39,8.12,2.62,152.56,72.76,,0.0,0.03,03-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
03-Jan-2019 - 00:00,5.87,6.04,4.21,10.51,33.16,,398.22,143.92,13.81,9.08,2.59,146.53,72.19,,1.63,1.66,04-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
04-Jan-2019 - 00:00,5.05,6.15,4.06,8.37,31.74,,380.14,148.77,14.87,9.85,3.04,149.12,77.92,,0.0,0.03,05-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
05-Jan-2019 - 00:00,5.13,6.22,4.1,7.87,32.6,0.0,369.01,142.63,15.38,10.76,3.19,151.4,71.48,,0.0,0.03,06-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
06-Jan-2019 - 00:00,5.43,6.26,4.15,6.71,33.72,0.0,383.87,149.79,15.8,11.54,2.89,146.23,73.17,,0.0,0.03,07-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
07-Jan-2019 - 00:00,5.97,6.36,4.26,6.63,34.65,0.0,408.18,137.49,16.83,13.41,2.73,128.8,72.0,,0.0,0.03,08-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
08-Jan-2019 - 00:00,6.2,6.42,3.31,7.06,22.19,0.0,241.49,94.79,17.43,14.5,2.72,135.36,70.99,,0.0,0.02,09-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
09-Jan-2019 - 00:00,5.81,6.4,3.56,6.15,22.38,0.0,278.1,106.38,17.31,14.27,2.46,156.0,70.51,,0.0,0.02,10-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
10-Jan-2019 - 00:00,5.74,6.22,3.43,5.95,28.38,0.0,357.89,118.39,15.5,12.4,2.79,159.52,69.86,,0.0,0.02,11-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
11-Jan-2019 - 00:00,5.76,6.06,2.68,6.12,,0.0,280.4,118.33,13.95,8.87,2.86,142.98,72.37,,0.0,0.02,12-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
12-Jan-2019 - 00:00,5.37,6.1,2.91,6.74,,0.0,305.1,124.71,14.43,9.06,2.8,156.11,72.48,,0.0,0.02,13-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
13-Jan-2019 - 00:00,5.07,6.14,3.44,8.78,,0.0,337.25,149.49,14.75,9.69,2.76,134.04,73.79,,0.0,0.02,14-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
14-Jan-2019 - 00:00,5.07,6.13,3.34,8.78,,0.0,400.76,128.92,14.76,10.14,2.7,136.26,74.7,,0.0,0.02,15-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
15-Jan-2019 - 00:00,5.06,6.18,2.24,6.0,21.74,0.0,382.47,102.6,15.27,10.63,2.51,143.86,70.41,,0.0,0.02,16-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
16-Jan-2019 - 00:00,5.74,5.92,1.78,16.29,30.87,0.0,388.17,115.26,9.27,10.84,2.99,144.21,69.09,,0.0,0.02,17-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
17-Jan-2019 - 00:00,6.41,6.68,1.74,38.05,39.74,0.41,333.44,133.82,21.05,25.65,2.52,128.28,70.79,,1.46,1.48,18-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
18-Jan-2019 - 00:00,1.14,6.78,2.08,10.79,27.73,0.0,469.63,100.62,20.55,19.96,2.77,140.48,58.42,,0.0,0.03,19-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
19-Jan-2019 - 00:00,0.49,6.81,2.26,12.51,30.24,0.0,375.17,105.21,20.76,20.33,2.61,135.71,64.77,,0.0,0.02,20-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
20-Jan-2019 - 00:00,0.12,6.92,2.43,12.75,30.45,0.0,452.54,113.02,21.84,22.32,2.87,138.22,65.97,,0.0,0.02,21-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
21-Jan-2019 - 00:00,0.03,6.99,2.31,10.39,30.91,0.0,409.37,98.01,22.61,23.66,2.72,149.86,61.83,,0.0,0.03,22-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
22-Jan-2019 - 00:00,0.08,7.03,1.79,6.38,28.66,0.0,284.57,80.06,22.81,24.11,2.58,200.5,72.03,,0.0,0.02,23-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
23-Jan-2019 - 00:00,0.25,7.08,1.7,5.73,21.68,0.0,240.86,66.08,23.52,25.31,2.63,196.91,63.31,,0.0,0.02,24-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
24-Jan-2019 - 00:00,0.14,7.59,1.57,3.56,20.37,0.0,201.39,67.98,29.16,29.6,2.59,191.49,73.84,,1.02,1.03,25-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
25-Jan-2019 - 00:00,,7.07,1.25,3.09,15.97,0.0,186.51,47.54,23.33,25.02,2.62,200.97,67.49,,0.0,0.01,26-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
26-Jan-2019 - 00:00,,7.08,1.61,5.67,13.9,0.0,218.94,59.0,23.4,25.15,2.61,175.09,72.62,,0.0,0.01,27-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
27-Jan-2019 - 00:00,,7.09,2.03,2.75,16.53,0.0,209.97,56.16,23.69,25.65,2.63,120.95,79.78,,0.0,0.02,28-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
28-Jan-2019 - 00:00,,7.11,1.94,2.8,16.28,0.0,240.19,56.1,23.66,25.7,2.54,137.92,77.89,,0.0,0.02,29-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
29-Jan-2019 - 00:00,,7.22,1.97,5.34,15.48,0.0,239.93,54.17,24.83,27.79,2.42,141.38,68.1,,0.0,0.02,30-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
30-Jan-2019 - 00:00,,7.14,2.56,9.51,23.79,0.0,326.57,76.8,24.08,26.37,2.86,149.55,54.34,,0.0,0.02,31-Jan-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
31-Jan-2019 - 00:00,,7.27,3.01,10.37,27.73,0.0,348.42,92.44,25.29,28.57,2.91,149.82,58.74,,0.0,0.02,01-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
01-Feb-2019 - 00:00,,8.19,3.06,9.13,27.47,0.0,384.9,106.29,24.84,34.33,2.79,130.47,62.95,,1.82,1.84,02-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
02-Feb-2019 - 00:00,,7.24,3.21,10.47,28.62,0.0,420.71,98.5,24.94,27.97,2.61,138.48,59.63,,0.0,0.02,03-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
03-Feb-2019 - 00:00,,7.36,3.19,9.23,30.34,0.0,426.49,100.19,26.14,30.16,2.73,133.34,59.29,,0.0,0.02,04-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
04-Feb-2019 - 00:00,,7.42,2.93,10.15,24.33,0.0,398.42,84.45,26.83,31.41,2.78,130.61,55.12,,0.0,0.02,05-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
05-Feb-2019 - 00:00,,7.48,3.32,9.66,27.93,0.0,475.0,94.64,27.36,32.33,3.13,122.36,58.49,,0.0,0.03,06-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
06-Feb-2019 - 00:00,4.63,7.43,2.79,8.91,19.43,0.0,434.87,88.83,27.07,31.85,2.99,137.09,55.99,,0.0,0.02,07-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
07-Feb-2019 - 00:00,,7.37,2.54,6.41,17.06,0.0,357.73,81.43,26.19,30.21,2.94,191.22,56.15,,0.0,0.02,08-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
08-Feb-2019 - 00:00,,7.32,1.87,4.53,10.28,0.0,295.85,60.01,25.68,29.23,2.64,196.0,51.12,,0.0,0.01,09-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
09-Feb-2019 - 00:00,,7.52,1.98,5.04,10.09,0.0,253.37,50.79,27.77,33.06,2.57,171.9,61.14,,0.0,0.01,10-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
10-Feb-2019 - 00:00,,7.56,2.39,8.17,14.19,0.0,319.25,61.2,28.12,33.71,2.61,168.57,56.22,,0.0,0.01,11-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
11-Feb-2019 - 00:00,,7.62,2.27,9.63,11.37,0.0,346.05,68.81,28.71,34.75,2.61,182.43,58.13,,0.0,0.01,12-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
12-Feb-2019 - 00:00,,7.67,2.82,8.57,15.58,0.0,398.27,82.95,29.18,35.68,2.8,170.42,60.22,,0.0,0.02,13-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
13-Feb-2019 - 00:00,,7.32,3.37,10.24,30.59,0.0,516.47,109.59,25.66,29.19,2.7,154.32,62.18,,0.0,0.02,14-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
14-Feb-2019 - 00:00,,7.48,3.64,14.12,25.19,0.0,530.7,119.19,27.2,32.08,2.81,163.49,60.78,,0.0,0.02,15-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
15-Feb-2019 - 00:00,,7.66,2.49,7.49,16.04,0.0,338.07,68.33,29.16,35.58,2.83,196.35,57.47,,0.0,0.01,16-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
16-Feb-2019 - 00:00,,10.38,2.95,6.27,15.29,0.04,308.11,77.75,40.81,51.83,2.53,173.2,74.9,,3.17,3.19,17-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
17-Feb-2019 - 00:00,,21.69,3.29,5.19,13.13,0.38,233.69,59.61,44.87,48.74,2.61,135.72,75.96,,9.79,9.8,18-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
18-Feb-2019 - 00:00,,7.71,3.02,8.55,10.0,0.0,327.74,73.83,29.81,36.85,2.87,141.4,62.63,,0.0,0.01,19-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
19-Feb-2019 - 00:00,,7.75,3.35,8.53,12.97,0.0,425.68,88.17,30.12,37.37,2.95,151.46,61.4,,0.0,0.02,20-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
20-Feb-2019 - 00:00,,7.78,3.8,12.43,15.43,0.0,426.07,94.74,30.35,37.77,3.02,140.23,60.72,,0.0,0.02,21-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
21-Feb-2019 - 00:00,,7.27,3.24,7.01,13.23,0.0,418.76,82.92,25.22,28.42,3.04,169.1,65.79,,0.0,0.02,22-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
22-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,23-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
23-Feb-2019 - 00:00,,7.68,3.5,4.85,4.92,0.0,652.06,79.02,29.24,35.69,2.87,146.02,59.91,,0.0,0.03,24-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
24-Feb-2019 - 00:00,,7.52,2.89,8.2,6.63,0.0,352.02,68.91,27.61,32.76,2.72,205.24,59.05,,0.0,0.01,25-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
25-Feb-2019 - 00:00,,8.76,2.38,5.43,3.01,0.0,183.43,38.78,32.76,40.95,2.55,216.35,72.55,,1.16,1.17,26-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
26-Feb-2019 - 00:00,,7.47,2.17,2.48,1.05,0.0,106.58,26.68,27.06,31.75,3.24,230.65,73.52,,0.0,0.01,27-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
27-Feb-2019 - 00:00,,7.55,2.11,2.21,0.69,0.0,124.91,23.51,27.87,33.23,2.96,221.93,73.38,,0.0,0.01,28-Feb-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
28-Feb-2019 - 00:00,,7.74,2.43,5.63,0.78,0.0,171.31,30.23,29.81,36.78,2.64,189.34,65.65,,0.0,0.01,01-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
01-Mar-2019 - 00:00,,7.64,2.27,4.02,28.23,0.0,157.22,29.21,28.88,35.1,2.33,238.41,62.17,,0.0,0.0,02-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
02-Mar-2019 - 00:00,,7.49,2.35,3.59,29.89,0.0,202.57,37.76,27.5,32.54,2.6,215.51,65.26,,0.61,0.61,03-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
03-Mar-2019 - 00:00,,7.57,2.89,7.19,30.65,0.0,287.22,59.7,28.27,33.94,2.73,193.32,63.99,,0.0,0.01,04-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
04-Mar-2019 - 00:00,,7.49,2.75,5.95,29.01,0.0,176.49,31.01,27.3,32.23,2.42,205.76,71.22,,0.0,0.01,05-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
05-Mar-2019 - 00:00,,8.45,2.43,4.27,27.35,0.0,138.82,28.14,32.21,40.17,2.69,210.43,74.36,,1.21,1.22,06-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
06-Mar-2019 - 00:00,,7.7,2.68,7.15,27.06,0.0,240.51,45.91,29.42,36.07,2.43,230.48,64.0,,0.0,0.0,07-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
07-Mar-2019 - 00:00,,9.4,3.17,6.91,29.61,0.0,391.98,69.12,35.54,43.12,2.57,179.32,59.86,,2.03,2.04,08-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
08-Mar-2019 - 00:00,,7.93,3.38,9.06,30.29,0.0,375.27,63.46,31.7,40.22,2.89,161.0,59.06,,0.0,0.01,09-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
09-Mar-2019 - 00:00,,7.5,2.99,6.17,30.08,0.0,320.68,60.65,27.58,32.7,2.43,211.27,64.41,,0.0,0.01,10-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
10-Mar-2019 - 00:00,,7.45,2.6,7.79,27.19,0.0,,,26.92,31.54,2.7,210.73,67.35,,0.0,0.01,11-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
11-Mar-2019 - 00:00,,7.32,3.2,11.96,29.23,0.0,,,25.64,29.16,2.54,199.94,66.91,,0.0,0.01,12-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
12-Mar-2019 - 00:00,,7.4,2.68,4.28,28.75,0.0,,18.06,26.54,30.79,2.47,207.16,67.53,,0.0,0.01,13-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
13-Mar-2019 - 00:00,10.79,7.27,3.09,12.54,28.43,0.0,410.13,66.39,25.57,27.59,2.48,165.89,66.72,,0.0,0.01,14-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
14-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,15-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
15-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,16-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
16-Mar-2019 - 00:00,6.64,7.76,3.05,8.69,27.86,0.0,155.29,61.5,34.03,27.39,2.74,209.82,62.22,,0.0,0.01,17-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
17-Mar-2019 - 00:00,5.97,8.75,3.12,7.77,29.48,0.0,,,43.85,34.45,2.54,193.78,65.46,,1.18,1.18,18-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
18-Mar-2019 - 00:00,5.75,7.86,3.2,5.01,29.43,0.0,,31.22,35.1,29.35,2.64,183.21,70.28,,0.0,0.01,19-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
19-Mar-2019 - 00:00,6.43,8.16,4.11,8.4,32.34,0.0,120.78,76.24,38.82,30.0,2.49,163.61,69.0,,0.7,0.71,20-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
20-Mar-2019 - 00:00,8.01,7.52,1.98,16.1,33.61,0.0,170.46,40.04,32.09,24.07,2.78,196.18,68.52,,0.0,0.01,21-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
21-Mar-2019 - 00:00,8.02,7.53,1.02,5.7,30.19,0.0,146.94,34.0,32.04,24.02,2.61,155.56,62.51,,0.0,0.01,22-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
22-Mar-2019 - 00:00,6.93,7.66,0.94,7.87,28.83,0.0,179.97,42.52,33.36,26.43,2.78,170.97,65.82,,0.0,0.01,23-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
23-Mar-2019 - 00:00,8.16,7.51,1.22,8.75,29.24,0.0,215.72,46.67,31.81,23.65,2.71,158.97,54.57,,0.01,0.01,24-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
24-Mar-2019 - 00:00,8.07,7.51,1.29,7.11,30.6,0.0,315.68,59.3,31.96,23.89,2.63,140.37,47.25,,0.01,0.01,25-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
25-Mar-2019 - 00:00,7.33,7.6,1.87,11.69,32.62,0.0,395.1,85.55,32.88,25.55,2.59,140.17,48.58,,0.01,0.01,26-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
26-Mar-2019 - 00:00,7.34,7.6,0.92,8.42,30.05,0.0,237.66,51.86,32.86,25.52,2.74,198.1,51.22,,0.0,0.01,27-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
27-Mar-2019 - 00:00,7.68,7.57,0.62,6.92,26.98,0.0,144.38,27.07,32.46,24.78,2.57,221.16,57.86,,0.0,0.0,28-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
28-Mar-2019 - 00:00,7.44,7.58,0.72,7.89,27.76,0.0,170.46,34.72,32.77,25.33,3.05,205.37,64.13,,0.0,0.0,29-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
29-Mar-2019 - 00:00,7.1,7.61,0.96,10.02,27.3,0.0,218.36,45.67,33.15,26.05,3.29,194.08,62.47,,0.0,0.0,30-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
30-Mar-2019 - 00:00,6.56,7.69,1.38,11.96,28.82,0.0,276.48,96.22,33.8,27.24,3.33,178.04,53.78,,0.01,0.0,31-Mar-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
31-Mar-2019 - 00:00,6.65,7.69,0.96,16.01,28.1,0.0,224.8,57.04,33.75,27.1,3.28,217.98,58.7,,0.01,0.0,01-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
01-Apr-2019 - 00:00,6.4,7.71,0.99,7.14,27.45,0.0,178.47,46.69,34.07,27.67,2.79,208.27,55.99,,0.0,0.0,02-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
02-Apr-2019 - 00:00,12.11,6.91,1.27,9.06,27.52,0.0,198.95,50.6,26.41,20.56,2.74,187.13,60.35,,0.01,0.0,03-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
03-Apr-2019 - 00:00,16.38,6.36,1.19,6.37,27.31,0.0,173.71,43.35,20.91,13.28,3.32,199.72,61.79,,0.0,0.0,04-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
04-Apr-2019 - 00:00,16.09,6.38,0.95,3.72,26.17,0.0,131.83,28.5,21.28,15.12,2.69,226.95,68.45,,0.0,0.0,05-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
05-Apr-2019 - 00:00,15.99,6.4,1.24,6.42,25.91,0.0,242.52,58.5,21.39,13.06,2.99,188.67,55.9,,0.0,0.0,06-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
06-Apr-2019 - 00:00,15.12,6.5,0.9,5.48,24.87,0.0,134.51,28.16,22.43,17.13,2.85,213.31,61.57,,0.0,0.0,07-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
07-Apr-2019 - 00:00,15.01,6.53,0.74,5.55,23.92,0.0,97.44,20.66,22.65,15.52,2.79,207.07,59.89,,0.0,0.0,08-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
08-Apr-2019 - 00:00,15.83,6.42,0.83,4.64,23.36,0.0,92.63,18.6,21.58,15.86,2.96,214.17,68.66,,0.0,0.0,09-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
09-Apr-2019 - 00:00,16.09,6.94,1.44,6.16,26.12,0.0,209.92,49.84,22.42,28.14,2.8,185.17,57.51,,0.75,0.75,10-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
10-Apr-2019 - 00:00,15.94,6.4,1.54,4.41,27.47,0.0,121.34,57.33,21.37,15.47,2.64,204.22,58.07,,0.01,0.0,11-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
11-Apr-2019 - 00:00,15.68,6.42,1.39,8.7,25.07,0.0,161.83,46.62,21.69,14.53,2.77,192.03,58.1,,0.0,0.0,12-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
12-Apr-2019 - 00:00,15.26,6.47,1.7,9.88,25.18,0.0,223.94,53.25,22.2,14.62,2.88,179.49,48.32,,0.01,0.0,13-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
13-Apr-2019 - 00:00,14.97,10.88,1.27,10.48,25.06,0.0,142.59,35.04,41.95,46.33,3.39,190.06,54.04,,4.87,4.87,14-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
14-Apr-2019 - 00:00,15.36,12.1,1.36,4.19,24.33,0.0,112.23,30.56,27.47,48.03,2.75,204.74,67.49,,3.27,3.26,15-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
15-Apr-2019 - 00:00,15.3,6.45,1.58,11.14,24.13,0.0,222.52,52.59,22.13,13.83,2.95,176.09,51.71,,0.0,0.01,16-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
16-Apr-2019 - 00:00,16.6,6.86,1.73,14.79,25.04,0.0,249.95,63.17,26.03,18.01,2.93,160.53,42.62,,0.9,0.91,17-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
17-Apr-2019 - 00:00,15.55,6.43,1.54,10.9,25.59,0.0,266.16,56.68,21.82,12.16,2.92,206.16,48.02,,0.0,0.01,18-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
18-Apr-2019 - 00:00,9.48,7.35,1.25,8.89,36.04,0.0,143.53,35.69,30.43,23.17,2.91,200.95,60.62,,0.0,0.01,19-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
19-Apr-2019 - 00:00,17.59,7.21,1.66,3.36,38.65,0.0,146.32,45.93,29.81,29.25,3.15,187.81,68.62,,0.85,0.86,20-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
20-Apr-2019 - 00:00,18.53,6.05,1.64,6.7,26.9,0.0,134.83,44.11,18.09,3.9,2.97,185.87,60.42,,0.0,0.01,21-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
21-Apr-2019 - 00:00,18.11,9.05,1.27,4.71,27.0,0.0,112.71,27.25,31.55,31.72,3.25,217.86,72.4,,5.06,5.06,22-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
22-Apr-2019 - 00:00,18.2,6.1,1.72,9.46,25.41,1.6,137.72,46.47,18.53,4.27,2.65,185.23,64.37,,0.0,0.0,23-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
23-Apr-2019 - 00:00,18.25,6.09,1.38,13.91,24.36,0.0,134.22,45.15,18.53,4.3,3.15,178.6,57.96,,28.77,28.77,24-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
24-Apr-2019 - 00:00,18.26,6.08,1.15,5.97,23.56,0.0,87.41,20.85,18.51,4.6,3.01,207.82,60.19,,65.53,65.53,25-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
25-Apr-2019 - 00:00,17.7,6.15,1.2,11.64,22.86,0.0,105.94,28.54,19.09,4.91,2.23,208.88,63.21,,65.53,65.53,26-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
27-Apr-2019 - 00:00,,20.51,1.96,11.64,29.56,0.0,161.68,34.69,173.45,273.39,2.45,269.69,20.7,,65.53,65.53,28-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
28-Apr-2019 - 00:00,18.11,6.19,1.7,3.33,22.68,0.0,284.48,48.9,21.67,19.6,2.01,208.8,68.16,,5.72,5.72,29-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
29-Apr-2019 - 00:00,15.79,6.43,1.38,9.12,21.76,0.0,152.36,16.01,21.66,8.84,2.16,212.8,59.16,,0.0,0.0,30-Apr-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
30-Apr-2019 - 00:00,16.24,6.37,1.21,5.28,21.31,0.0,90.98,13.36,21.1,6.45,2.37,211.72,56.75,,0.0,0.0,01-May-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
01-May-2019 - 00:00,16.19,10.75,1.24,3.2,22.19,0.0,70.96,19.29,38.89,21.68,2.26,192.04,67.87,,29.96,29.96,02-May-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
02-May-2019 - 00:00,13.14,6.82,1.21,2.1,21.31,0.0,68.17,15.23,25.19,13.72,2.06,222.49,75.74,,65.45,65.45,03-May-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
03-May-2019 - 00:00,12.52,13.74,1.97,4.43,26.95,0.0,96.17,27.75,55.86,40.26,2.01,157.29,87.67,,65.53,65.53,04-May-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
04-May-2019 - 00:00,13.39,6.76,1.81,3.21,24.93,0.0,100.74,35.82,24.86,14.33,2.2,183.04,65.24,,65.53,65.53,05-May-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
05-May-2019 - 00:00,14.85,6.57,1.58,4.95,23.51,0.0,165.19,36.89,22.97,8.17,2.17,212.54,74.17,,65.53,65.53,06-May-2019 - 00:00,"Talcher Coalfields,Talcher - OSPCB"
