from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
07-Jul-2019 - 00:00,19.48,82.53,3.84,119.94,116.1,2.17,24.8,0.23,6.59,8.91,17.43,10.66,27.7,89.52,999.49,165.31,2.09,242.36,08-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
08-Jul-2019 - 00:00,11.4,43.54,3.97,109.69,105.73,8.74,24.3,0.25,5.48,9.87,16.82,10.09,25.78,96.57,,27.64,3.56,229.66,09-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
09-Jul-2019 - 00:00,23.24,61.68,5.4,95.08,89.68,7.7,25.08,0.26,5.07,4.52,12.9,7.69,27.22,91.07,,258.37,1.72,230.84,10-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
10-Jul-2019 - 00:00,13.27,36.06,10.95,109.88,98.92,8.07,17.71,0.2,5.07,3.88,11.72,7.63,25.3,96.2,,102.24,1.76,231.61,11-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
11-Jul-2019 - 00:00,21.07,85.64,3.39,115.16,111.77,3.14,11.39,0.24,5.98,3.68,12.24,7.64,27.11,91.6,,220.12,1.71,239.39,12-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
12-Jul-2019 - 00:00,15.84,72.47,5.67,102.82,97.15,9.13,10.75,0.22,5.15,4.02,12.55,8.04,27.25,89.74,,303.7,1.52,219.56,13-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
13-Jul-2019 - 00:00,16.4,73.96,4.19,124.33,120.14,5.31,11.22,0.27,5.59,4.03,15.07,9.14,26.7,92.62,,164.88,1.39,245.11,14-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
14-Jul-2019 - 00:00,14.81,80.05,4.5,150.68,146.4,2.92,12.54,0.31,5.52,4.17,18.22,10.3,27.91,86.09,,289.25,1.74,252.35,15-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
15-Jul-2019 - 00:00,18.21,106.43,6.95,118.5,111.56,5.47,11.55,0.26,5.69,3.22,14.63,8.49,28.41,84.03,,298.53,1.5,242.45,16-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
16-Jul-2019 - 00:00,22.45,95.96,5.0,118.74,113.74,3.55,11.42,0.18,5.44,3.16,12.77,8.2,27.53,87.97,,252.73,1.42,247.79,17-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
17-Jul-2019 - 00:00,25.62,125.42,9.03,122.35,113.52,5.22,11.13,0.25,5.09,5.72,13.02,7.71,28.33,82.73,,352.74,1.35,212.97,18-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
18-Jul-2019 - 00:00,22.79,117.12,9.5,114.62,105.13,5.13,11.1,0.22,5.18,3.59,13.34,8.14,28.62,80.59,,383.71,1.24,244.39,19-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
19-Jul-2019 - 00:00,23.96,142.44,17.26,108.85,91.59,7.9,10.66,0.16,5.04,3.56,11.27,8.38,29.03,78.37,,364.27,1.36,208.11,20-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
20-Jul-2019 - 00:00,22.91,88.09,13.92,97.75,83.83,7.82,11.1,0.29,5.49,5.19,15.23,12.32,27.76,84.84,999.62,332.12,1.48,165.23,21-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
21-Jul-2019 - 00:00,23.19,76.75,14.46,109.86,95.47,5.65,11.57,0.45,5.62,5.13,17.29,11.99,28.38,82.7,998.17,330.79,1.22,182.31,22-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
22-Jul-2019 - 00:00,8.84,47.85,11.76,90.71,78.95,8.02,10.86,0.27,5.77,4.6,13.24,8.5,28.32,82.98,997.44,395.75,1.51,177.01,23-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
23-Jul-2019 - 00:00,10.72,55.25,7.48,88.96,81.53,6.9,10.95,0.25,6.07,4.08,14.9,11.68,27.89,85.27,998.07,333.35,1.69,191.34,24-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
24-Jul-2019 - 00:00,13.03,40.38,5.69,110.8,105.12,4.26,11.71,0.27,6.08,3.49,15.26,11.61,24.93,98.09,,46.01,1.76,216.92,25-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
25-Jul-2019 - 00:00,23.3,68.99,5.66,121.96,116.3,3.27,12.16,0.35,6.08,3.93,15.58,9.08,25.51,97.04,,98.32,1.42,236.51,26-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
26-Jul-2019 - 00:00,16.44,60.93,7.17,104.34,97.18,6.59,11.24,0.24,5.14,2.7,12.92,7.03,25.61,95.94,,211.51,1.86,242.7,27-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
27-Jul-2019 - 00:00,12.88,44.08,11.03,75.98,64.95,7.06,9.63,0.11,4.1,1.96,9.51,4.63,25.52,95.31,,94.86,2.31,256.39,28-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
28-Jul-2019 - 00:00,20.46,78.61,11.06,87.61,76.55,5.01,10.11,0.11,4.54,2.68,9.61,5.32,27.1,87.57,,197.87,2.36,261.62,29-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
29-Jul-2019 - 00:00,16.28,66.06,12.34,99.17,86.83,5.18,10.6,0.13,4.71,1.95,8.49,4.87,26.24,91.0,,69.88,2.43,269.07,30-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
30-Jul-2019 - 00:00,12.97,48.23,23.8,136.05,112.25,3.7,11.07,0.2,7.51,2.02,9.67,5.46,24.34,98.22,,37.47,2.15,253.59,31-Jul-2019 - 00:00,"Kurla, Mumbai - MPCB"
31-Jul-2019 - 00:00,15.46,60.56,30.95,146.19,115.24,4.73,11.54,0.22,4.65,2.27,11.18,6.0,26.07,91.78,,88.05,1.9,258.39,01-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
01-Aug-2019 - 00:00,14.82,58.64,29.83,129.61,99.89,5.15,10.79,0.22,4.66,2.59,8.33,4.46,26.88,88.76,,260.22,2.24,255.54,02-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
02-Aug-2019 - 00:00,7.89,35.32,24.48,111.25,86.77,14.17,10.35,0.15,4.68,1.78,8.43,4.63,24.55,97.6,,83.33,2.54,247.76,03-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
03-Aug-2019 - 00:00,5.43,26.05,20.48,93.78,73.3,12.2,10.99,0.07,3.63,1.64,7.39,4.03,24.2,99.28,,63.19,2.57,238.24,04-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
04-Aug-2019 - 00:00,6.6,45.74,16.96,81.17,64.2,12.74,10.56,0.12,4.6,1.1,5.94,3.38,24.77,98.8,,60.81,2.78,261.16,05-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
05-Aug-2019 - 00:00,13.14,59.07,22.28,104.38,82.11,10.16,11.37,0.21,3.8,1.99,6.98,3.98,26.24,92.04,,150.45,2.6,261.1,06-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
06-Aug-2019 - 00:00,15.21,75.49,19.47,129.41,109.94,10.4,11.85,0.15,3.31,2.13,8.83,4.67,26.12,91.71,999.67,139.1,2.15,260.74,07-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
07-Aug-2019 - 00:00,15.17,101.09,10.45,101.85,91.4,17.28,11.65,0.11,3.21,2.16,8.04,3.86,26.3,91.0,998.83,140.68,2.27,260.98,08-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
08-Aug-2019 - 00:00,19.08,106.66,10.57,103.48,92.92,17.92,11.57,0.11,4.32,1.81,8.44,4.45,26.7,89.54,998.04,107.35,2.2,257.66,09-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
09-Aug-2019 - 00:00,20.08,102.85,11.89,97.86,85.97,18.44,11.45,0.1,4.91,1.91,9.08,5.47,26.33,91.45,998.14,92.87,2.29,253.19,10-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
10-Aug-2019 - 00:00,21.73,106.38,11.51,97.85,86.41,17.15,11.59,0.11,4.03,2.63,12.46,6.41,26.91,88.18,999.5,222.27,2.36,248.83,11-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
11-Aug-2019 - 00:00,22.47,109.8,10.24,108.0,97.76,15.46,11.68,0.16,3.79,3.13,14.32,8.36,26.81,88.0,,307.1,1.84,247.2,12-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
12-Aug-2019 - 00:00,16.35,100.93,10.95,107.89,96.94,15.84,11.79,0.22,4.01,3.34,15.25,7.33,27.11,86.97,,328.38,1.66,256.58,13-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
13-Aug-2019 - 00:00,18.88,104.41,10.96,119.96,109.01,15.4,12.24,0.24,4.25,3.61,16.34,8.67,26.91,88.3,,281.94,1.44,258.42,14-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
14-Aug-2019 - 00:00,21.49,109.72,14.38,124.58,110.21,11.65,12.73,0.27,7.11,3.54,16.58,8.9,26.83,88.68,,222.95,1.34,258.85,15-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
15-Aug-2019 - 00:00,13.8,86.33,9.8,109.47,99.67,5.87,16.08,0.15,5.98,2.52,13.06,6.78,26.61,89.06,,269.32,1.77,262.43,16-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
16-Aug-2019 - 00:00,13.97,105.61,10.86,100.72,89.85,6.08,13.91,0.17,6.01,2.91,13.95,7.03,26.82,88.06,,342.4,1.72,250.02,17-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
17-Aug-2019 - 00:00,25.21,156.14,13.73,104.95,91.23,6.75,11.43,0.28,5.99,3.87,16.64,8.91,27.61,81.94,,405.84,1.52,239.54,18-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
18-Aug-2019 - 00:00,15.62,102.53,13.33,115.03,101.7,6.65,11.92,0.31,6.15,4.37,19.06,9.67,27.38,82.43,,385.33,1.39,243.0,19-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
19-Aug-2019 - 00:00,15.28,119.01,12.74,97.44,84.71,6.99,11.63,0.31,6.14,4.43,18.98,10.5,27.48,81.87,,290.12,1.3,248.47,20-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
20-Aug-2019 - 00:00,18.81,142.6,15.0,77.11,62.11,8.45,10.96,0.14,6.18,2.63,11.43,6.38,28.0,77.93,,473.56,1.54,263.83,21-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
21-Aug-2019 - 00:00,16.11,114.49,14.08,70.36,56.28,7.92,10.84,0.18,6.21,2.73,9.78,6.03,27.24,83.43,,308.64,1.9,262.26,22-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
22-Aug-2019 - 00:00,13.71,100.36,14.45,77.77,63.32,7.88,11.01,0.23,6.14,3.36,12.44,6.94,27.53,80.89,,402.42,1.64,264.3,23-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
23-Aug-2019 - 00:00,17.68,102.13,15.61,76.77,61.16,10.78,10.95,0.29,6.11,4.8,13.2,6.74,27.8,79.98,,405.34,1.56,220.58,24-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
24-Aug-2019 - 00:00,22.52,96.9,14.31,95.29,80.98,9.47,11.69,0.33,6.35,3.76,15.75,8.17,27.59,80.06,,353.07,1.37,254.59,25-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
25-Aug-2019 - 00:00,17.84,83.58,14.87,107.82,92.95,9.27,12.28,0.45,6.35,6.6,20.8,11.48,26.23,85.37,,219.4,1.14,205.66,26-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
26-Aug-2019 - 00:00,17.93,87.84,15.8,88.71,72.91,9.45,11.7,0.42,6.32,6.81,18.69,11.49,27.13,80.61,,393.5,1.5,190.11,27-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
27-Aug-2019 - 00:00,17.53,96.03,14.53,87.73,73.2,9.09,11.59,0.35,6.22,6.38,15.41,8.09,27.39,79.85,,430.99,1.41,202.79,28-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
28-Aug-2019 - 00:00,18.31,73.85,14.38,67.67,53.29,10.24,11.16,0.28,6.21,7.44,12.01,7.15,27.18,82.98,,405.03,1.49,175.52,29-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
29-Aug-2019 - 00:00,17.51,73.59,12.66,78.13,65.47,10.22,11.41,0.33,6.28,5.94,14.16,8.96,27.66,83.36,,450.42,1.41,180.82,30-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
30-Aug-2019 - 00:00,15.41,62.86,12.51,90.07,77.56,11.25,11.79,0.31,6.32,4.81,14.58,9.27,26.32,91.42,,298.77,1.58,203.81,31-Aug-2019 - 00:00,"Kurla, Mumbai - MPCB"
31-Aug-2019 - 00:00,17.52,66.79,14.39,116.7,102.33,10.37,12.73,0.44,6.79,4.52,19.76,10.01,25.84,93.16,,102.46,1.32,244.92,01-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
01-Sep-2019 - 00:00,16.55,61.79,12.85,124.42,111.57,8.75,12.98,0.43,6.5,5.06,20.78,10.55,24.99,94.25,,119.07,1.39,236.89,02-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
02-Sep-2019 - 00:00,16.2,58.23,10.73,99.47,88.74,8.23,12.3,0.54,6.15,6.64,20.75,10.81,26.11,91.1,,254.66,1.12,181.09,03-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
03-Sep-2019 - 00:00,8.94,32.71,12.0,91.24,79.24,9.17,11.87,0.33,6.38,3.86,15.95,8.75,24.56,97.25,,225.43,2.23,214.24,04-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
04-Sep-2019 - 00:00,7.56,22.45,10.8,60.54,49.74,6.82,11.9,0.23,6.21,2.71,13.89,8.6,23.63,99.7,,26.46,2.09,223.02,05-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
05-Sep-2019 - 00:00,5.63,21.71,10.59,43.59,32.99,8.59,11.93,0.28,6.37,3.2,15.41,9.13,24.88,97.43,999.84,171.44,1.54,254.97,06-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
06-Sep-2019 - 00:00,9.12,39.65,15.61,56.85,42.5,9.91,11.24,0.3,5.2,2.99,14.77,7.5,25.16,95.75,,161.64,1.54,239.91,07-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
07-Sep-2019 - 00:00,12.44,51.38,16.92,60.09,43.27,7.47,11.33,0.32,5.53,4.01,15.89,9.51,24.99,95.64,,145.07,1.93,190.78,08-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
08-Sep-2019 - 00:00,12.17,42.26,17.61,70.38,52.89,8.79,11.43,0.39,6.42,4.23,17.06,10.2,24.47,98.76,,161.06,2.08,218.89,09-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
09-Sep-2019 - 00:00,16.08,62.59,17.21,58.08,40.89,7.65,11.6,0.41,5.74,3.83,16.38,8.19,24.7,98.49,,75.7,1.61,244.64,10-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
10-Sep-2019 - 00:00,24.8,89.93,18.48,46.14,27.74,6.65,11.37,0.44,5.74,3.58,15.51,7.78,25.8,93.14,,191.78,1.37,248.4,11-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
11-Sep-2019 - 00:00,21.58,70.02,27.87,79.18,51.5,16.68,11.03,0.53,4.52,3.77,14.96,7.99,24.88,95.41,,179.41,1.26,208.37,12-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
12-Sep-2019 - 00:00,14.03,55.11,20.45,32.73,19.33,10.74,8.91,0.27,4.89,3.55,14.81,6.62,25.67,93.24,,161.89,1.43,250.17,13-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
13-Sep-2019 - 00:00,17.51,50.79,30.52,88.39,57.94,9.37,9.7,0.33,3.69,2.0,10.82,3.76,25.09,95.41,,189.35,1.54,239.97,14-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
14-Sep-2019 - 00:00,19.18,95.89,30.26,73.14,43.76,8.22,9.72,0.22,6.92,1.82,8.73,2.21,26.81,89.82,,326.53,1.94,261.96,15-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
15-Sep-2019 - 00:00,14.61,45.55,29.96,44.04,28.95,8.34,9.1,0.34,16.47,3.05,12.42,6.55,24.74,92.38,,178.54,1.65,188.89,16-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
16-Sep-2019 - 00:00,16.89,69.58,34.63,96.07,61.88,12.1,9.84,0.28,6.65,2.6,8.41,2.67,26.22,91.62,,213.25,2.18,258.12,17-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
17-Sep-2019 - 00:00,33.2,82.9,30.03,83.61,53.63,4.7,9.26,0.35,8.68,2.16,9.96,6.09,25.89,92.61,,133.47,1.75,219.74,18-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
18-Sep-2019 - 00:00,18.22,47.44,38.93,87.88,49.03,11.16,9.36,0.5,9.44,3.65,14.77,10.25,25.44,95.58,,210.98,2.6,181.69,19-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
19-Sep-2019 - 00:00,23.29,48.56,51.1,78.29,27.2,17.72,8.66,0.51,19.73,4.42,11.63,5.62,25.44,91.47,,290.02,1.32,149.77,20-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
20-Sep-2019 - 00:00,14.5,35.86,33.41,67.67,34.3,9.11,9.48,0.37,8.93,3.97,7.96,2.87,24.94,95.44,,167.52,1.66,161.56,21-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
21-Sep-2019 - 00:00,9.06,36.77,23.66,37.58,13.91,20.73,9.45,0.23,13.43,4.23,10.95,3.84,26.81,82.45,,397.38,2.26,152.39,22-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
22-Sep-2019 - 00:00,13.55,54.84,25.47,41.68,16.22,14.62,9.46,0.26,11.99,4.75,15.36,4.23,27.02,81.79,,397.59,1.94,163.65,23-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
23-Sep-2019 - 00:00,18.58,87.86,26.63,48.34,21.7,25.35,10.09,0.31,6.71,4.83,17.88,4.3,27.76,80.55,,435.39,1.41,190.21,24-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
24-Sep-2019 - 00:00,18.95,94.78,22.82,43.47,21.04,6.61,9.61,0.35,16.42,5.21,27.99,12.82,27.76,82.42,,311.46,1.58,212.23,25-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
25-Sep-2019 - 00:00,24.91,62.96,41.35,72.2,31.0,13.13,10.28,0.55,8.75,4.95,39.89,15.66,25.76,93.28,,155.79,1.13,176.7,26-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
26-Sep-2019 - 00:00,16.71,48.81,29.6,51.64,22.26,13.86,9.99,0.44,11.92,3.38,31.12,12.48,26.72,86.09,,376.14,1.33,158.67,27-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
27-Sep-2019 - 00:00,10.12,37.5,20.35,41.36,21.16,23.83,9.45,0.24,8.62,2.23,20.02,5.13,25.71,87.71,,348.51,1.78,183.1,28-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
28-Sep-2019 - 00:00,8.77,39.8,14.94,42.2,27.43,18.95,9.65,0.27,5.87,3.17,19.74,4.46,26.46,84.49,,340.42,1.54,165.49,29-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
29-Sep-2019 - 00:00,10.81,46.59,14.29,37.77,23.74,12.95,9.49,0.28,5.96,2.32,19.87,4.27,26.94,83.19,,384.2,1.61,165.57,30-Sep-2019 - 00:00,"Kurla, Mumbai - MPCB"
30-Sep-2019 - 00:00,13.11,67.27,18.92,69.09,50.55,21.35,10.37,0.4,1.9,3.2,33.75,12.98,26.69,87.06,,310.9,1.28,195.42,01-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
01-Oct-2019 - 00:00,17.49,115.75,15.47,67.81,53.5,7.22,10.64,0.4,3.31,2.18,34.57,10.08,27.52,81.25,,363.56,1.16,222.59,02-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
02-Oct-2019 - 00:00,23.59,101.31,22.54,60.37,38.05,12.13,10.35,0.36,6.83,1.75,32.95,11.88,27.52,80.52,,349.19,1.26,197.4,03-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
03-Oct-2019 - 00:00,19.53,65.37,26.49,49.37,22.98,11.71,9.51,0.41,9.49,1.82,35.29,15.21,26.95,85.4,,252.56,1.33,178.61,04-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
04-Oct-2019 - 00:00,30.31,89.4,34.34,60.0,25.71,11.15,10.13,0.52,11.88,2.25,39.68,18.17,27.53,81.84,,379.09,1.38,182.74,05-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
05-Oct-2019 - 00:00,35.62,94.77,39.25,58.6,19.42,16.36,9.93,0.53,21.07,2.58,37.37,13.9,27.18,78.1,,395.08,1.52,147.52,06-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
06-Oct-2019 - 00:00,39.14,107.24,48.16,74.85,26.67,15.17,11.27,0.58,34.61,2.9,41.83,19.55,27.7,75.53,,410.04,1.44,173.7,07-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
07-Oct-2019 - 00:00,51.51,125.95,42.79,52.79,10.02,18.94,9.56,0.47,38.83,2.46,33.92,14.3,28.61,75.11,,378.12,1.55,165.58,08-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
08-Oct-2019 - 00:00,66.71,136.71,41.81,52.34,10.54,21.16,9.31,0.54,35.0,3.02,39.01,14.08,28.62,77.27,,325.54,1.55,178.38,09-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
09-Oct-2019 - 00:00,25.92,104.87,52.67,68.27,15.74,24.55,9.76,0.42,26.56,1.8,25.49,7.2,27.38,76.96,,358.16,1.53,161.93,10-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
10-Oct-2019 - 00:00,36.54,114.59,65.88,83.92,18.11,20.86,10.41,0.61,35.29,3.33,38.07,14.37,27.79,76.08,,371.03,1.46,147.18,11-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
11-Oct-2019 - 00:00,49.59,107.6,65.87,80.19,14.34,22.57,10.29,0.49,39.0,3.24,27.05,10.56,27.52,76.53,,400.21,1.47,169.3,12-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
12-Oct-2019 - 00:00,48.03,152.45,62.73,84.45,21.72,23.13,11.48,0.61,67.87,7.43,53.34,26.54,28.61,71.26,,397.63,1.9,173.42,13-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
13-Oct-2019 - 00:00,43.62,134.96,53.82,75.03,21.24,21.09,12.65,0.64,35.43,11.9,42.96,24.04,28.65,71.72,,358.53,1.38,160.52,14-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
14-Oct-2019 - 00:00,50.29,158.91,51.07,63.46,12.39,21.55,12.22,0.64,36.76,12.34,41.54,23.06,29.66,69.73,,348.06,1.67,146.29,15-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
15-Oct-2019 - 00:00,51.11,132.98,48.52,66.44,17.92,16.85,14.19,0.57,50.61,11.59,42.53,25.59,30.22,54.7,,392.53,2.14,104.67,16-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
16-Oct-2019 - 00:00,45.1,132.41,50.38,59.45,9.05,15.55,15.28,0.53,51.94,9.72,33.67,16.92,29.87,53.8,,390.05,2.37,107.08,17-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
17-Oct-2019 - 00:00,58.4,181.27,52.86,61.75,8.9,12.66,15.01,0.54,61.29,9.34,29.29,16.28,29.6,58.94,,368.85,1.95,143.48,18-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
18-Oct-2019 - 00:00,64.7,150.29,59.27,71.52,12.3,25.69,12.61,0.69,21.25,13.08,47.38,25.71,27.11,72.13,,115.49,1.55,115.31,19-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
19-Oct-2019 - 00:00,27.03,51.81,35.5,55.29,19.78,17.62,11.81,0.55,9.15,8.46,42.23,25.78,24.37,88.92,,75.03,1.75,103.26,20-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
20-Oct-2019 - 00:00,13.63,42.24,33.11,47.43,14.32,17.02,12.37,0.58,14.92,2.62,37.5,20.65,24.03,89.44,,136.79,2.01,104.05,21-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
21-Oct-2019 - 00:00,20.89,55.55,29.79,39.1,9.31,14.6,12.21,0.43,24.28,2.31,37.01,17.17,26.43,79.62,,369.29,1.58,135.53,22-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
22-Oct-2019 - 00:00,28.18,98.26,41.42,54.55,13.14,15.61,12.04,0.32,19.27,2.68,28.22,15.26,25.8,85.79,,305.21,1.38,151.78,23-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
23-Oct-2019 - 00:00,21.23,76.12,33.28,68.79,35.64,18.94,11.63,0.55,4.06,4.23,43.33,21.36,25.45,86.02,,192.69,1.06,151.83,24-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
24-Oct-2019 - 00:00,35.35,95.56,35.41,62.47,27.06,16.17,13.05,0.62,10.51,2.98,47.08,28.59,25.79,85.83,,165.21,1.42,119.91,25-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
25-Oct-2019 - 00:00,20.78,46.24,27.14,35.96,8.82,15.04,11.78,0.41,13.6,2.41,23.81,12.4,25.95,81.87,999.9,169.18,2.57,79.49,26-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
26-Oct-2019 - 00:00,36.84,84.54,26.33,67.88,41.57,15.65,12.59,0.69,11.87,4.18,51.06,28.16,26.05,80.46,,122.77,1.98,117.82,27-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
27-Oct-2019 - 00:00,54.37,105.83,30.66,62.85,33.49,32.3,12.65,0.57,13.44,3.48,44.15,24.22,27.05,76.67,,335.0,1.52,143.59,28-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
28-Oct-2019 - 00:00,72.02,133.46,26.46,49.19,22.74,26.06,11.9,0.43,21.6,2.93,30.48,9.5,27.98,70.72,,347.7,1.26,170.11,29-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
29-Oct-2019 - 00:00,77.44,154.04,36.84,49.82,13.14,15.51,11.86,0.45,38.09,2.61,28.64,10.93,28.47,72.79,,346.04,1.5,153.93,30-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
30-Oct-2019 - 00:00,51.89,113.21,34.06,47.44,13.38,15.6,12.12,0.55,30.7,2.56,35.69,13.28,30.67,62.49,,418.92,1.97,100.38,31-Oct-2019 - 00:00,"Kurla, Mumbai - MPCB"
31-Oct-2019 - 00:00,24.0,73.8,31.71,39.93,8.22,14.75,12.8,0.36,22.32,2.27,29.31,15.7,28.75,65.4,,321.95,2.0,90.8,01-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
01-Nov-2019 - 00:00,16.88,67.97,28.31,43.57,15.26,13.84,13.03,0.27,19.06,2.18,23.57,12.58,27.87,73.78,,291.38,1.7,150.93,02-Nov-2019 - 00:00,"Kurla, Mumbai - MPCB"
