from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,RH,BP,SR,WS,WD,to date,station
01-Jul-2019 - 00:00,1.5,16.32,18.17,14.81,32.96,5.65,2.09,0.48,14.45,0.77,3.03,9.75,24.31,98.74,,46.15,7.22,187.83,02-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-Jul-2019 - 00:00,3.64,10.86,19.66,21.7,41.37,5.64,2.28,0.58,9.49,1.12,5.95,17.44,24.16,98.51,,115.56,8.69,161.44,03-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-Jul-2019 - 00:00,6.46,16.87,17.26,16.34,33.6,11.87,2.19,0.44,7.51,5.17,4.39,13.56,25.7,94.54,,168.66,0.55,154.44,04-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-Jul-2019 - 00:00,11.66,26.91,15.68,48.03,60.03,8.97,3.27,0.72,5.07,3.82,7.17,21.98,25.76,95.81,,91.92,0.6,169.13,05-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-Jul-2019 - 00:00,6.11,30.75,12.17,13.72,25.88,11.44,2.26,0.33,8.96,0.57,2.76,8.64,25.97,96.0,,88.32,0.92,169.96,06-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
06-Jul-2019 - 00:00,3.55,30.79,8.63,15.2,23.86,7.07,2.48,0.28,13.59,0.35,1.21,3.9,25.87,95.96,,76.61,4.48,171.17,07-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
07-Jul-2019 - 00:00,3.01,28.03,4.12,3.45,7.56,14.43,4.27,0.39,12.3,0.32,0.29,0.18,25.82,97.92,,,0.96,148.68,08-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
08-Jul-2019 - 00:00,2.55,31.25,9.66,13.7,22.79,12.34,8.57,0.44,8.58,0.47,1.51,5.21,25.82,97.54,,20.54,5.33,132.2,09-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
09-Jul-2019 - 00:00,5.56,31.93,8.04,6.96,14.94,7.33,2.92,0.4,10.47,0.37,0.88,3.54,27.35,90.48,,206.08,0.76,149.58,10-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
10-Jul-2019 - 00:00,0.74,17.27,10.19,11.84,21.92,5.22,2.16,0.41,10.67,0.49,1.79,5.58,25.21,95.82,,65.01,2.19,182.41,11-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
11-Jul-2019 - 00:00,2.47,31.14,9.02,8.51,17.53,6.85,1.92,0.38,7.73,0.41,1.13,3.64,27.03,92.08,,157.78,0.77,181.84,12-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
12-Jul-2019 - 00:00,9.61,39.71,10.83,27.58,38.38,4.62,2.26,0.44,6.69,2.6,4.96,7.86,27.63,88.68,,302.48,2.23,169.54,13-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
13-Jul-2019 - 00:00,10.05,37.08,10.16,26.81,36.75,6.31,2.32,0.43,5.53,0.92,1.52,5.44,26.46,92.7,,87.85,0.67,167.49,14-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
14-Jul-2019 - 00:00,2.21,25.6,9.03,15.45,24.44,5.74,2.06,0.34,8.03,0.39,0.76,2.25,27.65,87.48,,173.81,0.67,183.44,15-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
15-Jul-2019 - 00:00,5.9,47.27,9.1,13.02,22.03,5.79,2.09,0.35,7.48,0.49,1.16,2.96,28.23,85.31,,218.59,0.62,176.44,16-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
16-Jul-2019 - 00:00,5.2,33.91,9.35,12.06,21.38,5.38,2.06,0.35,6.39,0.55,1.0,3.53,27.34,88.03,,204.51,0.62,165.13,17-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
17-Jul-2019 - 00:00,2.18,38.21,9.52,12.32,21.37,7.31,11.64,0.33,7.03,0.45,0.76,2.48,28.33,83.31,,403.47,0.61,173.49,18-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
18-Jul-2019 - 00:00,8.35,45.48,10.79,11.09,21.88,6.53,16.58,0.32,9.04,0.56,0.75,2.91,28.42,82.01,,405.93,0.67,194.1,19-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
19-Jul-2019 - 00:00,14.24,56.38,14.92,13.7,28.63,7.5,16.65,0.33,8.03,1.17,2.13,5.41,28.7,79.83,,329.5,0.64,206.26,20-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
20-Jul-2019 - 00:00,12.09,35.48,21.12,22.99,44.11,5.83,17.48,0.52,8.73,1.55,5.19,12.7,27.23,87.3,,306.82,0.62,177.94,21-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
21-Jul-2019 - 00:00,16.34,34.1,21.95,20.13,42.07,9.52,17.89,0.53,13.97,1.79,5.81,12.93,27.83,85.19,999.88,286.04,0.7,208.3,22-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
22-Jul-2019 - 00:00,3.72,23.14,19.81,15.05,34.86,7.91,17.18,0.41,12.6,1.16,1.97,5.61,28.11,84.77,999.13,329.52,0.68,177.65,23-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
23-Jul-2019 - 00:00,0.59,16.86,19.5,15.32,34.83,7.5,17.17,0.37,12.27,2.22,1.97,6.19,28.11,84.04,999.72,305.04,0.72,178.67,24-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
24-Jul-2019 - 00:00,5.45,17.19,12.43,10.0,22.43,5.0,16.98,0.32,12.33,0.64,0.93,4.26,24.81,98.52,,24.94,6.3,159.07,25-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
25-Jul-2019 - 00:00,12.5,26.56,11.5,14.22,25.71,4.39,17.14,0.34,9.4,0.85,1.58,4.51,25.32,97.91,,63.9,0.76,172.04,26-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
26-Jul-2019 - 00:00,12.19,27.13,9.66,12.47,22.03,5.01,17.06,0.27,12.5,0.53,0.66,2.43,25.53,95.96,,111.19,3.32,177.88,27-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
27-Jul-2019 - 00:00,11.78,28.27,8.6,5.2,13.78,4.68,16.88,0.25,16.15,0.35,0.64,2.42,25.16,97.22,,64.63,2.36,179.72,28-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
28-Jul-2019 - 00:00,12.01,33.42,8.03,3.57,11.61,4.68,16.89,0.24,16.44,0.4,0.49,1.95,26.52,91.45,,136.13,0.84,191.64,29-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
29-Jul-2019 - 00:00,11.91,29.93,10.65,8.6,19.25,5.1,17.01,0.27,12.24,0.59,0.58,2.91,25.94,91.82,,50.26,0.86,198.3,30-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
30-Jul-2019 - 00:00,9.4,19.13,10.39,12.69,23.08,4.84,17.1,0.25,12.13,0.39,0.96,3.33,24.37,97.44,,29.51,4.07,174.04,31-Jul-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
31-Jul-2019 - 00:00,6.65,19.0,8.61,7.39,15.99,4.8,17.02,0.24,10.27,0.41,0.95,3.19,25.65,93.59,,56.75,0.78,154.98,01-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
01-Aug-2019 - 00:00,8.63,23.14,7.87,8.5,16.37,4.72,17.14,0.24,10.53,0.38,0.57,2.57,26.47,90.5,,178.08,1.78,154.12,02-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-Aug-2019 - 00:00,6.34,21.77,7.7,8.02,15.72,4.48,17.24,0.22,11.7,0.3,4.0,5.03,24.54,96.94,,47.89,1.15,155.6,03-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-Aug-2019 - 00:00,5.54,15.03,5.69,2.92,8.58,3.64,17.07,0.21,14.76,0.29,0.33,1.33,24.16,99.31,,33.24,5.66,161.97,04-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-Aug-2019 - 00:00,7.77,17.97,5.48,2.82,8.29,3.01,17.0,0.21,13.22,0.32,0.38,1.43,24.5,99.74,,34.3,4.6,170.87,05-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-Aug-2019 - 00:00,9.2,23.52,5.98,5.6,11.58,5.01,17.11,0.21,9.32,0.37,0.89,3.31,25.75,94.62,,93.56,0.94,176.64,06-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
06-Aug-2019 - 00:00,8.93,22.77,7.65,12.91,20.55,4.78,17.3,0.22,6.87,0.38,1.49,6.96,25.79,93.47,,88.88,0.74,156.22,07-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
07-Aug-2019 - 00:00,12.53,30.94,7.98,17.26,25.21,4.38,17.38,0.22,7.97,0.3,0.34,2.9,26.23,91.88,,90.16,0.84,160.87,08-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
08-Aug-2019 - 00:00,16.6,45.04,9.17,8.88,18.04,4.06,17.3,0.23,10.04,0.39,0.77,3.55,26.55,90.93,,64.62,0.76,149.82,09-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
09-Aug-2019 - 00:00,23.91,49.98,10.15,23.13,33.27,4.35,17.63,0.26,10.43,0.38,0.93,3.41,26.45,90.94,,57.89,0.84,135.4,10-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
10-Aug-2019 - 00:00,24.74,49.45,8.58,21.62,30.21,4.96,17.45,0.25,10.47,0.38,0.82,3.16,27.12,87.14,,167.16,0.92,133.34,11-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
11-Aug-2019 - 00:00,18.5,44.56,11.79,21.33,33.05,4.11,17.58,0.25,9.3,0.36,0.44,2.47,26.94,87.9,,187.94,0.76,138.67,12-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
12-Aug-2019 - 00:00,11.45,36.75,9.4,10.5,19.87,3.5,10.21,0.31,12.89,0.38,0.46,2.72,27.39,86.4,,272.91,0.67,160.16,13-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
13-Aug-2019 - 00:00,10.36,31.14,10.02,12.0,22.04,5.7,1.76,0.44,8.03,0.39,0.6,2.48,26.83,89.23,,188.77,0.6,160.66,14-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
14-Aug-2019 - 00:00,12.69,32.49,16.59,15.54,32.12,6.91,1.7,0.44,7.23,0.56,1.43,6.41,26.66,89.61,,144.0,0.55,158.99,15-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
15-Aug-2019 - 00:00,10.18,29.16,7.09,5.2,12.29,6.52,1.31,0.35,12.66,0.65,0.49,2.81,26.82,87.98,,180.81,0.67,169.18,16-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
16-Aug-2019 - 00:00,11.0,39.0,0.04,155.54,154.56,18.27,27.45,0.24,6.83,0.27,2.76,0.35,25.12,95.4,,,0.74,138.19,17-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,04-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,05-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,06-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
06-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,07-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
07-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
09-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
10-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
11-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
12-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
13-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,14-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
14-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,15-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
15-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,16-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
16-Sep-2019 - 00:00,-4.46,35.26,14.11,26.57,37.51,19.86,12.73,0.27,3.46,0.96,1.79,10.03,25.13,92.33,,40.63,0.65,228.75,17-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
17-Sep-2019 - 00:00,6.01,26.58,8.35,36.64,44.55,11.9,15.84,0.51,7.85,2.09,6.89,21.86,25.07,92.47,,79.55,0.63,202.76,18-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
18-Sep-2019 - 00:00,10.0,31.57,14.76,44.14,57.28,8.84,16.41,0.64,7.26,2.49,11.94,30.86,24.89,94.02,,159.09,0.74,200.51,19-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
19-Sep-2019 - 00:00,25.68,21.87,42.42,20.97,63.38,8.64,15.61,0.63,18.73,1.56,5.2,15.34,24.29,93.88,,154.24,0.47,165.24,20-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
20-Sep-2019 - 00:00,13.28,17.52,30.98,26.26,57.22,9.39,15.47,0.52,7.16,2.23,3.76,11.21,24.02,95.89,,134.12,0.71,167.12,21-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
21-Sep-2019 - 00:00,12.78,20.87,21.69,27.34,49.05,8.92,14.59,0.39,6.46,3.42,3.29,11.14,25.58,85.83,,197.47,0.88,173.62,22-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
22-Sep-2019 - 00:00,16.54,24.25,20.42,19.87,40.29,9.95,14.13,0.37,7.06,3.42,2.42,9.05,26.02,84.28,,251.72,0.75,173.56,23-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
23-Sep-2019 - 00:00,15.62,23.24,16.27,24.21,40.49,9.86,14.42,0.41,7.16,2.65,4.01,12.69,26.39,84.63,,277.56,0.6,186.7,24-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
24-Sep-2019 - 00:00,12.81,22.11,13.29,16.41,29.7,7.98,14.55,0.39,7.24,1.87,4.49,13.46,26.85,84.52,,245.5,0.96,219.42,25-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
25-Sep-2019 - 00:00,13.42,26.38,24.47,19.83,44.31,6.24,15.25,0.56,11.49,1.96,6.73,17.95,25.04,93.63,,138.86,0.52,178.08,26-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
26-Sep-2019 - 00:00,14.64,19.77,24.17,30.88,55.03,9.06,15.72,0.58,6.01,6.25,11.4,22.57,25.72,88.84,,213.23,0.62,170.15,27-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
27-Sep-2019 - 00:00,7.54,12.31,13.29,37.8,51.01,8.08,14.96,0.37,6.16,3.12,7.35,15.85,24.89,89.33,,221.62,0.76,164.31,28-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
28-Sep-2019 - 00:00,7.53,14.3,11.52,27.81,39.34,8.16,14.67,0.39,4.66,6.38,6.86,21.01,25.82,85.04,,224.56,0.69,169.94,29-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
29-Sep-2019 - 00:00,6.91,12.25,8.84,17.49,26.31,7.89,14.48,0.32,5.11,6.74,4.62,14.14,26.06,85.42,,228.39,0.71,171.72,30-Sep-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
30-Sep-2019 - 00:00,4.56,9.47,8.68,21.62,30.29,7.22,14.94,0.34,3.2,5.48,4.39,14.02,26.06,87.92,,263.27,0.61,166.84,01-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
01-Oct-2019 - 00:00,7.04,16.65,6.69,19.92,26.56,8.41,14.81,0.24,5.26,1.36,3.52,11.38,26.78,82.55,,243.59,0.56,168.85,02-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-Oct-2019 - 00:00,12.17,18.73,8.89,23.3,31.2,7.34,14.85,0.38,6.2,2.89,4.96,15.63,26.47,82.85,,228.56,0.66,194.54,03-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-Oct-2019 - 00:00,15.64,22.56,13.14,19.69,32.81,8.12,15.15,0.49,5.46,3.21,7.3,20.65,26.61,84.19,,207.51,0.72,202.82,04-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-Oct-2019 - 00:00,23.28,28.31,17.46,19.72,37.18,8.61,15.46,0.52,9.96,2.99,8.18,23.13,26.84,83.37,,225.29,0.72,199.9,05-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-Oct-2019 - 00:00,29.57,36.62,27.86,21.56,49.42,8.45,16.2,0.53,12.12,3.92,9.82,27.23,26.17,81.25,,213.95,0.76,190.0,06-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
06-Oct-2019 - 00:00,26.67,28.66,37.57,17.78,55.35,7.98,17.14,0.58,37.57,4.27,19.7,52.75,26.35,80.02,,204.9,0.6,194.12,07-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
07-Oct-2019 - 00:00,38.9,40.09,35.1,8.43,43.53,12.61,15.01,0.59,32.44,3.67,6.27,20.3,27.34,79.83,,194.8,0.8,198.69,08-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
08-Oct-2019 - 00:00,18.97,33.02,31.68,5.83,37.51,11.27,14.28,0.58,42.55,2.23,4.3,14.67,26.75,81.88,,58.26,0.85,203.53,09-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
09-Oct-2019 - 00:00,17.76,23.37,39.98,13.88,53.87,13.61,14.0,0.5,20.93,3.16,7.2,22.85,26.2,80.51,,198.93,0.7,183.07,10-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
10-Oct-2019 - 00:00,31.38,50.06,48.09,14.79,62.88,14.2,14.99,0.67,26.28,5.95,10.91,26.32,26.71,80.06,,194.99,0.61,180.15,11-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
11-Oct-2019 - 00:00,34.49,59.24,43.97,8.22,52.19,14.01,14.18,0.53,47.46,6.68,22.61,44.28,27.07,76.46,,189.97,0.64,193.39,12-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
12-Oct-2019 - 00:00,54.8,,46.68,22.6,69.29,12.66,14.59,0.81,40.59,4.24,15.32,43.94,27.14,79.8,,191.75,0.65,187.29,13-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
13-Oct-2019 - 00:00,44.41,,41.13,10.18,51.31,12.75,14.09,0.62,36.48,3.87,7.43,23.35,27.63,76.46,,174.03,0.64,202.17,14-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
14-Oct-2019 - 00:00,57.9,,46.6,15.16,61.76,13.87,14.35,0.77,30.29,4.45,16.82,49.98,28.49,74.05,,192.31,0.68,198.65,15-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
15-Oct-2019 - 00:00,47.58,,52.34,18.26,70.6,12.06,15.48,0.7,30.02,5.7,19.86,52.86,28.92,59.41,,182.18,0.63,181.81,16-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
16-Oct-2019 - 00:00,48.15,142.85,50.11,11.71,61.81,11.33,10.64,0.72,33.41,5.13,36.87,104.64,28.84,57.76,,175.05,0.67,170.69,17-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
17-Oct-2019 - 00:00,58.55,140.41,47.24,10.85,58.07,14.1,3.62,0.85,50.77,6.01,16.0,42.98,28.28,63.99,,177.27,0.71,188.28,18-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
18-Oct-2019 - 00:00,59.77,140.48,50.42,26.63,76.98,14.98,4.69,1.02,13.26,8.21,73.7,184.27,26.38,75.13,,78.21,0.52,162.92,19-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
19-Oct-2019 - 00:00,30.92,50.28,28.46,44.63,73.06,15.06,3.48,0.95,3.83,6.6,18.75,54.18,23.64,91.55,,53.67,0.59,142.77,20-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
20-Oct-2019 - 00:00,15.88,41.77,25.93,28.44,54.31,15.06,3.5,0.79,3.55,4.96,9.82,30.57,22.99,93.7,,90.45,0.56,123.29,21-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
21-Oct-2019 - 00:00,19.57,50.35,27.08,15.0,42.07,12.4,3.38,0.74,13.66,4.03,26.92,70.46,25.64,83.02,,207.4,0.6,162.78,22-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
22-Oct-2019 - 00:00,17.32,41.31,31.22,17.23,48.46,10.28,3.2,0.76,19.91,5.97,23.23,65.6,24.96,88.59,,148.43,0.57,161.45,23-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
23-Oct-2019 - 00:00,18.3,48.3,22.74,51.68,73.19,8.71,4.08,0.91,2.43,7.18,33.8,100.43,24.21,92.09,,110.64,0.51,153.93,24-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
24-Oct-2019 - 00:00,48.8,110.08,29.59,46.02,75.61,14.19,4.84,1.03,4.99,7.46,26.09,64.36,25.08,88.68,,114.24,0.5,157.11,25-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
25-Oct-2019 - 00:00,22.73,68.35,27.3,34.31,61.6,16.51,3.66,0.85,3.43,4.61,11.7,32.39,24.94,86.03,,121.04,0.62,143.01,26-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
26-Oct-2019 - 00:00,66.02,79.93,25.58,65.22,87.67,14.39,4.61,1.02,4.23,7.75,17.33,42.37,25.16,83.24,,84.49,0.57,152.86,27-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
27-Oct-2019 - 00:00,54.67,105.16,22.04,42.41,57.81,24.15,4.25,0.88,9.58,7.37,14.81,37.18,26.07,80.2,,156.18,0.58,163.28,28-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
28-Oct-2019 - 00:00,55.19,102.26,21.75,23.16,44.84,14.57,2.92,0.72,18.48,6.01,5.45,17.08,26.41,77.28,,115.14,0.53,170.97,29-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
29-Oct-2019 - 00:00,59.93,106.92,26.15,17.95,44.1,12.05,3.37,0.8,25.28,4.67,7.46,21.75,26.9,78.83,,119.5,0.65,187.81,30-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
30-Oct-2019 - 00:00,43.27,97.88,29.98,18.88,48.86,12.06,3.16,0.81,17.91,4.39,8.64,23.64,27.83,75.58,,122.68,0.62,192.67,31-Oct-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
31-Oct-2019 - 00:00,25.07,97.37,34.69,21.53,56.22,11.94,3.48,0.73,9.85,5.17,11.74,24.77,27.8,68.53,,98.95,0.61,175.01,01-Nov-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
01-Nov-2019 - 00:00,16.47,58.66,24.48,20.39,44.85,9.99,3.7,0.65,13.69,4.13,12.99,23.03,26.88,78.09,,145.32,0.63,170.36,02-Nov-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
02-Nov-2019 - 00:00,12.19,38.3,18.85,33.46,52.26,10.74,3.43,0.61,6.01,3.83,16.65,27.6,25.51,83.94,,129.03,0.61,153.56,03-Nov-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
03-Nov-2019 - 00:00,17.67,55.42,17.96,29.25,46.75,10.74,3.43,0.62,8.01,4.1,8.87,18.53,26.01,81.6,,121.65,0.54,171.03,04-Nov-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
04-Nov-2019 - 00:00,27.22,65.13,22.17,17.61,39.78,9.52,2.65,0.71,17.65,3.39,7.56,19.25,25.99,85.86,,104.1,0.78,188.67,05-Nov-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
05-Nov-2019 - 00:00,37.61,80.79,27.46,11.09,38.51,14.16,2.36,0.75,23.19,3.06,7.52,15.95,26.9,82.5,,111.08,0.72,203.09,06-Nov-2019 - 00:00,"Vile Parle West, Mumbai - MPCB"
