from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,to date,station
19-Jul-2019 - 00:00,46.75,145.07,44.28,10.29,31.92,42.56,5.24,0.82,72.17,0.88,41.92,1.83,212.03,35.55,67.71,740.0,20-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
20-Jul-2019 - 00:00,38.46,107.0,45.36,4.93,28.05,54.12,4.71,0.89,54.83,0.69,40.0,2.12,198.43,35.23,71.93,740.0,21-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
21-Jul-2019 - 00:00,41.95,98.65,38.46,13.77,31.65,60.51,3.72,0.9,43.52,0.72,40.7,2.2,213.4,34.45,77.06,739.91,22-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
22-Jul-2019 - 00:00,54.0,116.08,45.78,15.63,37.07,65.89,2.52,1.07,47.16,0.76,35.9,2.0,189.2,35.51,75.17,739.86,23-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
23-Jul-2019 - 00:00,59.96,142.04,48.75,5.35,30.28,55.04,3.9,0.98,58.21,0.65,30.41,1.85,187.85,37.66,66.28,739.85,24-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
24-Jul-2019 - 00:00,59.96,161.76,65.78,3.44,37.78,66.65,5.39,0.93,66.82,0.75,37.92,2.34,223.44,36.6,68.72,739.39,25-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
25-Jul-2019 - 00:00,17.53,58.62,36.73,4.84,23.48,43.4,4.64,0.55,31.03,0.44,28.25,2.12,250.96,32.64,80.76,739.43,26-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
26-Jul-2019 - 00:00,25.95,56.44,28.86,2.15,17.1,39.22,5.39,0.56,39.04,0.53,21.87,3.1,179.89,32.01,86.04,739.18,27-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
27-Jul-2019 - 00:00,20.0,41.83,27.39,5.64,19.15,34.4,5.62,0.53,31.76,0.76,26.53,3.41,184.84,32.05,87.56,739.19,28-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
28-Jul-2019 - 00:00,13.98,39.57,15.3,2.9,10.49,36.51,6.21,0.33,35.62,0.28,11.84,4.51,190.74,33.8,78.43,739.68,29-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
29-Jul-2019 - 00:00,16.02,54.27,17.98,5.55,14.08,42.86,5.58,0.39,36.88,0.34,12.76,4.26,189.85,35.32,70.45,740.0,30-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
30-Jul-2019 - 00:00,22.55,68.94,25.21,3.07,15.91,42.55,14.56,0.46,32.76,0.54,16.21,3.77,179.03,34.9,72.19,740.0,31-Jul-2019 - 00:00,"Sector-1, Noida - UPPCB"
31-Jul-2019 - 00:00,19.06,56.75,21.24,1.81,12.71,44.73,13.69,0.38,40.51,0.41,11.77,3.65,188.59,35.22,69.89,740.0,01-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
01-Aug-2019 - 00:00,27.56,73.61,19.83,1.58,11.84,42.9,4.95,0.6,55.6,0.37,13.36,3.31,204.27,35.98,66.68,739.92,02-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
02-Aug-2019 - 00:00,31.59,88.17,28.46,2.51,17.13,40.74,6.74,0.81,44.0,0.52,20.19,2.69,181.87,34.46,76.94,739.51,03-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
03-Aug-2019 - 00:00,33.47,77.53,29.77,3.26,18.49,41.47,8.51,0.68,30.52,0.57,20.71,2.68,174.27,33.23,82.33,739.34,04-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
04-Aug-2019 - 00:00,41.31,98.35,32.89,3.12,20.02,35.98,8.41,0.72,40.15,0.49,17.01,2.13,182.92,34.37,79.48,739.26,05-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
05-Aug-2019 - 00:00,50.88,105.53,27.99,2.16,16.64,49.47,5.0,0.71,42.6,0.43,14.16,1.96,219.67,35.56,76.85,739.18,06-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
06-Aug-2019 - 00:00,33.59,70.36,43.44,9.98,31.21,56.73,3.89,0.83,29.3,0.59,20.97,2.42,194.47,32.15,88.44,739.0,07-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
07-Aug-2019 - 00:00,38.16,87.43,38.89,14.43,32.42,35.74,20.28,0.82,39.81,0.79,26.98,3.03,173.61,34.2,76.8,739.14,08-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
08-Aug-2019 - 00:00,22.19,71.49,24.33,3.37,15.68,30.12,9.98,0.5,40.74,0.43,15.57,3.0,180.79,36.45,67.97,739.05,09-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
09-Aug-2019 - 00:00,8.0,56.55,18.25,5.79,14.42,29.7,19.42,0.3,33.57,0.31,12.03,6.32,183.32,35.27,66.96,739.43,10-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
10-Aug-2019 - 00:00,12.15,36.56,15.08,2.05,9.69,30.67,5.56,0.41,35.7,0.24,10.85,4.86,204.84,34.23,75.44,739.54,11-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
11-Aug-2019 - 00:00,18.12,61.97,17.19,1.52,10.38,38.84,5.06,0.46,37.78,0.25,10.17,2.38,237.64,36.26,68.5,740.0,12-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
12-Aug-2019 - 00:00,18.57,62.26,34.99,6.88,24.21,34.75,3.55,0.68,32.37,0.32,10.78,2.31,263.75,35.26,73.77,740.0,13-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
13-Aug-2019 - 00:00,18.27,68.38,34.75,5.77,23.17,39.98,4.35,0.55,30.4,0.39,13.26,2.52,200.72,34.54,76.1,739.84,14-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
14-Aug-2019 - 00:00,51.76,102.41,54.87,5.67,33.6,39.44,4.8,1.27,84.29,0.92,21.8,1.62,178.52,36.02,73.56,740.0,15-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
15-Aug-2019 - 00:00,30.92,62.71,26.19,5.11,18.09,36.3,10.03,0.58,47.37,0.29,14.2,3.92,160.03,34.9,75.48,740.0,16-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
16-Aug-2019 - 00:00,13.03,33.3,18.21,4.22,13.12,22.34,14.59,0.32,30.61,0.27,10.79,4.94,185.39,33.21,78.28,739.73,17-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
17-Aug-2019 - 00:00,4.33,10.45,12.13,4.05,9.75,23.85,3.22,0.23,17.32,0.23,10.0,4.91,210.51,31.07,90.54,739.36,18-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
18-Aug-2019 - 00:00,20.42,45.57,28.26,7.96,21.5,23.65,6.06,0.67,27.44,0.64,16.47,1.89,210.1,31.42,87.65,740.0,19-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
19-Aug-2019 - 00:00,43.17,100.6,36.14,7.11,25.0,36.84,5.65,0.88,58.94,0.81,18.99,1.65,165.76,34.35,75.01,740.0,20-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
20-Aug-2019 - 00:00,44.65,104.84,33.01,11.05,26.54,42.71,4.87,0.82,52.03,0.65,19.3,2.28,144.88,35.22,71.55,740.0,21-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
21-Aug-2019 - 00:00,49.65,157.53,41.87,8.22,28.95,49.0,5.38,0.92,52.43,0.71,15.39,2.41,165.81,36.1,67.48,740.0,22-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
22-Aug-2019 - 00:00,49.21,143.4,62.57,26.91,55.15,54.62,5.99,1.33,35.11,1.03,24.34,1.84,218.36,33.93,72.1,740.0,23-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
23-Aug-2019 - 00:00,54.76,155.58,63.98,38.92,65.67,54.14,7.41,1.6,45.63,1.35,25.92,1.49,218.84,35.18,69.56,740.0,24-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
24-Aug-2019 - 00:00,66.89,157.65,58.06,38.35,62.07,62.06,7.13,1.47,37.1,1.61,31.11,1.78,208.25,34.48,74.66,740.0,25-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
25-Aug-2019 - 00:00,27.47,51.93,27.16,2.45,16.44,43.07,5.32,0.81,30.23,0.63,16.86,2.12,195.35,32.18,83.93,740.0,26-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
26-Aug-2019 - 00:00,19.4,55.97,31.07,5.62,21.1,32.29,7.84,0.84,28.83,0.59,18.63,2.69,185.26,34.49,73.58,740.0,27-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
27-Aug-2019 - 00:00,26.9,75.25,30.38,3.28,18.82,34.65,10.37,0.9,42.86,0.62,31.56,2.03,188.69,36.46,66.61,740.0,28-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
28-Aug-2019 - 00:00,33.2,79.55,30.3,2.42,18.08,36.58,15.17,0.9,46.95,0.54,19.56,2.45,204.28,37.39,63.9,740.0,29-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
29-Aug-2019 - 00:00,27.58,68.96,24.94,1.88,14.79,35.38,6.73,0.79,49.66,0.37,12.59,2.75,220.12,36.64,67.38,740.04,30-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
30-Aug-2019 - 00:00,33.59,79.7,34.85,2.84,20.84,36.05,6.81,0.88,47.12,0.49,12.69,1.77,237.25,36.41,68.41,740.0,31-Aug-2019 - 00:00,"Sector-1, Noida - UPPCB"
31-Aug-2019 - 00:00,57.84,128.8,46.41,2.26,26.52,41.2,9.05,1.13,71.5,0.92,19.53,1.8,225.78,37.26,66.06,739.92,01-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
01-Sep-2019 - 00:00,20.16,56.05,28.79,2.24,17.14,39.39,9.53,0.72,42.06,0.43,13.5,3.17,190.45,33.95,76.06,740.0,02-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
02-Sep-2019 - 00:00,54.11,106.67,36.25,1.59,20.54,35.57,9.78,0.9,70.14,0.7,15.44,1.84,187.83,35.84,70.82,740.0,03-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
03-Sep-2019 - 00:00,68.03,136.62,45.22,2.13,25.79,37.59,16.34,1.06,78.39,0.85,17.2,1.77,157.52,36.9,67.74,740.0,04-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
04-Sep-2019 - 00:00,71.88,135.23,44.03,2.85,25.74,45.7,9.44,0.97,49.7,0.67,15.48,2.74,194.31,35.62,75.38,739.98,05-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
05-Sep-2019 - 00:00,26.12,69.34,24.32,2.91,15.3,37.51,6.97,0.71,34.78,0.46,14.28,3.05,195.7,35.27,74.46,739.98,06-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
06-Sep-2019 - 00:00,27.97,70.75,28.38,3.73,18.13,36.82,6.25,0.73,29.87,0.51,11.21,2.44,216.52,35.71,74.04,739.93,07-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
07-Sep-2019 - 00:00,29.43,75.0,34.07,5.18,22.33,41.34,5.35,0.75,29.96,0.49,12.88,2.57,218.58,34.6,78.67,739.96,08-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
08-Sep-2019 - 00:00,33.54,77.92,30.47,5.41,20.59,36.58,12.54,0.82,71.36,0.61,14.17,1.99,161.3,35.51,72.88,740.0,09-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
09-Sep-2019 - 00:00,62.24,141.25,33.95,2.11,19.78,40.88,14.55,0.95,98.19,0.78,16.14,2.14,127.08,37.13,65.44,740.0,10-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
10-Sep-2019 - 00:00,80.66,162.82,38.35,1.32,21.43,42.79,22.14,0.89,116.63,0.69,14.87,1.65,171.27,37.48,61.68,740.0,11-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
11-Sep-2019 - 00:00,72.86,146.54,47.66,3.26,28.0,41.17,11.05,0.92,71.94,0.57,11.2,1.74,236.53,38.12,61.65,740.0,12-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
12-Sep-2019 - 00:00,48.85,100.18,31.12,3.98,19.78,40.59,9.17,0.74,44.17,0.43,10.05,3.27,216.28,36.31,71.72,740.0,13-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
13-Sep-2019 - 00:00,24.99,61.3,23.61,2.27,14.3,34.27,12.78,0.62,44.67,0.35,10.55,2.96,205.45,35.9,70.16,740.0,14-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
14-Sep-2019 - 00:00,20.85,53.29,18.33,2.53,11.81,27.08,12.72,0.64,41.77,0.34,10.61,3.74,188.55,34.77,73.25,740.0,15-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
15-Sep-2019 - 00:00,31.53,61.92,24.81,2.45,15.17,26.71,11.74,0.77,38.97,0.38,10.62,2.38,202.28,34.12,77.16,740.0,16-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
16-Sep-2019 - 00:00,64.6,131.3,41.33,3.88,25.07,33.7,10.16,1.17,90.99,0.95,14.99,1.75,181.59,36.19,67.9,740.0,17-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
17-Sep-2019 - 00:00,66.6,142.72,43.41,3.92,26.3,37.92,10.13,1.02,62.58,0.67,13.57,1.86,202.38,36.45,63.66,740.0,18-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
18-Sep-2019 - 00:00,29.28,73.1,20.03,1.61,11.96,32.16,9.94,0.72,66.4,0.34,9.66,3.7,203.18,34.32,63.93,740.48,19-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
19-Sep-2019 - 00:00,16.24,47.29,29.42,1.86,17.16,32.27,10.18,0.65,40.86,0.29,9.57,4.11,200.67,32.52,73.1,740.75,20-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
20-Sep-2019 - 00:00,30.75,70.54,30.88,3.64,19.39,31.01,8.8,0.8,35.07,0.41,10.5,2.34,209.75,33.92,68.53,740.31,21-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
21-Sep-2019 - 00:00,34.41,79.51,39.02,6.87,26.34,33.39,9.49,0.9,32.44,0.51,10.86,1.69,229.7,33.53,73.19,740.26,22-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
22-Sep-2019 - 00:00,21.77,51.57,32.97,5.58,22.07,34.74,10.12,0.75,19.4,0.43,11.48,2.8,212.71,30.76,79.28,740.38,23-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
23-Sep-2019 - 00:00,27.61,61.78,31.23,4.05,19.9,28.93,6.8,0.77,46.61,0.39,10.34,2.46,193.82,31.86,74.83,740.81,24-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
24-Sep-2019 - 00:00,35.85,80.69,39.89,7.58,27.38,32.8,12.22,0.87,31.32,0.49,12.87,2.31,209.27,32.65,72.06,740.86,25-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
25-Sep-2019 - 00:00,26.69,63.58,30.53,3.9,19.4,27.86,7.27,0.79,33.41,0.53,11.83,2.83,189.48,32.69,73.14,741.0,26-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
26-Sep-2019 - 00:00,14.43,52.45,21.37,4.84,15.3,24.05,24.15,0.74,18.93,0.87,9.06,4.18,190.12,32.91,72.79,741.0,27-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
27-Sep-2019 - 00:00,9.06,41.15,23.75,6.37,17.81,19.07,20.2,0.63,15.0,0.81,9.2,3.97,180.91,31.55,76.82,740.86,28-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
28-Sep-2019 - 00:00,15.98,51.81,22.57,3.75,15.05,19.42,19.82,0.56,17.28,0.69,10.47,3.81,178.96,31.32,76.77,740.43,29-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
29-Sep-2019 - 00:00,11.0,36.42,18.57,3.17,12.45,19.47,15.97,0.41,20.29,0.27,7.47,3.22,197.83,30.51,79.65,740.52,30-Sep-2019 - 00:00,"Sector-1, Noida - UPPCB"
30-Sep-2019 - 00:00,23.12,59.82,26.15,3.91,17.08,22.36,9.47,0.56,27.0,0.37,8.73,2.4,213.76,31.17,76.86,740.26,01-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
01-Oct-2019 - 00:00,25.8,65.54,30.98,4.31,19.98,26.07,7.72,0.61,26.24,0.4,9.79,2.49,217.9,31.59,76.93,740.23,02-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
02-Oct-2019 - 00:00,40.59,86.7,37.0,7.09,25.45,28.51,13.81,0.71,61.38,0.56,11.17,1.74,185.27,32.7,68.61,740.48,03-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
03-Oct-2019 - 00:00,62.83,141.68,60.67,33.09,59.18,40.51,15.43,1.18,56.29,0.97,18.25,1.86,208.57,33.37,65.52,740.45,04-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
04-Oct-2019 - 00:00,52.92,103.93,48.76,11.63,35.39,37.41,9.39,0.88,45.84,0.86,12.67,2.37,137.98,31.15,71.2,740.49,05-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
05-Oct-2019 - 00:00,42.47,111.61,52.0,13.59,38.7,29.54,6.21,0.91,44.18,1.16,13.52,2.26,95.21,31.72,58.73,740.64,06-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
06-Oct-2019 - 00:00,66.7,154.26,53.7,5.9,33.36,37.92,6.19,0.88,56.28,0.83,12.88,2.05,114.82,32.08,59.74,740.81,07-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
07-Oct-2019 - 00:00,64.3,153.11,50.19,3.41,29.47,38.06,5.03,0.82,50.62,0.74,11.66,2.5,111.25,31.85,62.24,740.99,08-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
08-Oct-2019 - 00:00,47.48,130.91,49.29,3.32,28.92,30.52,8.25,0.8,66.09,0.75,10.84,2.12,140.18,31.79,55.06,740.91,09-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
09-Oct-2019 - 00:00,81.29,185.81,63.78,26.64,55.58,37.36,35.78,1.19,93.53,1.06,16.02,1.74,202.0,32.6,51.82,741.0,10-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
10-Oct-2019 - 00:00,106.48,209.2,72.97,13.66,49.92,44.21,26.83,1.31,105.99,1.09,23.71,1.67,171.59,33.02,49.8,740.81,11-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
11-Oct-2019 - 00:00,117.36,219.88,85.75,32.24,71.82,49.16,11.32,1.63,53.38,1.67,20.02,1.48,185.11,32.67,52.39,740.66,12-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
12-Oct-2019 - 00:00,131.35,238.78,80.01,32.52,69.04,52.46,10.13,1.73,71.43,1.62,21.04,1.55,150.11,33.13,54.48,740.73,13-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
13-Oct-2019 - 00:00,166.43,301.38,94.05,56.33,95.86,59.11,12.81,2.7,51.04,1.85,25.46,1.54,177.0,33.0,53.95,741.0,14-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
14-Oct-2019 - 00:00,137.1,266.2,91.74,51.08,90.32,57.69,11.21,2.3,57.46,1.75,22.77,1.61,177.22,33.02,54.61,741.0,15-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
15-Oct-2019 - 00:00,153.51,298.67,84.82,43.51,80.49,61.5,23.9,1.83,61.19,1.74,30.83,1.67,210.04,33.44,54.11,741.0,16-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
16-Oct-2019 - 00:00,159.2,271.43,69.11,6.75,42.25,55.54,21.86,1.42,43.71,1.0,15.94,1.69,220.04,33.24,57.01,741.0,17-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
17-Oct-2019 - 00:00,125.81,223.25,52.88,4.14,31.5,43.53,14.31,1.24,40.17,0.81,18.96,2.27,202.92,32.88,54.19,741.0,18-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
18-Oct-2019 - 00:00,90.18,191.06,47.26,4.29,28.64,41.9,9.75,0.92,29.06,0.71,23.84,2.74,191.94,32.61,51.74,741.0,19-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
19-Oct-2019 - 00:00,99.25,205.18,85.64,33.84,73.07,47.39,14.93,1.61,48.29,1.24,26.67,1.58,141.65,31.94,50.72,741.0,20-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
20-Oct-2019 - 00:00,116.26,218.64,84.58,46.36,82.68,51.06,12.08,1.55,19.38,1.31,28.3,1.78,147.71,31.69,48.28,741.0,21-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
21-Oct-2019 - 00:00,140.56,251.97,90.98,36.48,78.05,53.35,11.81,1.67,15.32,1.16,27.51,1.98,155.38,30.85,47.65,740.97,22-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
22-Oct-2019 - 00:00,103.53,215.92,86.77,68.69,102.0,48.13,9.39,1.73,18.94,1.13,25.5,2.46,217.52,30.11,48.23,740.3,23-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
23-Oct-2019 - 00:00,131.42,282.83,95.43,62.27,101.38,52.84,11.02,2.18,31.51,1.84,32.36,1.83,178.59,30.79,47.79,740.25,24-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
24-Oct-2019 - 00:00,186.77,339.17,97.4,88.89,123.98,61.15,13.2,2.86,53.65,2.51,61.24,1.48,175.07,31.11,51.2,740.52,25-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
25-Oct-2019 - 00:00,120.31,225.66,66.32,33.15,62.23,49.73,5.95,1.56,22.82,1.07,30.74,1.85,194.44,30.46,48.66,740.84,26-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
26-Oct-2019 - 00:00,166.49,282.64,87.51,56.48,92.46,56.19,12.31,2.02,72.09,1.29,19.3,1.26,241.51,30.39,54.62,741.0,27-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
27-Oct-2019 - 00:00,267.85,371.65,93.99,69.63,106.6,62.6,14.22,2.15,58.94,1.39,17.19,1.93,214.22,30.17,53.4,741.0,28-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
28-Oct-2019 - 00:00,357.47,432.9,107.39,39.11,88.91,61.37,18.04,2.14,35.86,1.16,9.56,1.4,246.96,29.93,55.18,740.99,29-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
29-Oct-2019 - 00:00,352.65,485.95,150.36,66.66,154.96,83.22,10.47,3.33,18.63,1.95,17.21,1.04,236.22,29.47,62.05,741.0,30-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
30-Oct-2019 - 00:00,352.79,505.16,131.97,127.03,209.94,88.86,11.47,4.7,32.67,2.31,24.85,1.23,245.38,30.35,58.54,741.0,31-Oct-2019 - 00:00,"Sector-1, Noida - UPPCB"
31-Oct-2019 - 00:00,392.64,533.32,145.14,106.73,166.46,88.51,10.43,3.99,34.51,2.43,28.89,1.13,176.2,30.27,55.06,740.8,01-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
01-Nov-2019 - 00:00,487.91,635.39,143.97,118.83,160.4,85.13,15.29,3.82,28.81,2.79,31.15,1.31,182.6,30.71,56.03,740.76,02-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
02-Nov-2019 - 00:00,361.7,458.14,98.4,43.55,87.74,78.21,16.96,2.5,22.83,1.58,13.95,1.56,188.04,29.53,62.26,740.9,03-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
03-Nov-2019 - 00:00,773.59,820.75,90.96,52.32,90.92,95.19,17.45,3.43,6.57,1.93,13.14,1.63,181.22,26.41,75.83,741.0,04-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
04-Nov-2019 - 00:00,222.57,310.15,95.88,34.46,79.01,62.64,13.91,1.44,42.66,1.48,15.88,2.34,189.93,30.07,52.31,741.0,05-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
05-Nov-2019 - 00:00,241.96,318.04,84.17,56.44,90.66,56.18,14.71,2.06,16.29,1.12,10.95,2.19,247.45,28.97,52.72,740.51,06-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
06-Nov-2019 - 00:00,114.62,212.92,84.81,66.75,99.38,50.09,12.58,1.36,18.9,0.91,10.94,1.74,257.95,29.31,47.29,740.26,07-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
07-Nov-2019 - 00:00,243.01,339.04,87.16,20.2,62.79,63.1,8.24,1.91,9.73,1.61,24.8,2.17,179.55,26.7,63.62,740.21,08-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
08-Nov-2019 - 00:00,197.04,294.46,95.19,54.81,95.19,66.11,17.51,2.47,22.8,2.15,22.3,1.38,135.05,28.28,58.54,740.72,09-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
09-Nov-2019 - 00:00,159.38,240.6,79.17,35.61,71.06,57.16,11.86,1.58,15.91,1.19,15.61,2.07,125.27,28.16,52.26,741.0,10-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
10-Nov-2019 - 00:00,233.84,316.24,93.66,31.71,75.6,50.14,15.48,1.82,48.32,1.15,12.63,1.73,128.54,27.49,43.71,741.0,11-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
11-Nov-2019 - 00:00,322.71,417.84,116.25,48.27,101.09,57.96,23.06,2.75,45.05,1.49,18.62,1.38,122.01,27.23,41.69,740.77,12-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
12-Nov-2019 - 00:00,461.3,556.01,130.54,63.45,121.03,63.99,24.63,2.47,37.67,1.77,24.67,1.36,172.56,26.7,46.62,740.82,13-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
13-Nov-2019 - 00:00,459.16,566.11,123.91,67.01,120.4,63.23,26.73,3.47,,2.16,29.27,1.11,166.08,27.03,53.57,741.0,14-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
14-Nov-2019 - 00:00,464.33,616.76,160.25,132.74,193.15,96.4,26.38,4.82,49.8,3.14,44.21,1.14,225.22,26.73,61.1,741.0,15-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
15-Nov-2019 - 00:00,438.49,545.84,129.41,91.31,143.08,74.78,11.17,2.38,39.99,2.41,27.76,1.53,150.25,26.93,61.3,741.0,16-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
16-Nov-2019 - 00:00,173.14,278.12,61.87,13.8,44.13,53.64,8.45,1.53,27.24,1.23,13.08,2.66,111.48,27.54,55.58,741.0,17-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
17-Nov-2019 - 00:00,105.93,165.79,53.22,11.08,37.31,42.72,4.83,0.91,23.76,0.58,6.19,2.99,150.7,26.91,52.84,741.0,18-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
18-Nov-2019 - 00:00,123.19,181.23,73.5,48.97,78.91,47.6,2.6,1.76,23.23,0.84,8.97,2.31,240.28,25.68,59.16,741.0,19-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
19-Nov-2019 - 00:00,152.31,242.79,109.01,97.86,137.54,49.02,3.55,2.22,27.19,1.3,15.3,1.85,247.98,25.58,56.12,741.0,20-Nov-2019 - 00:00,"Sector-1, Noida - UPPCB"
