from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO,NOx,NO2,Ozone,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,SO2,to date,station
05-Aug-2019 - 00:00,2.5,62.62,10.23,0.9,7.4,0.56,41.62,8.07,18.42,10.63,20.67,57.44,16.26,0.12,87.75,220.34,29.28,188.64,0.38,3.45,06-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
06-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.41,35.32,2.67,5.62,6.17,23.82,40.46,11.46,0.0,86.3,275.17,28.31,119.83,0.66,3.23,07-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
07-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.47,,0.0,0.0,,27.32,30.8,8.72,0.0,78.81,288.03,29.37,176.69,0.31,3.27,08-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
08-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.52,,0.0,0.0,,27.8,36.36,10.29,0.0,75.4,267.91,30.58,214.97,0.43,3.47,09-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
09-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.4,,0.0,0.0,,29.05,21.69,6.14,0.0,78.89,205.41,28.43,90.79,0.57,3.11,10-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
10-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.33,,0.0,0.0,,28.35,27.0,7.64,0.0,74.62,247.51,29.32,93.5,0.78,3.23,11-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
11-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.39,,0.0,0.0,,27.61,31.6,8.95,0.0,74.87,243.82,29.88,174.51,0.52,3.26,12-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
12-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.45,,0.0,0.0,,26.64,56.16,15.9,0.0,79.09,253.9,30.01,246.02,0.46,3.24,13-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
13-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.4,,,,,26.25,30.13,8.53,0.01,83.25,223.5,28.43,206.02,0.69,3.4,14-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
14-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,1.51,,,,,23.22,33.03,9.36,0.0,81.9,196.89,28.51,152.17,0.52,3.3,15-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
15-Aug-2019 - 00:00,2.47,61.93,10.12,0.86,7.32,0.4,,0.0,0.0,,20.48,50.47,14.28,0.31,89.13,193.12,27.88,181.41,0.34,3.22,16-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
16-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.28,,,,,20.93,30.12,8.53,0.07,87.58,194.75,27.35,105.89,0.51,3.19,17-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
17-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.23,,,,,21.97,21.46,6.07,0.58,93.29,161.38,25.45,89.61,0.71,3.27,18-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
18-Aug-2019 - 00:00,2.5,62.59,10.23,0.87,7.4,0.29,,,,,18.7,15.53,4.39,0.02,90.6,241.74,25.62,170.41,0.64,3.51,19-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
19-Aug-2019 - 00:00,2.5,62.59,10.23,0.87,7.4,0.33,,,,,18.08,29.08,8.23,0.06,87.28,273.54,27.06,142.68,0.39,3.34,20-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
20-Aug-2019 - 00:00,2.5,62.59,10.23,0.87,7.4,0.29,,,,,17.66,47.31,13.38,0.0,82.85,286.54,27.7,242.58,0.73,3.32,21-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
21-Aug-2019 - 00:00,2.63,62.1,10.25,0.99,7.46,0.38,,,,,21.11,63.52,17.97,0.0,82.18,301.62,28.7,231.5,0.6,3.44,22-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
22-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.46,,,,,19.55,62.35,17.65,0.0,80.13,208.37,28.89,167.09,0.34,3.3,23-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
23-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.41,,,,,20.0,65.62,18.58,0.0,83.06,197.64,29.28,225.4,0.37,3.3,24-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
24-Aug-2019 - 00:00,2.5,62.59,10.23,0.87,7.4,0.4,,,,,19.97,70.84,20.05,0.09,84.36,196.33,28.31,171.5,0.42,3.48,25-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
25-Aug-2019 - 00:00,2.5,62.59,10.23,0.87,7.4,0.43,,,,,18.26,50.24,14.21,0.34,94.84,156.76,25.47,86.28,0.44,3.39,26-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
26-Aug-2019 - 00:00,2.5,62.59,10.23,0.87,7.4,0.46,,,,,18.66,40.77,11.54,0.0,82.16,239.04,28.55,169.49,0.25,3.27,27-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
27-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.52,,,,,18.18,59.61,16.88,0.0,80.18,237.52,29.57,237.38,0.33,3.21,28-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
28-Aug-2019 - 00:00,2.51,61.98,10.15,0.93,7.36,1.06,,,,,19.81,56.23,15.92,0.0,79.4,237.18,30.08,232.06,0.44,3.33,29-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
29-Aug-2019 - 00:00,2.6,62.09,10.23,0.95,7.44,2.42,,,,,19.61,62.01,17.54,0.17,89.15,152.34,28.22,174.7,0.27,3.43,30-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
30-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,1.4,,,,,19.97,59.39,16.81,0.0,84.26,243.51,29.14,184.17,0.47,3.23,31-Aug-2019 - 00:00,"Model Town, Patiala - PPCB"
31-Aug-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,1.19,,,,,20.65,73.95,20.93,0.0,80.78,255.88,30.11,228.7,0.34,3.44,01-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
01-Sep-2019 - 00:00,2.5,62.58,10.28,0.87,7.4,1.07,,,,,19.84,56.97,16.11,0.0,86.48,176.38,28.0,143.96,0.48,3.33,02-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
02-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,1.09,,,,,22.88,49.96,14.14,0.0,80.54,220.34,29.09,193.19,0.38,3.25,03-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
03-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,1.09,,,,,21.22,113.68,32.2,0.0,81.05,211.76,29.45,236.79,0.5,3.21,04-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
04-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,1.12,,,,,14.43,56.43,15.98,0.09,88.25,162.21,27.8,173.6,0.33,3.1,05-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
05-Sep-2019 - 00:00,2.5,62.58,10.53,0.87,7.4,0.64,,,,,17.91,38.57,10.91,0.34,93.27,149.32,26.12,139.5,0.41,3.11,06-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
06-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.66,,,,,18.53,70.08,19.85,0.0,86.33,187.25,28.57,156.57,0.35,3.32,07-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
07-Sep-2019 - 00:00,2.5,62.58,10.33,0.87,7.4,0.73,,,,,40.37,63.12,17.86,0.0,86.13,227.06,28.81,142.47,0.37,3.2,08-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
08-Sep-2019 - 00:00,2.47,61.93,10.29,0.86,7.32,0.78,,0.0,0.0,,31.91,54.79,15.51,0.0,85.88,207.89,28.77,167.96,0.42,3.05,09-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
09-Sep-2019 - 00:00,2.47,61.93,10.31,0.86,7.32,0.61,,0.0,0.0,,37.67,80.22,22.71,0.0,82.66,206.03,29.18,238.44,0.48,3.24,10-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
10-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.36,,,,,42.3,77.76,22.01,0.0,81.96,190.01,29.69,216.28,0.36,10.74,11-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
11-Sep-2019 - 00:00,2.58,62.05,10.21,0.93,7.42,0.35,,,,,40.63,107.98,30.54,0.0,84.58,163.79,29.87,220.6,0.41,2.61,12-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
12-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.38,,,,,26.72,79.71,28.35,0.01,86.32,178.69,29.45,144.32,0.41,2.66,13-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
13-Sep-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.4,,0.0,0.0,,11.62,55.8,20.49,0.0,86.43,181.31,28.27,159.49,0.39,2.8,14-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
14-Sep-2019 - 00:00,2.53,61.99,10.16,0.92,7.37,0.37,,,,,11.04,69.99,30.83,0.0,84.52,179.87,28.22,152.24,0.31,2.73,15-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
15-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.45,,,,,9.46,49.33,21.72,0.0,82.95,175.71,28.07,158.19,0.35,2.93,16-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
16-Sep-2019 - 00:00,2.49,61.95,10.19,0.93,7.34,0.34,,,,,12.1,74.96,32.99,0.0,79.5,182.27,28.43,212.8,0.33,3.54,17-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
17-Sep-2019 - 00:00,2.55,62.02,10.25,0.92,7.39,0.39,,,,,14.75,98.25,43.25,0.0,78.45,181.18,28.5,173.38,0.36,3.5,18-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
18-Sep-2019 - 00:00,2.5,62.58,10.31,0.87,7.4,0.34,,,,,13.61,73.81,32.5,0.0,75.71,178.29,27.63,134.41,0.51,3.14,19-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
19-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.3,,,,,11.62,39.88,17.55,0.0,77.17,176.03,26.44,101.35,0.59,3.08,20-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
20-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.34,,,,,12.56,42.22,18.58,0.0,74.44,154.19,27.15,170.76,0.29,3.31,21-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
21-Sep-2019 - 00:00,2.5,62.58,10.25,0.87,7.4,0.32,,,,,10.42,57.58,25.38,0.0,74.44,158.79,27.22,195.72,0.26,5.46,22-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
22-Sep-2019 - 00:00,2.5,62.58,10.4,0.87,7.4,0.37,,,,,9.23,52.99,23.34,0.03,76.69,162.83,26.3,144.55,0.37,2.89,23-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
23-Sep-2019 - 00:00,2.52,61.99,10.16,0.92,7.37,0.28,,,,,12.89,35.37,15.58,0.0,77.45,140.94,26.36,162.68,0.35,3.17,24-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
24-Sep-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.35,,,,,13.81,57.7,25.41,0.0,77.72,133.91,27.02,199.25,0.31,3.52,25-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
25-Sep-2019 - 00:00,2.42,61.28,10.01,0.85,7.25,0.4,,0.0,0.0,,13.64,64.81,28.53,0.01,85.87,139.8,26.39,190.89,0.29,3.26,26-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
26-Sep-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.41,,,,,11.6,58.86,25.91,0.0,81.25,143.16,27.03,149.86,0.31,3.21,27-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
27-Sep-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.35,,,,,12.51,42.53,18.73,0.1,83.84,121.11,25.65,155.64,0.33,3.13,28-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
28-Sep-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.39,,,,,8.79,36.32,15.99,0.0,84.3,168.09,25.29,141.86,0.49,2.87,29-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
29-Sep-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.34,,,,,8.54,16.43,7.23,0.0,90.12,116.27,22.74,108.86,0.53,2.91,30-Sep-2019 - 00:00,"Model Town, Patiala - PPCB"
30-Sep-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.35,,,,,10.22,30.55,13.46,0.0,86.17,158.9,24.27,101.07,0.4,3.09,01-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
01-Oct-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.44,,,,,11.28,45.5,19.99,0.06,87.48,138.18,24.55,123.96,0.33,3.33,02-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
02-Oct-2019 - 00:00,2.35,58.7,9.59,0.82,6.94,0.38,,,,,15.49,61.14,26.91,0.0,83.72,126.45,25.03,168.12,0.23,3.29,03-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
03-Oct-2019 - 00:00,2.45,61.22,10.0,0.85,7.24,0.35,71.77,64.25,103.12,38.86,7.32,97.85,43.07,0.03,81.49,151.12,25.96,198.08,0.37,3.82,04-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
04-Oct-2019 - 00:00,2.5,62.58,10.25,0.87,7.4,0.28,115.94,144.72,174.62,29.92,3.84,36.36,16.01,0.0,80.49,126.71,23.63,252.89,0.53,3.55,05-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
05-Oct-2019 - 00:00,2.51,61.96,10.14,0.94,7.35,0.27,34.43,9.25,23.91,14.73,2.77,44.97,19.8,0.0,79.28,138.94,23.28,242.26,0.67,2.89,06-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
06-Oct-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.4,35.76,9.12,27.49,18.37,1.57,68.27,30.06,0.0,81.4,135.43,23.78,242.64,0.62,2.8,07-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
07-Oct-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.34,37.03,12.14,29.26,17.12,4.72,71.77,31.6,0.0,77.67,129.65,23.73,243.91,0.76,3.39,08-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
08-Oct-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.41,38.16,10.09,34.04,23.95,1.36,60.04,26.43,0.0,74.7,120.6,23.38,214.47,0.47,3.08,09-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
09-Oct-2019 - 00:00,2.52,61.98,10.15,0.91,7.36,0.48,39.43,10.65,37.13,26.45,8.08,83.55,36.79,0.0,74.49,127.87,23.81,183.79,0.28,3.84,10-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
10-Oct-2019 - 00:00,2.5,62.58,10.3,0.87,7.4,0.51,40.21,10.25,39.4,29.18,8.75,98.98,43.57,0.0,72.25,126.85,24.11,183.76,0.24,3.88,11-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
11-Oct-2019 - 00:00,2.5,62.58,10.27,0.87,7.4,0.48,39.18,8.95,42.54,33.83,8.29,87.78,38.64,0.0,75.04,121.79,24.56,232.57,0.31,4.02,12-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
12-Oct-2019 - 00:00,2.81,62.58,10.22,0.87,7.4,0.59,33.83,5.96,38.05,32.68,9.06,138.19,60.84,0.01,74.2,141.54,24.89,210.09,0.29,3.85,13-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
13-Oct-2019 - 00:00,2.55,59.47,9.71,0.84,7.03,0.66,24.13,2.47,6.39,4.49,2.52,121.55,61.55,0.0,76.21,132.89,24.73,226.64,0.28,3.59,14-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
14-Oct-2019 - 00:00,2.55,62.58,10.28,0.87,7.4,0.66,24.04,2.6,6.57,4.65,6.5,107.69,64.63,0.0,78.16,128.13,25.02,204.42,0.25,4.83,15-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
15-Oct-2019 - 00:00,2.38,58.8,9.81,0.82,6.95,0.81,24.26,3.22,14.13,11.16,8.13,100.2,60.12,0.0,76.54,120.49,25.04,188.7,0.22,4.7,16-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
16-Oct-2019 - 00:00,1.11,26.78,4.4,0.53,3.23,0.88,24.18,2.93,13.78,11.15,7.12,116.9,70.14,0.0,76.14,141.5,24.94,159.67,0.23,4.85,17-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
17-Oct-2019 - 00:00,1.14,28.63,4.68,0.4,3.39,0.88,24.92,3.63,12.67,9.82,6.75,108.15,64.89,0.0,69.85,140.69,25.06,72.19,0.4,4.91,18-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
18-Oct-2019 - 00:00,2.46,61.55,10.06,0.86,7.29,0.87,,1.63,1.67,0.2,5.28,85.67,49.17,0.0,67.33,136.19,23.83,160.39,0.54,4.15,19-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
19-Oct-2019 - 00:00,2.53,61.99,10.17,0.9,7.37,0.9,28.11,10.7,37.1,53.2,6.26,118.08,59.24,0.0,64.76,130.34,23.6,236.85,0.4,3.97,20-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
20-Oct-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.97,,,,,1.11,107.29,49.52,0.0,63.03,118.12,22.86,249.62,0.59,3.77,21-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
21-Oct-2019 - 00:00,2.53,62.58,10.23,0.87,7.4,0.98,28.43,4.57,14.88,10.32,11.39,135.13,62.37,0.0,62.55,116.7,22.7,242.57,0.58,4.19,22-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
22-Oct-2019 - 00:00,2.55,61.99,10.16,0.9,7.37,1.89,22.19,5.65,29.1,23.45,13.29,135.41,62.67,0.0,60.43,113.05,22.91,241.03,0.67,3.5,23-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
23-Oct-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.48,20.7,5.37,38.65,34.66,13.37,160.71,75.01,0.0,65.81,119.9,22.6,216.59,0.27,3.87,24-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
24-Oct-2019 - 00:00,2.5,62.58,10.22,0.87,7.4,0.3,23.64,4.02,31.43,30.05,21.88,171.01,79.82,0.0,67.91,122.79,23.44,168.12,0.27,5.7,25-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
25-Oct-2019 - 00:00,2.5,62.58,10.23,0.87,7.4,0.38,30.29,5.66,28.83,23.29,22.72,191.98,89.61,0.0,71.87,131.0,24.07,128.77,0.32,6.51,26-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
26-Oct-2019 - 00:00,2.51,61.97,10.15,0.9,7.36,0.53,30.22,7.78,29.4,21.63,22.26,263.06,122.75,0.0,72.49,128.91,23.65,176.26,0.22,6.79,27-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
27-Oct-2019 - 00:00,2.51,52.29,10.15,0.89,7.36,0.6,30.79,9.1,33.07,23.97,16.56,352.02,171.37,0.0,70.55,121.16,21.95,230.28,0.38,7.04,28-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
28-Oct-2019 - 00:00,2.5,5.29,10.23,0.87,7.4,0.97,27.74,8.19,29.28,21.08,12.61,392.35,183.11,0.0,71.5,127.84,22.26,198.86,0.25,21.58,29-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
29-Oct-2019 - 00:00,2.51,5.28,10.15,0.93,7.36,0.93,26.67,10.3,38.56,28.26,11.33,185.98,104.17,0.0,79.75,135.71,22.05,186.51,0.18,19.25,30-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
30-Oct-2019 - 00:00,2.5,5.29,10.23,0.88,7.4,1.08,27.23,11.61,44.58,32.97,11.47,263.71,139.14,0.0,78.92,140.74,22.58,222.67,0.21,19.16,31-Oct-2019 - 00:00,"Model Town, Patiala - PPCB"
31-Oct-2019 - 00:00,2.47,5.23,10.12,0.86,7.32,1.01,30.36,9.1,39.76,31.34,14.32,272.38,123.5,0.0,74.7,133.42,22.24,236.59,0.32,20.04,01-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
01-Nov-2019 - 00:00,2.53,5.24,10.07,0.91,7.32,0.74,32.53,7.66,37.75,30.26,15.43,265.74,111.28,0.0,70.64,142.07,22.37,215.79,0.33,20.04,02-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
02-Nov-2019 - 00:00,2.51,5.26,10.14,0.89,7.35,1.19,45.54,10.45,53.78,43.32,13.84,349.16,163.94,0.0,77.84,134.29,21.08,231.3,0.34,24.24,03-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
03-Nov-2019 - 00:00,2.47,5.23,10.11,0.86,7.32,0.55,43.95,9.41,52.47,43.85,12.6,514.34,226.56,0.0,76.59,140.52,21.07,240.29,0.38,22.09,04-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
04-Nov-2019 - 00:00,2.47,5.23,10.11,0.86,7.32,0.8,30.08,7.27,31.15,24.02,14.15,243.38,125.85,0.0,65.82,126.41,21.64,255.72,0.63,20.67,05-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
05-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,1.02,27.2,8.27,32.8,24.54,15.94,205.73,106.89,0.0,59.86,125.86,21.45,253.52,0.55,19.84,06-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
06-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.75,30.48,8.5,37.67,29.17,18.6,355.76,184.72,0.0,59.2,134.45,21.65,149.08,0.5,22.05,07-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
07-Nov-2019 - 00:00,2.5,5.26,10.15,0.89,7.35,0.78,25.06,6.93,21.22,14.29,18.76,77.23,36.78,0.04,75.01,110.43,19.24,157.23,0.75,18.2,08-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
08-Nov-2019 - 00:00,2.51,5.27,10.14,0.89,7.35,0.85,29.14,10.16,35.14,24.98,17.43,122.06,58.02,0.12,74.28,156.35,19.59,249.9,0.42,17.56,09-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
09-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.66,23.61,8.27,28.13,19.88,19.73,194.52,92.62,0.0,64.31,158.93,19.96,275.87,0.45,17.91,10-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
10-Nov-2019 - 00:00,2.47,5.23,10.11,0.86,7.32,0.76,23.12,7.94,27.09,19.43,29.34,315.06,150.02,0.0,57.44,143.34,18.27,238.81,0.34,18.53,11-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
11-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.9,29.65,7.58,33.73,26.16,30.22,318.34,151.6,0.0,66.75,147.16,17.27,241.48,0.26,18.9,12-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
12-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.69,24.33,7.93,29.38,21.45,26.13,332.37,158.27,0.0,71.34,150.31,17.68,252.07,0.32,18.55,13-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
13-Nov-2019 - 00:00,2.51,5.26,10.12,0.9,7.35,0.8,30.3,9.1,41.35,34.89,24.12,261.56,124.55,0.0,75.23,150.62,18.04,267.11,0.33,20.38,14-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
14-Nov-2019 - 00:00,2.45,5.19,10.02,0.85,7.26,0.88,43.46,8.53,69.53,64.48,19.79,262.24,117.82,0.0,81.3,153.04,18.99,194.64,0.31,20.25,15-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
15-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.47,40.24,7.79,56.33,48.54,22.67,230.31,114.66,0.0,67.39,152.48,19.99,283.51,0.43,21.17,16-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
16-Nov-2019 - 00:00,2.5,5.27,10.14,0.9,7.35,0.31,31.93,7.69,43.07,35.88,20.84,106.73,45.52,0.01,71.4,157.12,19.16,275.55,0.75,18.04,17-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
17-Nov-2019 - 00:00,2.47,5.23,10.11,0.86,7.32,0.3,30.96,6.79,40.88,34.55,23.53,73.39,32.44,0.0,67.41,126.85,19.05,265.76,0.81,17.72,18-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
18-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.34,35.1,8.19,50.53,42.34,27.1,103.93,41.7,0.0,68.89,130.33,18.24,261.04,0.63,18.23,19-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
19-Nov-2019 - 00:00,2.51,5.28,10.15,0.9,7.36,0.41,39.19,7.73,56.95,49.22,32.25,172.35,73.98,0.0,66.11,131.31,17.59,240.06,0.34,19.2,20-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
20-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.46,44.76,9.5,68.99,59.49,23.6,183.47,77.2,0.0,68.62,130.53,17.04,216.49,0.24,18.76,21-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
21-Nov-2019 - 00:00,2.45,5.14,9.92,0.87,7.19,0.44,44.34,9.07,68.84,61.03,23.2,174.71,73.89,0.0,69.02,139.74,17.09,233.27,0.23,20.12,22-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
22-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.36,35.17,7.31,50.44,43.12,22.54,143.7,63.33,0.0,69.11,148.19,17.59,266.48,0.41,19.8,23-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
23-Nov-2019 - 00:00,2.5,5.26,10.14,0.89,7.36,0.32,29.76,6.72,40.82,34.1,27.42,100.28,40.25,0.0,66.45,140.04,18.97,278.05,0.58,19.39,24-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
24-Nov-2019 - 00:00,2.5,5.29,10.22,0.87,7.4,0.33,29.49,7.64,44.14,36.5,28.59,99.86,43.3,0.0,64.4,126.27,18.27,270.89,0.48,18.44,25-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
25-Nov-2019 - 00:00,2.5,5.24,10.12,0.89,7.33,0.4,27.45,6.95,35.68,28.73,21.05,124.75,39.48,0.0,62.5,134.45,17.37,242.38,0.23,18.73,26-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
26-Nov-2019 - 00:00,2.72,5.23,10.12,0.86,7.32,0.31,32.06,6.6,37.45,31.17,10.49,80.22,32.16,0.45,77.7,115.24,16.18,156.75,0.47,19.57,27-Nov-2019 - 00:00,"Model Town, Patiala - PPCB"
