from date,PM10,PM2.5,AT,BP,SR,RH,WD,RF,NO,NOx,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,to date,station
03-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
04-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
05-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
06-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
07-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
08-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
09-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
10-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
11-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
12-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
13-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
14-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
15-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
16-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
17-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
18-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
19-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,20-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
20-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
21-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
22-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
23-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
24-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
25-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
26-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
27-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
28-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,29-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
29-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,30-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
30-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,31-Aug-2018 - 00:00,"Alipur, Delhi - DPCC"
31-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
01-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
02-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
03-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
04-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
05-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
06-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
07-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
08-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
09-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
10-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
11-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
12-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
13-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
14-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
15-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
16-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
17-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
18-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
19-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,20-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
20-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
21-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
22-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
23-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
24-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
25-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
26-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
27-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
28-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,29-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
29-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,30-Sep-2018 - 00:00,"Alipur, Delhi - DPCC"
30-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
01-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
02-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
03-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
04-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
05-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
06-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
07-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
08-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
09-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
10-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
11-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,12-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
12-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,13-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
13-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,14-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
14-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,15-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
15-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,16-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
16-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
17-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,18-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
18-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,19-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
19-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,20-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
20-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
21-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
22-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
23-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
24-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,25-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
25-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,26-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
26-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,27-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
27-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,28-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
28-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,29-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
29-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,30-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
30-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,31-Oct-2018 - 00:00,"Alipur, Delhi - DPCC"
31-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,01-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
01-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,02-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
02-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,03-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
03-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,04-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
04-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
05-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,06-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
06-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,07-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
07-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,08-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
08-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,09-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
09-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,10-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
10-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
11-Nov-2018 - 00:00,431.63,247.97,20.11,992.05,34.41,75.55,240.91,0.0,1.75,45.28,82.48,38.85,23.16,1.56,41.36,6.61,17.89,0.3,12-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
12-Nov-2018 - 00:00,343.36,236.08,19.82,990.39,107.99,77.34,244.45,0.0,4.87,46.57,80.13,35.29,13.66,1.54,45.16,6.57,13.94,0.31,13-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
13-Nov-2018 - 00:00,428.75,284.73,20.48,988.21,77.29,78.66,219.97,,17.81,73.82,111.5,41.45,21.73,1.36,31.22,8.68,43.54,0.91,14-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
14-Nov-2018 - 00:00,205.45,144.52,21.22,989.02,105.27,77.86,214.38,0.5,6.3,56.0,95.7,35.64,12.54,1.0,41.69,5.64,28.66,0.54,15-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
15-Nov-2018 - 00:00,163.7,114.01,19.82,992.52,112.2,79.27,185.82,,7.03,46.95,77.54,30.98,12.63,0.65,28.54,4.17,33.59,0.57,16-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
16-Nov-2018 - 00:00,204.73,140.85,19.65,991.5,147.41,59.69,105.49,,1.99,33.71,60.44,28.16,11.95,0.7,46.92,2.64,28.62,0.12,17-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
17-Nov-2018 - 00:00,278.21,170.78,18.37,989.98,137.42,65.72,92.03,,10.83,52.21,81.28,30.02,13.99,1.01,33.47,3.96,30.01,0.4,18-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
18-Nov-2018 - 00:00,348.95,218.71,19.19,991.03,116.26,69.12,210.05,,22.18,70.79,99.13,35.24,20.2,1.29,46.98,5.49,28.99,0.67,19-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
19-Nov-2018 - 00:00,351.96,533.12,20.08,993.31,77.35,68.19,276.12,,2.11,43.05,77.62,36.92,21.53,1.03,52.23,4.4,14.56,0.14,20-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
20-Nov-2018 - 00:00,347.6,,19.69,993.61,112.34,74.28,133.92,,5.81,53.07,90.95,38.44,20.18,1.24,39.96,4.86,38.0,0.25,21-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
21-Nov-2018 - 00:00,343.22,,19.34,993.83,130.14,63.12,88.77,,9.83,55.1,88.54,33.05,17.35,0.85,34.77,4.06,48.31,0.28,22-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
22-Nov-2018 - 00:00,321.73,,18.67,994.62,114.21,60.75,98.55,,38.66,80.55,92.33,29.47,26.72,1.0,38.02,4.69,51.73,0.63,23-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
23-Nov-2018 - 00:00,317.47,,19.58,996.01,129.14,55.02,101.36,,32.76,64.84,71.76,30.29,19.56,0.83,39.55,3.88,75.05,0.51,24-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
24-Nov-2018 - 00:00,204.76,94.93,19.31,994.32,133.25,51.98,99.51,,2.91,33.74,59.05,25.53,18.34,0.6,38.91,2.34,28.38,0.09,25-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
25-Nov-2018 - 00:00,295.34,152.43,17.8,994.14,126.46,63.09,139.62,,29.84,62.15,71.1,28.24,21.1,1.11,35.2,3.98,28.28,0.38,26-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
26-Nov-2018 - 00:00,361.27,185.35,17.5,993.27,119.03,70.73,118.69,,65.57,95.85,79.7,31.21,31.47,1.47,33.35,5.45,40.87,0.69,27-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
27-Nov-2018 - 00:00,440.54,254.67,18.22,994.97,89.99,74.45,189.23,,54.0,91.94,90.17,36.15,20.3,2.11,29.53,10.09,93.62,2.43,28-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
28-Nov-2018 - 00:00,376.95,231.53,18.35,995.93,80.12,80.4,255.72,,19.73,66.08,93.92,40.24,17.85,1.58,17.49,9.65,61.97,2.29,29-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
29-Nov-2018 - 00:00,387.1,234.16,18.28,996.11,98.03,75.43,116.21,,43.69,85.65,94.12,38.48,18.09,1.56,25.34,7.54,123.69,4.76,30-Nov-2018 - 00:00,"Alipur, Delhi - DPCC"
30-Nov-2018 - 00:00,367.1,203.06,17.72,995.55,108.52,69.64,92.51,,26.52,68.98,89.0,32.89,22.31,1.26,21.93,5.65,127.61,2.19,01-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
01-Dec-2018 - 00:00,300.1,154.42,17.01,992.83,115.44,65.37,128.95,,57.15,94.57,90.22,28.08,25.16,1.36,20.77,4.98,53.75,2.57,02-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
02-Dec-2018 - 00:00,339.88,179.21,16.26,992.14,103.97,67.83,174.07,,87.57,116.63,85.04,26.3,24.11,1.66,26.17,6.74,85.44,4.79,03-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
03-Dec-2018 - 00:00,410.32,206.81,15.97,993.12,105.89,70.93,165.9,,98.92,131.86,96.36,30.42,26.46,1.89,22.5,6.53,65.73,4.19,04-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
04-Dec-2018 - 00:00,472.99,246.72,15.7,994.8,95.43,74.61,144.23,,156.74,189.3,115.67,33.25,24.76,2.51,17.75,7.85,167.95,6.85,05-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
05-Dec-2018 - 00:00,381.44,209.39,15.53,992.39,98.55,74.92,95.47,,98.03,135.11,103.2,32.6,23.0,2.04,24.84,5.93,60.26,3.76,06-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
06-Dec-2018 - 00:00,384.33,224.31,15.13,991.8,93.35,76.3,118.92,,120.59,148.81,95.05,30.6,20.24,2.15,24.21,9.42,90.43,6.38,07-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
07-Dec-2018 - 00:00,349.57,190.33,14.94,992.54,104.54,75.32,100.38,,48.71,87.14,89.2,31.13,18.8,1.36,21.44,8.4,63.7,3.9,08-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
08-Dec-2018 - 00:00,351.82,221.78,14.43,993.5,98.47,78.39,150.89,,31.77,69.2,81.53,32.81,24.35,1.27,27.46,8.4,63.7,3.9,09-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
09-Dec-2018 - 00:00,338.53,216.57,14.05,992.41,95.91,78.65,218.56,,60.82,92.19,80.18,29.72,34.59,1.5,27.66,8.4,63.7,3.9,10-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
10-Dec-2018 - 00:00,380.93,259.56,14.23,991.96,79.23,80.94,262.8,,7.79,53.41,88.74,33.75,21.53,1.59,26.51,8.4,63.7,3.9,11-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
11-Dec-2018 - 00:00,371.58,255.9,14.28,992.98,72.97,82.3,208.02,,8.37,49.66,80.57,34.95,19.88,1.4,23.96,8.4,63.7,3.9,12-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
12-Dec-2018 - 00:00,280.06,202.81,15.41,994.44,65.38,80.91,188.75,,8.08,45.46,73.08,32.72,20.93,1.16,21.0,8.4,63.7,3.9,13-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
13-Dec-2018 - 00:00,111.71,74.88,14.56,997.49,99.56,83.71,133.14,0.5,5.14,36.89,61.45,24.35,18.62,0.56,19.05,4.55,38.24,1.88,14-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
14-Dec-2018 - 00:00,159.4,100.27,14.18,999.44,113.19,80.82,104.4,,8.71,43.73,68.89,26.96,18.8,0.59,18.9,1.1,18.5,0.0,15-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
15-Dec-2018 - 00:00,188.75,122.4,14.45,998.97,111.96,75.42,106.37,0.5,3.36,43.22,76.11,29.5,22.25,0.63,22.93,1.1,18.5,0.0,16-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
16-Dec-2018 - 00:00,239.29,160.58,13.21,999.26,143.42,77.27,106.21,,15.05,59.83,90.06,33.82,24.95,0.88,23.38,1.1,18.5,0.0,17-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
17-Dec-2018 - 00:00,323.38,198.72,12.43,997.8,129.15,74.32,102.22,,49.41,96.59,105.72,35.23,22.8,1.3,21.96,1.1,18.5,0.0,18-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
18-Dec-2018 - 00:00,331.66,213.9,12.61,996.06,137.51,70.59,97.68,,19.17,70.24,102.73,38.14,28.11,1.07,28.08,1.96,59.48,0.39,19-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
19-Dec-2018 - 00:00,385.1,259.89,12.55,995.17,134.52,73.56,83.48,,36.94,86.88,106.74,38.86,27.8,1.54,23.36,6.15,71.38,7.26,20-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
20-Dec-2018 - 00:00,456.75,315.4,11.69,995.53,128.52,75.93,94.8,,93.35,131.12,103.69,39.02,30.93,1.93,25.31,8.09,103.89,20.27,21-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
21-Dec-2018 - 00:00,385.22,269.74,11.37,994.36,129.06,77.76,93.27,,33.27,86.98,112.52,41.62,24.99,1.4,27.05,5.32,62.97,7.2,22-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
22-Dec-2018 - 00:00,429.96,323.78,11.13,994.78,114.09,81.73,119.65,,18.91,62.19,87.98,41.16,25.94,1.5,30.98,5.12,29.54,4.22,23-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
23-Dec-2018 - 00:00,416.92,333.02,10.6,995.48,100.58,84.36,207.33,,15.44,57.22,83.96,39.56,19.53,1.95,32.05,6.82,23.67,6.59,24-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
24-Dec-2018 - 00:00,470.79,317.81,11.49,994.73,110.13,79.86,120.05,,66.21,109.33,103.97,39.72,25.36,1.86,20.81,6.14,50.66,6.32,25-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
25-Dec-2018 - 00:00,315.92,225.96,11.31,994.06,114.83,80.34,97.82,,7.04,59.17,100.57,40.48,19.75,1.15,21.58,3.24,32.01,1.31,26-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
26-Dec-2018 - 00:00,362.5,265.12,10.63,992.59,127.91,76.11,88.34,,27.75,68.37,85.95,37.66,22.99,1.51,23.36,4.55,33.7,3.59,27-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
27-Dec-2018 - 00:00,377.4,275.94,11.13,993.79,107.43,72.84,148.54,,26.77,69.75,90.11,40.5,25.48,1.52,28.52,5.76,55.74,8.96,28-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
28-Dec-2018 - 00:00,365.83,259.96,10.72,994.2,113.66,76.09,99.45,,9.82,62.28,100.96,46.97,23.44,1.13,22.98,2.21,13.48,0.5,29-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
29-Dec-2018 - 00:00,412.92,292.77,10.25,996.3,132.88,76.41,89.24,,39.43,83.49,96.7,43.12,23.34,1.56,20.58,0.9,2.7,0.0,30-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
30-Dec-2018 - 00:00,528.67,365.75,11.01,998.41,122.81,73.92,72.57,,77.78,115.45,97.73,43.36,35.09,2.19,26.11,0.9,2.7,0.0,31-Dec-2018 - 00:00,"Alipur, Delhi - DPCC"
31-Dec-2018 - 00:00,582.0,392.0,6.55,998.65,4.55,97.1,113.35,,50.6,89.45,90.7,34.65,22.6,2.0,1.3,0.9,2.7,0.0,01-Jan-2019 - 00:00,"Alipur, Delhi - DPCC"
