from date,NO2,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,WS,WD,RH,to date,station
28-Jul-2018 - 00:00,9.32,18.79,4.18,0.38,18.35,16.33,47.49,0.23,29.58,1.55,,78.33,29-Jul-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Jul-2018 - 00:00,8.97,18.61,4.45,0.39,17.3,15.61,40.82,0.19,29.61,1.52,,77.78,30-Jul-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Jul-2018 - 00:00,8.68,19.8,4.37,0.5,18.14,15.28,45.07,0.22,29.51,1.65,,75.9,31-Jul-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Jul-2018 - 00:00,6.79,19.49,3.91,0.37,17.83,14.9,42.67,0.19,29.4,1.8,,77.86,01-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Aug-2018 - 00:00,10.42,18.99,3.9,0.43,17.09,13.42,41.57,0.22,29.54,1.67,,79.99,02-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Aug-2018 - 00:00,8.5,21.15,3.87,0.4,17.28,16.08,47.33,0.23,30.62,1.72,,77.36,03-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Aug-2018 - 00:00,8.16,21.25,4.04,0.38,14.09,15.5,46.84,0.21,31.74,1.88,,76.02,04-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Aug-2018 - 00:00,7.84,20.32,3.66,0.31,15.68,19.47,51.51,0.22,31.64,1.84,,76.08,05-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Aug-2018 - 00:00,5.52,19.7,3.91,0.28,16.93,13.44,50.08,0.16,31.66,2.16,,72.51,06-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Aug-2018 - 00:00,7.44,20.22,3.22,0.37,15.12,13.17,37.95,0.2,31.79,1.91,,77.59,07-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Aug-2018 - 00:00,7.46,20.56,3.88,0.36,15.99,11.36,32.17,0.18,31.66,1.94,,78.05,08-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Aug-2018 - 00:00,8.93,20.11,3.85,0.42,13.8,10.19,23.0,0.23,31.72,1.61,,83.43,09-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Aug-2018 - 00:00,6.91,22.11,2.87,0.3,16.18,10.77,26.82,0.2,32.34,1.96,,76.89,10-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Aug-2018 - 00:00,6.88,22.31,3.85,0.26,14.28,11.77,29.94,0.21,31.85,2.0,,78.65,11-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Aug-2018 - 00:00,8.06,21.59,3.34,0.38,12.44,11.05,25.62,0.22,31.55,2.05,,81.83,12-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Aug-2018 - 00:00,5.64,19.72,3.79,0.3,14.8,7.55,18.71,1.41,31.37,2.22,,83.73,13-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Aug-2018 - 00:00,6.05,19.81,3.29,0.44,13.56,7.27,17.06,0.16,31.54,2.35,,81.46,14-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Aug-2018 - 00:00,7.73,20.14,4.0,0.31,11.45,6.99,14.14,0.21,31.99,2.05,,84.65,15-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Aug-2018 - 00:00,7.23,21.42,4.04,0.34,14.05,6.82,18.05,0.19,32.06,1.79,,84.26,16-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Aug-2018 - 00:00,8.24,22.96,3.37,0.37,18.51,6.56,19.83,0.15,31.98,2.19,,80.72,17-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Aug-2018 - 00:00,7.38,22.45,3.22,0.27,19.21,8.29,26.71,0.18,31.99,2.37,,76.81,18-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Aug-2018 - 00:00,7.37,22.75,4.09,0.36,18.45,13.06,36.18,0.19,32.12,2.34,,76.05,19-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Aug-2018 - 00:00,4.87,22.11,3.76,0.42,19.82,11.35,28.69,0.14,32.04,2.28,,75.42,20-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Aug-2018 - 00:00,5.98,22.04,4.52,0.23,19.23,13.12,39.15,0.16,31.9,2.35,,75.3,21-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Aug-2018 - 00:00,5.71,22.02,3.65,0.3,19.95,14.33,40.82,0.16,31.96,2.25,,72.25,22-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Aug-2018 - 00:00,5.77,21.66,3.54,0.28,19.38,11.85,41.34,0.16,32.0,1.9,,73.05,23-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Aug-2018 - 00:00,7.81,21.84,5.69,0.45,15.58,9.99,26.19,0.22,32.18,1.67,,76.34,24-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Aug-2018 - 00:00,8.42,23.76,2.98,0.32,14.05,12.06,30.34,0.22,32.11,1.69,,76.95,25-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Aug-2018 - 00:00,8.21,23.46,3.19,0.34,14.14,14.66,38.7,0.21,32.46,1.67,,73.22,26-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Aug-2018 - 00:00,8.12,22.16,3.61,,15.01,11.33,30.05,0.16,32.12,1.58,,77.75,27-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Aug-2018 - 00:00,9.15,23.74,4.01,0.75,11.98,11.01,29.9,0.24,32.26,1.72,,81.41,28-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Aug-2018 - 00:00,8.5,22.75,4.82,0.66,13.92,10.62,28.59,0.2,31.54,1.47,,79.52,29-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Aug-2018 - 00:00,8.11,20.09,4.49,0.55,14.33,9.35,24.19,0.21,30.92,1.56,99.5,80.6,30-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Aug-2018 - 00:00,7.33,22.53,4.02,0.28,14.77,11.19,31.19,0.19,31.8,1.52,94.0,77.46,31-Aug-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Aug-2018 - 00:00,9.54,23.08,4.22,0.35,14.03,11.48,27.65,0.21,32.32,1.63,,76.51,01-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Sep-2018 - 00:00,8.46,22.6,3.04,0.09,18.13,16.19,41.03,0.2,32.26,1.69,,73.16,02-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Sep-2018 - 00:00,6.64,21.85,4.78,,23.04,15.34,45.57,0.17,32.2,1.61,,67.78,03-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Sep-2018 - 00:00,7.24,21.31,6.6,,20.55,16.12,44.45,0.18,32.07,1.48,,64.44,04-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Sep-2018 - 00:00,11.96,22.43,5.43,,23.83,19.33,52.53,0.31,32.19,1.28,,64.42,05-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Sep-2018 - 00:00,9.73,24.08,5.69,0.61,23.46,21.71,39.16,0.16,31.85,1.66,,66.29,06-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Sep-2018 - 00:00,13.86,23.34,5.01,0.41,20.61,13.99,39.08,0.18,31.94,1.85,,68.31,07-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Sep-2018 - 00:00,13.27,25.35,4.42,0.25,12.54,10.32,34.6,0.17,31.51,1.94,,67.31,08-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Sep-2018 - 00:00,14.44,24.71,5.14,,11.71,9.68,29.48,0.21,31.18,1.69,,67.79,09-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Sep-2018 - 00:00,20.3,23.64,4.38,,20.36,13.93,34.14,0.27,31.38,0.95,92.5,65.85,10-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Sep-2018 - 00:00,23.87,24.38,4.3,,20.18,24.34,53.39,0.37,31.29,0.88,87.4,70.65,11-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Sep-2018 - 00:00,26.4,27.69,3.97,0.87,39.85,28.2,53.2,0.44,31.43,0.97,85.0,69.6,12-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Sep-2018 - 00:00,23.37,26.8,5.06,0.84,35.96,16.83,35.67,0.32,31.43,0.98,85.0,65.67,13-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Sep-2018 - 00:00,29.56,28.29,5.18,0.96,25.06,30.95,58.22,0.48,31.46,0.85,95.0,70.97,14-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Sep-2018 - 00:00,33.77,31.97,4.21,1.03,39.1,33.61,56.62,0.58,31.73,0.83,87.25,74.58,15-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Sep-2018 - 00:00,26.85,27.23,3.86,0.81,24.1,21.1,32.73,0.3,31.89,0.97,77.0,79.61,16-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Sep-2018 - 00:00,20.89,24.29,4.8,0.8,20.51,18.27,29.66,0.31,31.5,0.95,100.0,81.6,17-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Sep-2018 - 00:00,21.26,25.18,5.45,0.7,10.46,12.89,24.93,0.28,31.5,1.34,,79.51,18-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Sep-2018 - 00:00,16.96,27.49,3.93,0.54,13.68,10.36,28.18,0.21,31.82,1.64,,72.21,19-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Sep-2018 - 00:00,13.57,27.17,3.49,0.45,17.73,12.86,32.54,0.18,30.29,1.64,,70.21,20-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Sep-2018 - 00:00,12.53,23.77,3.92,0.46,22.75,17.96,46.28,0.24,27.36,1.34,,76.69,21-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Sep-2018 - 00:00,11.61,21.73,3.97,0.55,23.48,18.27,46.1,0.25,27.82,1.49,,73.99,22-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Sep-2018 - 00:00,13.54,21.65,3.97,0.62,27.17,16.86,45.84,0.36,27.71,1.15,,66.53,23-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Sep-2018 - 00:00,25.41,24.01,4.28,0.76,32.16,31.72,58.91,0.44,27.76,0.75,87.19,73.94,24-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Sep-2018 - 00:00,15.87,22.37,3.48,0.6,29.03,13.02,24.22,0.28,27.74,0.85,90.38,79.52,25-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Sep-2018 - 00:00,27.92,22.67,3.46,0.99,28.86,20.62,39.1,0.53,27.7,0.83,81.35,80.05,26-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Sep-2018 - 00:00,17.71,23.9,3.57,0.59,28.26,22.44,42.49,0.33,27.55,0.97,83.06,73.9,27-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Sep-2018 - 00:00,37.91,23.02,4.18,1.34,13.35,29.84,64.11,0.66,27.22,0.96,85.75,72.11,28-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Sep-2018 - 00:00,27.49,23.13,3.49,0.8,16.82,29.15,56.96,0.45,26.95,1.17,87.95,72.91,29-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Sep-2018 - 00:00,31.25,25.19,4.59,1.7,13.27,19.33,63.15,0.73,24.87,1.49,92.17,62.36,30-Sep-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Sep-2018 - 00:00,23.66,22.77,3.56,1.13,15.48,20.44,47.64,0.38,25.21,1.31,90.38,70.29,01-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Oct-2018 - 00:00,27.01,21.45,3.69,1.06,12.51,21.71,54.06,0.45,24.45,1.69,93.17,67.99,02-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Oct-2018 - 00:00,20.91,20.45,3.3,1.04,12.37,12.86,41.23,0.47,25.17,1.42,94.2,73.31,03-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Oct-2018 - 00:00,23.13,21.09,4.02,1.01,10.75,12.76,40.88,0.43,25.18,1.54,92.89,74.35,04-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Oct-2018 - 00:00,21.91,20.15,3.93,1.0,5.09,20.31,41.6,0.49,24.7,1.6,88.82,82.82,05-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Oct-2018 - 00:00,16.31,19.56,3.04,1.06,4.98,12.92,32.24,0.38,24.92,2.23,94.95,80.81,06-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Oct-2018 - 00:00,22.09,20.15,3.5,1.17,3.74,16.39,36.6,0.56,25.21,1.66,95.62,82.6,07-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Oct-2018 - 00:00,27.86,20.12,3.62,0.9,12.83,21.4,54.89,0.45,24.6,1.45,94.64,70.0,08-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Oct-2018 - 00:00,24.76,21.8,3.46,0.81,20.73,34.31,70.26,0.39,24.5,1.19,87.6,75.17,09-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Oct-2018 - 00:00,27.46,20.96,3.52,0.95,23.73,33.16,67.41,0.41,24.6,0.95,83.47,68.34,10-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Oct-2018 - 00:00,18.18,20.62,3.12,0.71,15.63,44.24,78.95,0.6,24.74,0.86,81.25,62.49,11-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Oct-2018 - 00:00,26.31,27.32,4.2,1.86,15.16,48.07,91.85,0.6,26.3,0.92,95.33,60.17,12-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Oct-2018 - 00:00,18.85,23.72,3.58,0.75,13.44,50.35,98.94,0.43,24.88,0.82,94.0,62.23,13-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Oct-2018 - 00:00,27.1,23.42,2.8,1.06,21.38,61.48,117.51,0.79,25.73,0.77,87.25,60.67,14-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Oct-2018 - 00:00,46.62,26.72,4.14,1.72,3.32,49.12,80.05,0.75,25.83,0.83,,81.64,15-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Oct-2018 - 00:00,26.5,24.93,2.81,0.97,9.07,48.18,76.14,0.65,25.17,0.75,93.2,80.46,16-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Oct-2018 - 00:00,27.35,22.06,2.86,0.89,4.16,40.41,78.35,0.41,24.86,1.23,100.0,72.87,17-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Oct-2018 - 00:00,9.8,17.4,,0.63,20.78,13.0,35.0,0.3,20.6,1.4,,66.0,18-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Oct-2018 - 00:00,,,,,,,,,,,,,19-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Oct-2018 - 00:00,,,,,,,,,,,,,20-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Oct-2018 - 00:00,,,,,,,,,,,,,21-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Oct-2018 - 00:00,,,,,,,,,,,,,22-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Oct-2018 - 00:00,,,,,,,,,,,,,23-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Oct-2018 - 00:00,38.9,23.2,3.9,0.79,16.27,40.0,82.0,0.2,,2.4,,36.0,24-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Oct-2018 - 00:00,,,,,,,,,,,,,25-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Oct-2018 - 00:00,44.6,23.4,2.4,0.94,8.04,44.0,88.0,0.4,20.0,3.0,,39.0,26-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Oct-2018 - 00:00,,,,,,,,,,,,,27-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Oct-2018 - 00:00,,,,,,,,,,,,,28-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Oct-2018 - 00:00,,,,,,,,,,,,,29-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Oct-2018 - 00:00,,,,,,,,,,,,,30-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Oct-2018 - 00:00,,,,,,,,,,,,,31-Oct-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Oct-2018 - 00:00,,,,,,,,,,,,,01-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Nov-2018 - 00:00,,,,,,,,,,,,,02-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Nov-2018 - 00:00,,,,,,,,,,,,,03-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Nov-2018 - 00:00,,,,,,,,,,,,,04-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Nov-2018 - 00:00,,,,,,,,,,,,,05-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Nov-2018 - 00:00,45.52,7.01,4.34,1.42,4.63,35.0,83.57,0.68,24.68,1.9,95.04,54.72,06-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Nov-2018 - 00:00,31.79,7.65,3.25,0.94,3.62,46.14,83.21,0.52,25.72,1.65,95.12,65.36,07-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Nov-2018 - 00:00,32.31,8.8,4.36,0.76,11.79,76.82,109.04,0.43,26.8,1.77,88.61,57.43,08-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Nov-2018 - 00:00,36.04,9.26,4.6,0.9,17.54,60.01,95.75,0.59,26.69,1.32,82.94,57.1,09-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Nov-2018 - 00:00,34.58,11.04,3.79,0.95,11.79,31.51,62.82,0.45,26.32,1.77,90.37,61.66,10-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Nov-2018 - 00:00,39.21,13.03,3.75,0.79,17.99,49.59,85.27,0.44,26.0,1.29,84.47,56.85,11-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Nov-2018 - 00:00,39.48,12.82,4.37,1.12,22.88,56.22,93.71,0.45,26.03,1.18,85.46,56.74,12-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Nov-2018 - 00:00,40.56,12.05,3.82,0.72,27.24,54.96,98.6,0.6,26.01,0.87,87.88,54.34,13-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Nov-2018 - 00:00,36.57,13.18,4.07,0.77,32.38,55.83,100.44,0.65,26.33,0.77,98.1,48.99,14-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Nov-2018 - 00:00,53.57,15.16,4.13,0.93,22.6,54.47,107.18,0.66,25.37,0.83,81.41,43.29,15-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Nov-2018 - 00:00,42.49,18.11,3.83,0.88,9.77,42.01,83.47,0.61,25.78,1.34,88.87,66.4,16-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Nov-2018 - 00:00,31.13,14.75,3.9,0.83,6.6,27.17,54.26,0.4,25.29,2.14,88.26,78.57,17-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Nov-2018 - 00:00,36.82,15.07,3.46,1.11,15.51,54.32,92.2,0.52,25.09,1.65,93.12,69.82,18-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Nov-2018 - 00:00,20.15,17.35,4.05,0.56,24.21,55.5,88.5,0.7,27.8,1.6,,83.5,19-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Nov-2018 - 00:00,37.3,9.36,4.11,1.52,4.9,27.13,67.29,0.63,24.46,1.87,92.3,64.35,20-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Nov-2018 - 00:00,28.97,9.24,3.61,0.91,7.3,22.64,52.73,0.31,25.48,1.83,86.9,66.37,21-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Nov-2018 - 00:00,22.86,10.17,3.18,0.58,15.38,27.49,57.58,0.19,25.06,1.7,88.69,72.88,22-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Nov-2018 - 00:00,18.73,9.05,3.98,1.15,5.1,11.17,26.61,0.36,26.26,2.1,88.44,81.9,23-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Nov-2018 - 00:00,39.5,8.3,3.69,0.66,6.87,19.0,30.0,0.5,21.1,1.65,88.0,88.5,24-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Nov-2018 - 00:00,43.1,28.6,4.5,1.83,,,,1.0,,,,,25-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Nov-2018 - 00:00,,,,,,,,,,,,,26-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Nov-2018 - 00:00,,,,,,,,,,,,,27-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Nov-2018 - 00:00,,,,,,,,,,,,,28-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Nov-2018 - 00:00,,,,,,,,,,,,,29-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Nov-2018 - 00:00,,,,,,,,,,,,,30-Nov-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Nov-2018 - 00:00,,,,,,,,,,,,,01-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Dec-2018 - 00:00,,,,,,,,,,,,,02-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Dec-2018 - 00:00,,,,,,,,,,,,,03-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Dec-2018 - 00:00,,,,,,,,,,,,,04-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Dec-2018 - 00:00,,,,,,,,,,,,,05-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Dec-2018 - 00:00,,,,,,,,,,,,,06-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Dec-2018 - 00:00,,,,,,,,,,,,,07-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Dec-2018 - 00:00,,,,,,,,,,,,,08-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Dec-2018 - 00:00,,,,,,,,,,,,,09-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Dec-2018 - 00:00,,,,,,,,,,,,,10-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Dec-2018 - 00:00,,,,,,,,,,,,,11-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Dec-2018 - 00:00,,,,,,,,,,,,,12-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Dec-2018 - 00:00,,,,,,,,,,,,,13-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Dec-2018 - 00:00,,,,,,,,,,,,,14-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Dec-2018 - 00:00,,,,,,,,,,,,,15-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Dec-2018 - 00:00,,,,,,,,,,,,,16-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Dec-2018 - 00:00,,,,,,,,,,,,,17-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Dec-2018 - 00:00,,,,,,,,,,,,,18-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Dec-2018 - 00:00,,,,,,,,,,,,,19-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Dec-2018 - 00:00,,,,,,,,,,,,,20-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Dec-2018 - 00:00,,,,,,,,,,,,,21-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Dec-2018 - 00:00,46.02,10.81,0.41,1.2,26.33,55.05,115.25,0.65,24.05,0.6,88.85,56.95,22-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Dec-2018 - 00:00,44.32,11.33,0.91,1.2,11.57,46.27,88.04,0.5,24.28,1.36,92.03,67.98,23-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Dec-2018 - 00:00,32.12,11.76,0.48,0.95,14.2,41.3,80.21,0.39,24.22,1.63,90.86,70.55,24-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Dec-2018 - 00:00,38.72,10.46,0.39,1.25,11.95,50.03,91.83,0.54,24.63,1.25,92.55,68.1,25-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Dec-2018 - 00:00,42.7,11.23,0.91,0.91,18.22,62.33,101.57,0.54,24.36,1.22,93.59,63.8,26-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Dec-2018 - 00:00,44.38,10.09,0.78,1.19,21.47,50.17,93.47,0.55,24.58,0.93,96.5,55.51,27-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Dec-2018 - 00:00,23.66,12.8,0.78,0.76,32.06,58.79,95.64,0.42,24.23,0.53,86.67,63.74,28-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Dec-2018 - 00:00,42.72,14.01,0.14,0.99,24.01,70.07,111.75,0.56,24.23,0.81,83.69,66.16,29-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Dec-2018 - 00:00,44.26,14.83,4.38,0.87,15.01,73.45,110.32,0.53,24.38,1.45,93.36,71.68,30-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Dec-2018 - 00:00,37.89,10.65,8.39,0.91,23.73,61.34,97.22,0.39,24.26,1.61,91.54,64.53,31-Dec-2018 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Dec-2018 - 00:00,32.05,10.0,8.3,0.59,30.37,63.0,97.0,0.45,25.3,1.75,,76.0,01-Jan-2019 - 00:00,"Hebbal, Bengaluru - KSPCB"
