from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,RF,SR,to date,station
22-Jun-2018 - 00:00,34.53,2.45,20.36,42.26,17.99,0.98,54.36,83.29,281.76,1.13,9.85,40.96,2.04,157.54,37.06,740.29,0.0,131.02,23-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Jun-2018 - 00:00,30.37,1.73,17.56,41.71,19.89,0.92,46.02,77.71,262.04,1.13,13.05,40.37,2.57,197.58,37.79,740.19,0.0,122.4,24-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Jun-2018 - 00:00,26.62,1.39,15.29,34.3,40.42,0.77,45.55,74.04,239.33,1.11,21.47,40.07,2.71,228.54,36.45,740.07,0.0,124.05,25-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Jun-2018 - 00:00,17.54,1.8,10.8,37.28,13.91,0.6,33.56,72.52,331.54,0.91,10.36,39.44,3.32,188.1,38.56,740.0,0.0,134.76,26-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Jun-2018 - 00:00,25.39,1.92,15.06,41.01,13.78,0.66,23.68,55.92,197.5,0.82,10.38,35.41,2.42,204.96,43.81,740.0,0.0,41.45,27-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Jun-2018 - 00:00,14.12,1.76,8.93,51.87,6.58,0.71,26.66,47.04,118.0,0.73,7.28,33.36,3.32,140.55,54.08,740.0,0.26,112.85,28-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Jun-2018 - 00:00,8.08,1.93,5.74,41.57,10.07,0.91,19.27,100.42,86.17,0.36,5.64,31.49,4.32,118.84,60.1,740.05,0.53,105.56,29-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Jun-2018 - 00:00,6.7,1.63,4.89,38.03,11.43,0.76,22.15,32.29,75.17,0.38,5.41,33.05,4.73,79.14,55.71,740.0,0.0,114.5,30-Jun-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Jun-2018 - 00:00,12.67,1.56,8.01,38.28,7.33,0.73,20.69,30.75,70.38,0.44,5.69,34.6,2.93,101.55,53.33,740.33,0.0,137.78,01-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Jul-2018 - 00:00,18.38,1.77,11.22,44.56,7.65,0.94,18.86,34.17,75.79,0.43,5.97,35.17,2.6,165.09,53.82,740.06,0.0,98.57,02-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Jul-2018 - 00:00,13.79,2.32,9.09,40.35,10.24,0.71,16.18,30.21,86.83,0.24,5.69,34.02,3.0,144.61,54.64,740.0,0.26,88.32,03-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Jul-2018 - 00:00,19.85,1.85,12.06,26.03,6.57,0.67,16.81,40.42,108.0,0.44,6.73,33.12,2.35,116.7,56.47,740.0,0.05,112.71,04-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Jul-2018 - 00:00,12.44,1.26,7.63,24.52,6.84,0.66,20.61,36.0,100.54,0.42,5.61,34.11,2.68,160.25,52.12,740.0,0.0,138.83,05-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Jul-2018 - 00:00,9.3,0.64,4.81,11.31,5.6,0.78,22.0,45.38,120.29,0.68,7.81,33.82,2.51,163.1,53.6,740.06,0.0,115.59,06-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Jul-2018 - 00:00,32.4,2.26,15.99,50.17,9.25,0.93,24.57,63.67,199.54,0.87,10.81,35.86,1.98,207.16,49.38,740.12,0.0,136.16,07-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Jul-2018 - 00:00,36.76,3.5,22.4,81.29,11.34,0.92,38.87,78.5,212.61,0.96,12.54,36.63,2.08,261.95,47.22,740.0,0.0,136.73,08-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Jul-2018 - 00:00,32.3,5.96,22.02,83.01,9.1,1.15,46.74,74.95,199.8,0.88,8.63,38.1,1.64,215.9,45.41,740.0,0.0,140.67,09-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Jul-2018 - 00:00,12.87,1.71,8.24,69.55,9.08,1.12,31.09,60.28,148.62,0.58,6.57,36.84,3.74,79.42,50.95,740.0,0.0,112.97,10-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Jul-2018 - 00:00,4.82,0.95,3.22,33.68,10.13,1.03,27.04,34.55,91.45,0.44,7.18,35.87,3.58,72.67,54.01,740.0,0.0,128.22,11-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Jul-2018 - 00:00,3.8,0.49,2.16,20.95,9.15,1.31,26.18,104.04,146.33,0.45,7.52,33.58,3.14,99.89,56.98,740.0,0.0,74.0,12-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Jul-2018 - 00:00,1.75,0.25,0.87,11.08,10.33,1.2,33.06,32.97,102.79,0.42,6.94,33.91,3.12,91.3,54.32,740.0,0.0,100.98,13-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Jul-2018 - 00:00,2.48,0.39,1.47,5.57,8.86,1.02,15.94,42.62,50.83,0.5,8.91,30.54,2.52,153.56,64.04,740.0,0.78,66.92,14-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Jul-2018 - 00:00,0.48,0.15,0.28,0.65,5.18,0.96,13.02,31.34,79.6,0.74,8.46,30.2,2.13,153.95,66.39,740.0,0.05,80.77,15-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Jul-2018 - 00:00,,0.22,,0.59,12.18,1.05,14.05,33.68,56.0,0.69,6.51,31.28,1.28,168.11,65.83,740.0,0.26,75.85,16-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Jul-2018 - 00:00,48.42,9.72,32.19,9.08,7.59,0.94,13.33,37.4,99.86,0.61,8.22,33.3,3.01,109.15,61.56,740.0,0.0,94.92,17-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Jul-2018 - 00:00,26.46,2.96,16.47,66.96,7.35,0.92,6.81,27.81,121.54,0.47,6.26,35.26,2.72,116.2,55.85,740.0,0.0,106.98,18-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Jul-2018 - 00:00,27.79,2.83,17.08,63.84,4.48,1.1,15.07,30.28,107.38,0.55,6.69,35.22,3.05,198.65,55.81,740.08,0.0,133.2,19-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Jul-2018 - 00:00,21.98,2.23,13.45,48.59,6.7,1.11,19.28,31.38,86.75,0.49,5.92,34.55,2.59,161.94,57.69,740.09,0.0,132.98,20-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Jul-2018 - 00:00,41.03,3.44,24.62,48.7,8.19,1.22,19.34,43.0,97.4,0.82,12.36,32.79,2.12,241.77,60.47,740.0,0.0,62.84,21-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Jul-2018 - 00:00,36.48,3.55,22.29,51.43,5.09,1.13,20.44,44.33,90.36,0.74,12.06,31.68,2.0,181.17,62.58,740.0,1.2,70.78,22-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Jul-2018 - 00:00,24.07,1.88,14.28,35.31,5.95,0.99,16.85,18.12,36.0,0.34,8.27,30.73,1.78,90.12,66.01,740.0,0.1,67.16,23-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Jul-2018 - 00:00,33.59,6.04,22.78,36.17,9.9,1.14,16.27,31.29,100.75,0.59,14.24,32.72,2.88,143.83,60.04,740.0,0.0,115.07,24-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Jul-2018 - 00:00,25.58,3.17,16.18,46.3,16.39,1.06,18.29,30.71,100.58,0.53,9.96,34.38,2.07,167.21,56.79,740.12,0.0,112.94,25-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Jul-2018 - 00:00,27.8,5.62,19.34,50.64,5.61,1.07,15.47,28.67,51.54,0.44,7.91,30.78,2.06,109.43,65.58,740.0,0.16,44.04,26-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Jul-2018 - 00:00,35.65,4.49,22.62,40.66,7.23,1.04,11.41,25.54,38.62,0.57,12.14,28.68,2.58,204.54,70.49,740.0,1.74,22.75,27-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Jul-2018 - 00:00,30.64,4.51,19.96,22.77,7.86,1.13,12.48,18.75,23.79,0.56,9.98,28.35,2.64,205.62,71.45,740.0,3.32,27.99,28-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Jul-2018 - 00:00,32.73,1.95,18.99,33.36,8.36,1.07,22.86,34.17,66.79,0.71,9.51,30.13,2.9,229.75,65.24,740.0,0.0,67.68,29-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Jul-2018 - 00:00,41.23,4.22,25.37,46.89,4.48,1.19,23.36,45.38,135.21,0.73,9.98,33.01,1.95,218.81,59.17,740.0,0.0,111.05,30-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Jul-2018 - 00:00,40.89,3.87,25.83,43.23,8.05,1.11,26.42,46.33,162.58,0.66,10.5,33.29,1.8,205.1,56.11,740.0,0.0,94.3,31-Jul-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Jul-2018 - 00:00,32.41,2.28,19.17,46.24,8.0,1.04,22.95,55.08,192.04,0.55,9.17,32.79,2.13,174.54,56.93,740.0,0.0,71.67,01-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Aug-2018 - 00:00,30.63,2.53,18.34,49.64,3.94,0.97,24.06,58.12,224.42,3.12,14.32,33.77,2.37,189.41,53.96,740.0,0.0,132.4,02-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Aug-2018 - 00:00,26.84,2.96,16.68,50.0,9.04,0.97,18.76,78.92,324.12,2.44,14.33,34.77,2.4,181.22,51.48,740.19,0.0,123.02,03-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Aug-2018 - 00:00,28.98,4.36,18.96,41.84,11.83,1.0,14.3,71.39,297.43,0.46,7.33,34.12,1.78,192.6,51.36,740.23,0.37,83.15,04-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Aug-2018 - 00:00,22.07,2.1,13.45,40.44,8.02,1.17,19.52,69.58,285.62,0.45,7.45,33.88,0.3,151.7,52.4,740.23,0.0,97.43,05-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Aug-2018 - 00:00,17.34,1.75,10.64,49.07,8.5,1.02,12.81,61.96,222.91,0.38,5.86,30.86,0.3,100.85,60.1,740.03,0.01,39.26,06-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Aug-2018 - 00:00,23.26,4.36,15.92,51.82,7.57,1.14,10.72,56.96,129.77,0.48,6.48,29.72,0.3,190.85,64.78,740.09,0.01,55.52,07-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Aug-2018 - 00:00,24.2,4.1,16.21,34.2,9.91,1.05,12.52,43.34,84.73,0.48,9.1,30.15,0.3,230.42,64.57,740.19,0.03,76.69,08-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Aug-2018 - 00:00,18.96,2.64,12.21,31.34,7.54,1.16,15.19,27.69,81.17,0.46,7.82,32.33,0.8,121.22,60.55,740.41,0.0,114.69,09-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Aug-2018 - 00:00,18.97,2.89,12.43,31.19,7.34,1.18,17.16,32.67,97.18,0.5,5.61,33.65,1.77,128.05,57.48,741.0,0.0,109.01,10-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Aug-2018 - 00:00,22.68,1.37,13.17,29.21,9.52,1.43,23.55,52.44,113.53,0.66,8.13,33.81,0.3,,57.69,740.54,0.0,101.2,11-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Aug-2018 - 00:00,13.75,0.62,7.75,23.82,7.9,1.17,21.62,47.83,117.12,0.5,7.45,34.47,0.3,,57.3,740.0,0.0,103.24,12-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Aug-2018 - 00:00,9.56,0.63,5.41,15.82,6.08,1.02,16.75,30.64,84.27,0.31,5.24,31.97,0.3,,59.57,740.0,0.01,45.42,13-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Aug-2018 - 00:00,13.92,1.19,8.3,21.78,9.09,1.28,18.47,36.75,106.93,0.45,5.0,32.9,0.3,353.0,58.72,740.0,0.0,95.95,14-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Aug-2018 - 00:00,10.74,0.63,5.99,22.35,8.38,1.15,27.95,48.23,124.54,0.5,6.62,33.86,0.3,353.0,58.2,740.04,0.02,117.07,15-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Aug-2018 - 00:00,6.39,0.36,3.52,18.32,6.56,1.02,28.2,37.99,90.88,0.37,4.8,32.38,0.3,353.0,59.39,740.32,0.0,92.56,16-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Aug-2018 - 00:00,11.02,0.74,6.33,14.6,7.42,1.28,14.9,35.04,129.46,0.67,10.96,32.46,0.3,353.0,61.15,740.52,0.04,97.41,17-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Aug-2018 - 00:00,16.34,2.7,10.15,18.54,3.47,1.11,15.23,69.6,90.5,0.55,6.49,34.13,0.3,353.0,58.57,740.15,0.0,116.54,18-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Aug-2018 - 00:00,26.23,3.77,17.03,43.71,6.6,1.05,16.93,28.06,75.62,0.44,6.61,33.13,0.3,353.0,61.01,740.16,0.18,108.54,19-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Aug-2018 - 00:00,34.19,3.66,21.16,37.73,6.43,1.15,16.26,33.76,62.17,0.63,8.1,30.46,0.3,353.0,66.51,740.06,0.12,55.57,20-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Aug-2018 - 00:00,36.26,6.36,24.46,45.25,9.97,1.17,23.84,51.7,119.79,0.74,6.93,32.71,0.3,353.0,62.22,740.29,0.0,99.83,21-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Aug-2018 - 00:00,33.14,5.74,22.3,32.0,8.16,1.17,17.72,34.29,148.25,0.49,5.12,33.65,0.53,294.9,58.3,740.29,0.0,120.74,22-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Aug-2018 - 00:00,19.98,1.6,11.89,32.85,5.97,1.01,20.76,26.42,77.71,0.39,4.72,33.78,2.55,111.56,58.4,740.24,0.0,96.91,23-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Aug-2018 - 00:00,21.83,2.69,13.78,28.97,8.55,1.01,18.61,27.21,65.79,0.43,5.12,31.66,2.77,88.5,63.11,740.34,0.02,90.57,24-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Aug-2018 - 00:00,21.27,4.75,14.83,27.55,9.11,1.09,14.24,21.94,63.83,0.3,4.92,31.39,1.82,96.51,63.97,740.22,0.02,58.22,25-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Aug-2018 - 00:00,21.14,2.62,13.36,25.27,9.11,0.96,16.64,22.85,83.33,0.29,4.41,32.54,2.35,78.72,58.55,740.2,0.0,105.73,26-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Aug-2018 - 00:00,17.61,1.37,10.48,23.86,9.98,0.91,19.14,19.75,72.33,0.26,3.55,32.59,2.72,56.92,56.98,740.17,0.0,113.81,27-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Aug-2018 - 00:00,26.82,6.41,19.47,20.96,6.28,1.14,13.43,23.31,69.17,0.52,5.76,29.98,1.75,63.22,65.14,740.27,0.02,49.03,28-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Aug-2018 - 00:00,22.8,4.2,15.46,19.91,8.0,1.98,13.77,104.43,134.36,0.48,4.97,31.16,2.52,107.33,64.9,740.59,0.25,86.95,29-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Aug-2018 - 00:00,19.85,5.28,14.86,17.48,7.09,1.25,12.82,18.96,41.55,0.43,5.08,30.12,2.0,96.89,66.81,741.0,0.16,56.1,30-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Aug-2018 - 00:00,27.74,3.11,17.29,20.16,15.18,1.46,27.75,45.02,117.0,0.68,6.61,32.69,1.69,91.74,62.12,740.59,0.0,102.31,31-Aug-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Aug-2018 - 00:00,28.5,3.22,17.65,23.39,10.19,1.21,18.16,52.18,224.62,0.58,5.83,32.83,1.98,89.89,60.74,740.57,0.0,81.7,01-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Sep-2018 - 00:00,32.18,8.19,23.47,26.13,13.95,1.45,16.35,41.77,118.34,0.75,8.23,29.99,2.12,80.64,64.28,741.0,0.03,57.97,02-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Sep-2018 - 00:00,31.41,4.84,20.64,28.67,16.51,1.08,9.8,38.99,86.38,0.7,8.01,29.06,2.13,75.45,67.64,740.91,0.07,56.19,03-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Sep-2018 - 00:00,30.14,4.14,19.4,21.71,14.97,1.13,8.34,31.81,54.41,0.62,5.01,28.65,1.31,66.88,68.56,740.96,0.03,42.88,04-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Sep-2018 - 00:00,46.95,8.6,31.97,24.75,17.27,1.33,15.81,58.28,89.67,1.12,9.26,28.9,1.22,74.43,67.81,741.0,0.17,51.61,05-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Sep-2018 - 00:00,47.9,8.59,32.47,23.42,13.45,1.26,15.69,48.54,147.35,0.89,8.23,29.87,1.68,60.89,64.48,741.0,0.04,66.31,06-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Sep-2018 - 00:00,37.38,3.97,23.11,29.62,14.91,1.05,19.69,48.0,134.16,0.67,6.06,31.28,1.97,83.1,61.9,740.8,0.01,107.39,07-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Sep-2018 - 00:00,45.46,8.98,31.48,25.25,14.75,1.23,12.09,33.89,94.99,0.87,8.34,29.95,1.65,87.65,63.65,741.0,0.0,76.05,08-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Sep-2018 - 00:00,22.72,3.6,15.02,20.54,16.96,0.9,10.51,31.32,89.64,0.51,3.9,30.12,3.11,95.65,63.77,741.0,0.14,72.52,09-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Sep-2018 - 00:00,11.37,1.44,7.16,17.12,15.9,0.78,15.07,18.48,45.93,0.22,2.72,29.82,3.64,127.16,62.28,741.0,0.0,105.09,10-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Sep-2018 - 00:00,11.85,1.68,7.07,19.5,13.96,0.76,13.18,22.28,54.71,0.26,2.91,30.44,1.94,125.22,62.69,741.0,0.0,103.02,11-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Sep-2018 - 00:00,21.26,2.44,12.7,21.84,6.57,0.93,16.52,29.27,79.24,0.36,4.63,31.19,2.08,106.45,62.32,741.0,0.14,113.15,12-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Sep-2018 - 00:00,19.83,2.47,12.55,25.75,10.73,0.92,11.75,31.29,129.52,0.36,4.19,32.24,2.17,82.02,58.46,741.0,0.0,116.44,13-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Sep-2018 - 00:00,17.69,2.65,11.51,23.23,13.62,0.75,12.86,32.4,153.91,0.31,4.06,32.46,2.03,86.79,54.36,741.0,0.0,113.79,14-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Sep-2018 - 00:00,30.5,8.16,22.86,21.46,10.56,0.82,15.25,33.01,150.0,0.45,4.4,32.27,1.89,67.64,53.39,741.0,0.0,124.12,15-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Sep-2018 - 00:00,31.67,7.84,23.22,24.54,9.14,0.92,17.74,36.56,161.05,0.62,6.99,32.47,2.16,40.75,51.23,741.23,0.0,120.91,16-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Sep-2018 - 00:00,36.77,10.66,28.23,29.62,12.43,1.1,13.42,45.93,172.23,0.72,8.34,32.13,2.28,42.57,53.31,741.0,0.0,117.5,17-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Sep-2018 - 00:00,30.21,5.23,20.32,34.18,10.51,1.18,22.14,57.65,191.4,0.76,7.02,32.01,2.72,71.01,54.69,741.0,0.0,109.96,18-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Sep-2018 - 00:00,35.13,2.1,20.39,31.96,12.39,1.12,16.69,83.99,232.88,0.63,9.26,30.96,2.07,56.83,54.66,741.0,0.0,58.8,19-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Sep-2018 - 00:00,53.93,8.55,35.64,37.96,11.0,1.88,22.04,65.79,222.46,0.92,9.82,31.52,2.17,81.79,52.6,741.0,0.0,113.55,20-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Sep-2018 - 00:00,61.38,12.51,42.82,43.46,13.11,1.83,22.83,80.88,216.71,1.1,8.76,32.19,1.34,92.54,53.07,741.0,0.0,109.0,21-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Sep-2018 - 00:00,14.93,1.68,9.31,33.21,7.48,1.16,17.56,34.5,89.33,0.4,3.22,30.01,4.09,113.69,57.72,741.15,0.08,93.62,22-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Sep-2018 - 00:00,15.68,2.37,10.23,19.86,4.7,0.91,11.76,19.79,36.21,0.26,2.34,27.04,3.75,101.0,66.58,741.0,0.19,33.96,23-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Sep-2018 - 00:00,5.15,1.14,3.67,24.47,9.16,1.35,15.4,25.54,46.58,0.18,1.52,28.47,4.93,119.53,65.23,741.0,0.09,66.28,24-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Sep-2018 - 00:00,17.05,4.13,12.33,35.9,4.12,1.16,8.25,18.5,30.58,0.26,3.52,26.98,3.31,113.25,68.56,741.0,0.1,30.68,25-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Sep-2018 - 00:00,34.48,7.21,24.2,18.36,4.07,1.05,8.83,32.04,79.21,0.68,7.78,25.64,2.52,40.61,68.39,741.0,0.0,42.5,26-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Sep-2018 - 00:00,50.4,16.31,40.07,23.25,4.09,1.23,18.56,48.33,224.58,0.98,8.83,29.08,1.77,48.09,60.71,741.04,0.0,116.84,27-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Sep-2018 - 00:00,70.86,40.93,70.96,30.9,8.89,1.89,25.06,81.92,325.38,1.63,15.05,29.71,1.06,67.16,61.08,741.2,0.0,102.9,28-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Sep-2018 - 00:00,75.26,45.44,76.99,33.02,6.82,1.81,22.6,98.34,376.02,1.41,18.21,30.85,1.06,66.32,55.71,741.32,0.0,108.76,29-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Sep-2018 - 00:00,88.63,31.51,72.77,37.96,7.01,1.73,25.27,102.46,309.21,1.63,34.88,30.87,1.61,66.97,52.79,741.38,0.0,108.08,30-Sep-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Sep-2018 - 00:00,44.75,8.12,30.39,34.64,4.91,1.12,28.34,70.5,191.04,0.93,14.12,30.62,2.3,55.29,53.65,741.28,0.0,108.53,01-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Oct-2018 - 00:00,67.29,17.52,50.05,33.39,7.24,1.45,29.09,76.12,237.67,1.26,15.1,30.69,1.44,65.34,52.19,741.28,0.0,105.34,02-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Oct-2018 - 00:00,53.21,14.3,39.92,36.6,8.01,1.48,22.45,84.02,243.33,1.28,14.68,30.93,1.56,60.64,52.09,741.38,0.0,105.49,03-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Oct-2018 - 00:00,51.24,14.07,39.71,26.25,16.17,1.02,25.32,49.6,178.3,0.85,7.22,31.22,1.22,88.13,46.6,741.33,0.0,113.03,04-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Oct-2018 - 00:00,64.37,14.09,45.69,36.61,19.29,1.53,35.92,102.43,252.83,1.33,13.12,30.85,1.55,86.22,51.07,741.39,0.0,90.4,05-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Oct-2018 - 00:00,89.5,35.11,76.15,43.02,21.78,1.91,23.29,116.1,292.03,1.67,34.19,29.81,1.0,57.32,52.64,741.43,0.0,81.93,06-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Oct-2018 - 00:00,80.78,35.91,72.16,36.56,15.18,2.09,25.3,99.18,287.92,1.9,16.73,29.49,1.63,68.42,50.52,741.42,0.0,106.99,07-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Oct-2018 - 00:00,79.01,33.62,69.8,38.41,14.85,1.63,32.0,97.22,286.93,1.86,15.68,28.84,1.26,60.84,50.07,741.37,0.0,94.03,08-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Oct-2018 - 00:00,67.74,9.29,43.58,41.39,23.65,1.8,30.97,145.14,328.88,1.63,16.97,29.77,0.95,96.95,49.35,741.28,0.0,94.21,09-Oct-2018 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
