from date,NO2,NH3,NOx,NO,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,RH,BP,Toluene,WS,WD,to date,station
05-Nov-2018 - 00:00,15.51,11.14,9.11,1.19,2.2,0.72,38.58,17.0,37.0,0.19,23.66,69.2,715.8,2.24,,130.77,06-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Nov-2018 - 00:00,14.59,10.14,8.34,0.75,2.84,0.68,38.64,22.14,50.33,0.22,23.34,69.97,716.07,2.38,,143.07,07-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Nov-2018 - 00:00,14.58,9.0,8.18,0.91,3.12,0.58,52.44,59.25,94.69,0.21,23.34,61.75,716.22,2.31,,150.09,08-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Nov-2018 - 00:00,16.31,8.39,9.36,1.46,2.49,0.63,39.94,52.14,89.75,0.38,23.13,63.25,715.48,2.7,,118.19,09-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Nov-2018 - 00:00,15.48,8.16,8.56,1.03,1.98,0.55,50.9,26.35,55.62,0.19,22.94,65.41,714.57,2.19,,153.95,10-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Nov-2018 - 00:00,17.76,9.91,10.66,2.11,2.0,0.74,55.55,41.65,82.76,0.26,22.71,61.86,715.22,2.79,,175.33,11-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Nov-2018 - 00:00,18.36,9.72,12.64,4.14,3.46,0.86,67.52,50.4,97.49,0.34,22.86,62.32,715.77,2.96,,154.76,12-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Nov-2018 - 00:00,24.12,15.41,21.16,10.87,2.22,1.15,60.71,52.21,109.49,0.48,22.65,58.86,714.79,4.3,,167.11,13-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Nov-2018 - 00:00,31.04,16.04,28.73,15.65,2.34,1.24,81.82,58.78,123.52,0.6,22.54,51.07,713.33,5.46,,170.05,14-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Nov-2018 - 00:00,34.96,20.13,30.06,14.73,2.01,1.29,72.03,54.49,122.25,0.59,22.29,46.83,713.22,5.04,,133.33,15-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Nov-2018 - 00:00,22.89,11.82,14.87,3.94,1.0,0.77,42.67,35.09,84.34,0.35,22.62,67.98,714.05,3.06,,202.5,16-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Nov-2018 - 00:00,16.54,11.59,9.26,1.19,1.47,0.59,36.11,21.26,48.73,0.2,23.55,79.26,714.45,1.72,,186.0,17-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Nov-2018 - 00:00,15.1,10.0,8.28,0.93,1.57,0.71,67.15,51.79,94.76,0.27,22.97,72.15,714.78,2.41,,100.41,18-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Nov-2018 - 00:00,11.66,8.29,6.48,0.96,1.69,0.62,45.74,40.02,75.39,0.22,23.13,75.99,715.3,2.15,,108.42,19-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Nov-2018 - 00:00,14.87,8.76,10.02,3.22,1.94,0.67,25.86,14.58,41.41,0.18,23.16,73.52,716.4,1.98,,132.24,20-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Nov-2018 - 00:00,15.06,8.66,8.75,1.53,3.28,0.63,38.26,20.34,51.6,0.19,23.24,66.05,716.53,1.98,,190.26,21-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Nov-2018 - 00:00,12.54,7.51,6.9,0.89,2.03,0.47,50.49,27.01,63.94,0.21,23.42,73.11,716.14,1.72,,268.18,22-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Nov-2018 - 00:00,12.07,8.39,7.05,1.38,3.03,0.45,24.02,5.97,21.46,0.15,23.27,81.78,716.02,1.46,,206.17,23-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Nov-2018 - 00:00,15.53,11.27,11.55,4.65,2.03,0.68,21.08,14.41,26.28,0.22,23.05,86.59,718.03,2.06,,157.16,24-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Nov-2018 - 00:00,17.13,11.43,9.63,1.26,3.23,0.78,47.77,41.83,78.39,0.27,23.33,76.5,718.89,2.19,,137.79,25-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Nov-2018 - 00:00,13.56,9.84,7.42,0.88,2.16,0.7,69.37,59.1,104.6,0.23,23.21,73.29,717.89,1.94,,170.14,26-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Nov-2018 - 00:00,15.34,9.75,8.33,0.83,2.42,0.69,93.62,66.88,118.75,0.24,23.9,70.5,716.04,1.87,,163.22,27-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Nov-2018 - 00:00,16.93,9.6,9.23,0.89,2.61,0.65,87.6,51.52,97.94,0.23,23.09,70.66,716.71,1.72,,124.84,28-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Nov-2018 - 00:00,17.34,9.49,9.53,1.0,3.9,0.64,75.11,42.62,84.81,0.24,22.79,72.19,716.83,1.85,,125.14,29-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Nov-2018 - 00:00,14.58,8.44,8.2,1.15,3.78,0.72,52.49,31.92,65.83,0.21,23.01,75.55,717.83,1.61,,128.11,30-Nov-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Nov-2018 - 00:00,15.54,9.79,8.58,1.01,3.16,0.6,58.07,34.42,74.39,0.25,23.06,71.07,717.74,1.83,,134.45,01-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
01-Dec-2018 - 00:00,18.26,7.8,10.72,1.87,1.91,0.79,63.79,34.59,74.3,0.24,23.2,69.27,715.73,1.83,,160.82,02-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
02-Dec-2018 - 00:00,16.05,6.15,9.77,2.13,2.05,0.51,60.96,25.36,55.14,0.17,22.83,67.09,714.03,1.42,,126.68,03-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
03-Dec-2018 - 00:00,19.43,6.48,13.16,4.1,2.38,0.53,46.73,22.53,56.5,0.18,22.98,73.26,714.73,1.59,,120.49,04-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
04-Dec-2018 - 00:00,20.01,6.94,14.65,5.55,2.24,0.66,27.53,19.76,52.42,0.24,23.11,78.24,715.73,1.94,,124.22,05-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
05-Dec-2018 - 00:00,19.21,7.51,14.36,5.71,2.16,0.68,27.83,15.97,41.08,0.23,23.49,76.11,715.5,1.99,,117.22,06-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
06-Dec-2018 - 00:00,20.61,7.61,13.53,3.78,2.22,0.68,37.85,26.74,57.77,0.21,23.38,74.97,714.68,1.86,,129.1,07-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
07-Dec-2018 - 00:00,23.31,6.52,16.75,5.97,2.2,0.77,34.33,35.61,71.01,0.23,23.55,72.55,715.15,1.79,,121.95,08-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
08-Dec-2018 - 00:00,24.74,6.39,14.75,2.58,2.19,0.79,58.16,57.03,101.2,0.26,23.3,72.45,716.0,1.8,,120.74,09-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
09-Dec-2018 - 00:00,16.76,6.04,9.72,1.59,2.24,0.67,88.03,62.22,105.15,0.21,23.1,68.62,715.3,1.41,,133.46,10-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
10-Dec-2018 - 00:00,29.61,6.09,20.35,6.27,2.27,1.0,81.7,71.94,130.98,0.35,23.08,68.59,715.42,2.38,,106.19,11-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
11-Dec-2018 - 00:00,31.65,6.41,19.88,4.37,2.2,1.11,80.44,84.09,168.34,0.42,22.74,69.06,715.43,3.01,,128.28,12-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
12-Dec-2018 - 00:00,35.44,6.91,23.4,6.21,2.18,1.16,70.04,79.44,152.61,0.46,22.77,66.17,716.19,3.3,,121.26,13-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
13-Dec-2018 - 00:00,28.52,7.1,17.11,3.0,2.15,1.01,73.56,60.24,119.97,0.38,23.01,71.27,716.72,2.82,,118.41,14-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
14-Dec-2018 - 00:00,27.19,6.64,16.68,3.35,2.44,0.7,59.95,42.46,91.71,0.24,22.82,64.79,716.59,1.74,,133.2,15-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
15-Dec-2018 - 00:00,17.69,6.76,10.55,2.01,3.81,0.63,72.79,39.56,81.86,0.21,23.03,65.49,716.48,1.5,,208.67,16-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
16-Dec-2018 - 00:00,23.4,6.08,13.19,1.53,3.34,0.76,98.56,63.01,121.49,0.29,22.79,61.41,716.09,1.73,,252.71,17-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
17-Dec-2018 - 00:00,27.83,5.76,20.36,7.45,4.87,1.0,77.67,74.52,147.15,0.55,23.01,58.25,715.28,4.42,,186.45,18-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
18-Dec-2018 - 00:00,43.64,9.86,27.41,5.77,2.03,1.23,59.11,73.02,141.68,0.79,22.3,57.26,716.08,6.98,,186.29,19-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
19-Dec-2018 - 00:00,37.21,10.64,22.04,3.39,3.82,0.94,72.84,57.36,118.09,0.37,22.79,67.53,716.31,2.88,,161.12,20-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
20-Dec-2018 - 00:00,24.73,9.66,14.24,1.95,3.42,0.67,80.64,38.71,84.49,0.23,23.2,65.69,716.49,1.88,,136.64,21-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
21-Dec-2018 - 00:00,30.21,9.08,23.31,9.5,2.96,0.87,70.87,43.14,90.67,0.35,23.59,69.02,716.19,2.28,,144.84,22-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
22-Dec-2018 - 00:00,21.42,9.53,12.33,1.81,5.06,0.64,62.65,36.94,76.75,0.23,23.89,70.05,715.99,1.64,,140.73,23-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
23-Dec-2018 - 00:00,14.2,9.29,8.31,1.55,2.19,0.58,59.71,31.45,60.25,0.14,23.41,72.02,716.46,1.03,,125.59,24-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
24-Dec-2018 - 00:00,20.56,8.55,12.44,2.47,2.0,0.69,50.62,39.02,78.0,0.21,23.5,70.3,716.62,1.46,,114.77,25-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
25-Dec-2018 - 00:00,25.17,9.09,14.39,1.84,1.83,0.78,70.26,52.03,98.31,0.27,23.34,66.02,716.71,1.68,,139.56,26-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
26-Dec-2018 - 00:00,26.36,8.89,15.5,2.44,2.11,0.7,66.13,45.25,91.25,0.26,23.19,59.58,716.24,1.79,,118.05,27-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
27-Dec-2018 - 00:00,23.92,9.44,13.49,1.56,2.12,0.83,76.25,52.2,100.92,0.3,23.04,63.6,715.43,2.72,,151.27,28-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
28-Dec-2018 - 00:00,23.11,9.29,13.12,1.64,2.28,0.74,74.98,57.57,107.48,0.24,23.29,67.42,714.78,1.93,,122.26,29-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
29-Dec-2018 - 00:00,17.96,9.35,10.4,1.64,2.33,0.54,44.48,54.65,86.85,0.17,24.1,83.9,716.5,1.0,,137.0,30-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
30-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,31-Dec-2018 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
31-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,01-Jan-2019 - 00:00,"Hombegowda Nagar, Bengaluru - KSPCB"
